Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2008,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2008,Feb. 2008,Mar. 2008,Apr. 2008,May 2008,Jun. 2008,Jul. 2008,Aug. 2008,Sep. 2008,Oct. 2008,Nov. 2008,Dec. 2008,TOTAL,,
4411,Automobile dealers,"55,167","57,429","63,112","59,604","60,924","55,006","55,437","56,585","49,012","43,754","38,199","42,401","6,36,630",,
44111,New car dealers,"49,755","51,487","57,080","53,860","55,395","49,503","50,242","51,444","44,343","39,281","34,542","38,661","5,75,593",,
44112,Used car dealers,"5,412","5,942","6,032","5,744","5,529","5,503","5,195","5,141","4,669","4,473","3,657","3,740","61,037",,
4413,"Automotive parts, acc., and tire stores","5,503","5,652","6,108","6,214","6,449","6,492","6,738","6,400","6,187","6,541","5,852","5,977","74,113",,
"442,443","Furniture, home furn, electronics, and appliance stores","16,479","16,455","16,551","15,646","17,075","16,401","16,936","17,113","15,393","15,170","17,687","21,874","2,02,780",,
442,Furniture and home furnishings stores,"7,939","7,887","8,158","7,815","8,381","7,904","8,269","8,238","7,474","7,506","7,907","8,630","96,108",,
4421,Furniture stores,"4,505","4,566","4,610","4,321","4,626","4,181","4,341","4,543","4,023","3,906","4,018","4,058","51,698",,
4422,Home furnishings stores,"3,434","3,321","3,548","3,494","3,755","3,723","3,928","3,695","3,451","3,600","3,889","4,572","44,410",,
44221,Floor covering stores,"1,408","1,408","1,546","1,527","1,638","1,605","1,670","1,561","1,528","1,536","1,321","1,229","17,977",,
442299,All other home furnishings stores,"1,912","1,791","1,883","1,840","1,998","2,001","2,126","2,017","1,808","1,949","2,461","3,249","25,035",,
443,Electronics and appliance stores,"8,540","8,568","8,393","7,831","8,694","8,497","8,667","8,875","7,919","7,664","9,780","13,244","1,06,672",,
443141,Household appliance stores,"1,298","1,342","1,349","1,370","1,445","1,468","1,466","1,389","1,315","1,310","1,415","1,544","16,711",,
443142,Electronics stores,"7,242","7,226","7,044","6,461","7,249","7,029","7,201","7,486","6,604","6,354","8,365","11,700","89,961",,
444,Building mat. and garden equip. and supplies dealers,"20,342","20,124","23,685","28,449","31,648","29,029","28,400","25,231","24,900","25,542","21,545","20,533","2,99,428",,
4441,Building mat. and supplies dealers,"18,507","18,097","20,568","24,202","26,117","24,653","24,866","22,596","22,212","22,642","18,837","17,924","2,61,221",,
44412,Paint and wallpaper stores,666,657,740,816,881,876,947,892,835,829,615,558,"9,312",,
44413,Hardware stores,"1,388","1,308","1,502","1,761","2,028","1,916","1,749","1,652","1,565","1,647","1,565","1,629","19,710",,
445,Food and beverage stores,"45,152","43,421","46,382","44,727","48,874","46,436","48,432","48,319","45,349","47,039","46,995","49,787","5,60,913",,
4451,Grocery stores,"41,527","39,593","42,248","40,635","44,191","41,955","43,701","43,657","41,046","42,482","42,431","43,704","5,07,170",,
44511,Supermarkets and other grocery (except convenience) stores,"39,902","37,994","40,526","38,922","42,305","40,093","41,766","41,759","39,298","40,840","40,916","42,195","4,86,516",,
4453,"Beer, wine, and liquor stores","2,551","2,677","2,852","2,861","3,264","3,132","3,359","3,316","3,010","3,201","3,235","4,260","37,718",,
446,Health and personal care stores,"19,976","19,824","20,500","19,793","20,647","19,784","20,169","19,981","19,735","20,623","19,573","22,871","2,43,476",,
44611,Pharmacies and drug stores,"17,425","17,180","17,697","17,123","17,851","17,020","17,394","17,181","17,158","17,998","16,956","19,629","2,10,612",,
447,Gasoline stations,"38,597","37,527","42,127","43,559","48,397","49,968","51,603","48,945","45,062","40,509","29,778","26,290","5,02,362",,
448,Clothing and clothing access. stores,"13,812","15,468","17,341","16,696","18,616","16,595","16,964","18,612","15,502","16,397","18,319","26,035","2,10,357",,
4481,Clothing stores,"10,230","10,842","12,928","12,397","13,506","12,304","12,551","13,475","11,636","12,313","13,867","18,279","1,54,328",,
44811,Men's clothing stores,592,570,663,691,737,697,606,639,619,648,690,981,"8,133",,
44812,Women's clothing stores,"2,469","2,709","3,324","3,370","3,531","3,085","2,912","3,080","3,002","3,008","3,177","3,962","37,629",,
44814,Family clothing stores,"5,208","5,571","6,545","6,254","7,017","6,433","6,960","7,483","6,018","6,579","7,760","10,480","82,308",,
44819,Other clothing stores,881,830,916,858,929,946,840,805,773,843,887,"1,260","10,768",,
4482,Shoe stores,"1,755","2,017","2,294","2,219","2,369","2,090","2,202","2,867","1,932","2,046","2,152","2,752","26,695",,
44831,Jewelry stores,"1,707","2,477","1,970","1,941","2,578","2,049","2,052","2,109","1,811","1,893","2,135","4,783","27,505",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,292","5,279","5,860","5,667","6,182","6,097","6,114","7,666","5,937","5,389","6,465","10,361","77,309",,
45111,Sporting goods stores,"2,230","2,327","2,886","2,877","3,159","3,288","3,192","3,419","2,631","2,396","2,699","4,373","35,477",,
45112,"Hobby, toy, and game stores","1,003","1,034","1,135","1,038","1,086","1,002","1,055","1,022","1,017","1,169","1,880","2,992","15,433",,
451211,Book stores,"2,249","1,131","1,004",981,"1,132","1,049","1,096","2,370","1,436","1,000","1,009","1,960","16,417",,
452,General merchandise stores,"42,073","44,152","47,879","45,495","51,336","49,199","48,216","50,209","43,999","47,490","54,447","69,113","5,93,608",,
4522,Department stores,"13,216","14,293","15,765","14,947","16,637","15,883","15,143","16,425","13,870","15,394","19,419","27,244","1,98,236",,
45221,Department stores,"13,216","14,293","15,765","14,947","16,637","15,883","15,143","16,425","13,870","15,394","19,419","27,244","1,98,236",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"28,857","29,859","32,114","30,548","34,699","33,316","33,073","33,784","30,129","32,096","35,028","41,869","3,95,372",,
452311,Warehouse clubs and supercenters,"25,753","26,603","28,600","27,091","30,815","29,663","29,445","30,245","26,796","28,435","31,060","36,720","3,51,226",,
452319,All other gen. merchandise stores,"3,104","3,256","3,514","3,457","3,884","3,653","3,628","3,539","3,333","3,661","3,968","5,149","44,146",,
453,Miscellaneous store retailers,"8,161","7,841","7,852","7,849","8,939","8,456","8,645","8,394","8,111","8,247","7,431","9,124","99,050",,
4532,"Office supplies, stationery, and gift stores","3,058","2,933","2,821","2,706","2,963","2,743","2,958","3,370","2,923","2,958","2,724","3,899","36,056",,
45321,Office supplies and stationery stores,"2,071","1,818","1,711","1,656","1,613","1,472","1,699","2,148","1,813","1,558","1,482","1,880","20,921",,
45322,"Gift, novelty, and souvenir stores",987,"1,115","1,110","1,050","1,350","1,271","1,259","1,222","1,110","1,400","1,242","2,019","15,135",,
45330,Used merchandise stores,753,778,819,823,864,818,796,829,843,843,830,830,"9,826",,
454,Nonstore retailers,"26,157","24,456","24,766","24,529","24,151","23,335","23,897","23,293","24,006","25,022","24,392","32,460","3,00,464",,
4541,Electronic shopping and mail-order houses,"18,432","17,191","17,762","18,434","18,380","17,883","18,332","17,872","18,276","18,780","18,725","26,093","2,26,160",,
45431,Fuel dealers,"5,270","4,822","4,403","3,451","3,049","2,783","2,859","2,714","3,041","3,505","3,290","3,933","43,120",,
722,Food services and drinking places,"34,234","34,879","37,588","37,000","39,657","37,719","38,561","39,405","36,263","37,466","35,432","36,787","4,44,991",,
7224,Drinking places,"1,380","1,408","1,575","1,526","1,607","1,564","1,737","1,697","1,544","1,576","1,491","1,543","18,648",,
7225,Restaurants and other eating places,"29,835","30,346","32,729","31,770","34,264","32,742","33,529","34,186","30,522","32,023","30,624","32,148","3,84,718",,
722511,Full service restaurants,"15,250","15,597","16,815","16,014","17,406","16,420","16,670","17,127","15,098","15,706","15,275","16,371","1,93,749",,
"722513, 722514, 722515",Limited service eating places,"14,585","14,749","15,914","15,756","16,858","16,322","16,859","17,059","15,424","16,317","15,349","15,777","1,90,969",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","3,67,368","3,64,126","3,65,164","3,64,816","3,68,255","3,68,926","3,67,594","3,64,611","3,58,991","3,46,137","3,32,498","3,24,767",,,
,Retail sales and food services excl motor vehicle and parts,"2,95,112","2,93,625","2,95,087","2,96,462","3,00,834","3,03,282","3,04,291","3,01,194","2,98,040","2,90,587","2,78,953","2,72,085",,,
,Retail sales and food services excl gasoline stations,"3,25,047","3,21,723","3,22,045","3,22,027","3,23,976","3,22,573","3,20,979","3,18,996","3,13,428","3,05,789","3,00,684","2,96,917",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"2,52,791","2,51,222","2,51,968","2,53,673","2,56,555","2,56,929","2,57,676","2,55,579","2,52,477","2,50,239","2,47,139","2,44,235",,,
,"Retail sales, total","3,30,478","3,27,869","3,28,493","3,28,037","3,31,088","3,31,764","3,30,301","3,27,296","3,21,568","3,08,968","2,95,396","2,87,571",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","2,58,222","2,57,368","2,58,416","2,59,683","2,63,667","2,66,120","2,66,998","2,63,879","2,60,617","2,53,418","2,41,851","2,34,889",,,
,GAFO(1),"94,245","93,657","93,817","94,452","95,820","96,117","95,653","94,643","91,805","91,158","91,277","89,700",,,
441,Motor vehicle and parts dealers,"72,256","70,501","70,077","68,354","67,421","65,644","63,303","63,417","60,951","55,550","53,545","52,682",,,
"4411,4412",Automobile and other motor vehicle dealers,"66,209","64,469","63,993","62,280","61,232","59,414","57,000","57,316","54,789","49,373","47,286","46,469",,,
4413,"Automotive parts, acc., and tire stores","6,047","6,032","6,084","6,074","6,189","6,230","6,303","6,101","6,162","6,177","6,259","6,213",,,
"442,443","Furniture, home furn, electronics, and appliance stores","17,666","17,411","17,447","17,533","17,731","17,428","17,364","17,009","16,176","16,099","16,024","15,463",,,
442,Furniture and home furnishings stores,"8,629","8,373","8,393","8,385","8,373","8,242","8,163","7,944","7,512","7,536","7,438","7,252",,,
443,Electronics and appliance stores,"9,037","9,038","9,054","9,148","9,358","9,186","9,201","9,065","8,664","8,563","8,586","8,211",,,
444,Building mat. and garden equip. and supplies dealers,"25,409","25,420","25,218","25,080","25,421","25,555","25,685","25,174","25,030","24,462","22,968","22,726",,,
4441,Building mat. and supplies dealers,"22,406","22,287","22,092","22,102","22,246","22,270","22,261","21,917","21,691","21,320","19,891","19,675",,,
445,Food and beverage stores,"46,162","46,011","46,181","46,610","46,742","46,816","47,139","47,280","47,072","47,028","46,756","46,086",,,
4451,Grocery stores,"41,820","41,677","41,830","42,196","42,288","42,293","42,552","42,717","42,535","42,440","42,220","41,663",,,
4453,"Beer, wine and liquor stores","3,051","3,049","3,060","3,093","3,123","3,160","3,208","3,185","3,172","3,214","3,203","3,130",,,
446,Health and personal care stores,"19,857","20,024","20,059","19,892","20,282","20,270","20,373","20,347","20,387","20,358","20,495","20,457",,,
44611,Pharmacies and drug stores,"17,151","17,354","17,333","17,175","17,501","17,510","17,534","17,676","17,652","17,628","17,736","17,700",,,
447,Gasoline stations,"42,321","42,403","43,119","42,789","44,279","46,353","46,615","45,615","45,563","40,348","31,814","27,850",,,
448,Clothing and clothing access. stores,"18,065","17,834","17,937","17,865","18,200","18,278","18,129","18,121","17,119","16,929","16,765","16,427",,,
4481,Clothing stores,"13,186","13,075","13,010","13,056","13,269","13,328","13,164","13,169","12,563","12,382","12,414","12,276",,,
44811,Men's clothing stores,734,701,715,709,710,712,681,686,663,638,641,614,,,
44812,Women's clothing stores,"3,202","3,229","3,218","3,237","3,228","3,220","3,228","3,218","3,140","3,008","2,978","2,854",,,
4482,Shoe stores,"2,224","2,188","2,249","2,248","2,325","2,315","2,291","2,301","2,140","2,149","2,150","2,086",,,
44831,Jewelry stores,"2,496","2,417","2,519","2,399","2,448","2,478","2,515","2,490","2,275","2,246","2,053","1,931",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,513","6,533","6,504","6,574","6,633","6,584","6,553","6,620","6,236","6,194","6,216","6,215",,,
452,General merchandise stores,"48,796","48,795","48,786","49,393","50,181","50,745","50,491","49,862","49,349","49,140","49,497","48,776",,,
4522,Department stores,"16,814","16,796","16,700","16,738","16,873","17,152","16,807","16,641","16,016","16,002","16,360","15,821",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"31,982","31,999","32,086","32,655","33,308","33,593","33,684","33,221","33,333","33,138","33,137","32,955",,,
452311,Warehouse clubs and supercenters,"28,269","28,361","28,486","29,005","29,573","29,842","29,924","29,507","29,674","29,466","29,497","29,306",,,
452319,All other gen. merchandise stores,"3,713","3,638","3,600","3,650","3,735","3,751","3,760","3,714","3,659","3,672","3,640","3,649",,,
453,Miscellaneous stores retailers,"9,029","8,396","8,375","8,263","8,339","8,336","8,584","8,215","8,143","7,958","7,723","7,665",,,
454,Nonstore retailers,"24,404","24,541","24,790","25,684","25,859","25,755","26,065","25,636","25,542","24,902","23,593","23,224",,,
4541,Electronic shopping and mail order houses,"18,450","18,465","18,464","19,063","19,186","19,147","19,277","19,013","19,077","18,780","17,833","18,032",,,
45431,Fuel dealers,"3,314","3,494","3,741","3,985","3,986","3,942","4,114","3,894","3,849","3,632","3,317","2,799",,,
722,Food services and drinking places,"36,890","36,257","36,671","36,779","37,167","37,162","37,293","37,315","37,423","37,169","37,102","37,196",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
