Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2006,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2006,Feb. 2006,Mar. 2006,Apr. 2006,May 2006,Jun. 2006,Jul. 2006,Aug. 2006,Sep. 2006,Oct. 2006,Nov. 2006,Dec. 2006,TOTAL,,
443,Electronics and appliance stores,"8,642","8,111","8,543","7,666","8,242","8,375","8,316","8,909","8,237","7,928","10,181","15,243","1,08,393",,
443141,Household appliance stores,"1,304","1,277","1,434","1,342","1,448","1,480","1,494","1,545","1,459","1,440","1,567","1,671","17,461",,
443142,Electronics stores,"7,338","6,834","7,109","6,324","6,794","6,895","6,822","7,364","6,778","6,488","8,614","13,572","90,932",,
444,Building mat. and garden equip. and supplies dealers,"23,173","22,668","29,454","30,889","33,900","31,518","28,026","29,102","26,283","27,637","25,777","23,398","3,31,825",,
4441,Building mat. and supplies dealers,"21,565","20,989","26,534","26,276","28,891","27,711","25,279","26,719","23,999","25,139","23,272","21,180","2,97,554",,
44412,Paint and wallpaper stores,736,708,885,838,971,975,909,988,875,890,787,661,"10,223",,
44413,Hardware stores,"1,320","1,257","1,528","1,726","1,968","1,844","1,722","1,698","1,571","1,626","1,662","1,721","19,643",,
445,Food and beverage stores,"40,571","38,694","42,267","41,808","44,162","43,378","44,213","44,105","42,489","43,037","43,958","48,520","5,17,202",,
4451,Grocery stores,"37,177","35,210","38,502","37,940","39,992","39,226","40,008","39,989","38,434","38,988","39,658","42,578","4,67,702",,
44511,Supermarkets and other grocery (except convenience) stores,"35,616","33,705","36,819","36,181","38,103","37,349","38,082","38,064","36,654","37,239","37,998","40,913","4,46,723",,
4453,"Beer, wine, and liquor stores","2,303","2,394","2,616","2,653","2,870","2,906","2,966","2,878","2,852","2,773","2,987","4,067","34,265",,
446,Health and personal care stores,"17,688","17,021","18,805","17,562","18,819","18,235","17,798","18,591","17,880","18,683","18,686","21,092","2,20,860",,
44611,Pharmacies and drug stores,"15,240","14,664","16,156","15,208","16,252","15,702","15,408","16,074","15,466","16,362","16,234","18,034","1,90,800",,
447,Gasoline stations,"30,703","29,161","33,783","35,892","38,895","39,005","40,459","40,923","34,720","33,101","31,455","32,554","4,20,651",,
448,Clothing and clothing access. stores,"12,582","14,111","16,011","16,475","16,703","16,126","15,909","17,432","16,389","16,873","18,949","30,652","2,08,212",,
4481,Clothing stores,"9,275","9,609","11,892","12,241","11,956","11,928","11,860","12,682","12,184","12,709","14,091","20,942","1,51,369",,
44811,Men's clothing stores,556,543,644,676,677,687,607,698,699,761,802,"1,271","8,621",,
44812,Women's clothing stores,"2,466","2,467","3,130","3,311","3,274","3,120","2,866","2,903","3,103","3,136","3,348","4,920","38,044",,
44814,Family clothing stores,"4,644","4,989","6,189","6,425","6,236","6,307","6,514","6,968","6,477","6,896","7,863","11,738","81,246",,
44819,Other clothing stores,754,719,826,762,774,829,792,880,763,788,886,"1,343","10,116",,
4482,Shoe stores,"1,707","1,900","2,112","2,319","2,156","2,034","2,081","2,617","2,150","2,133","2,189","3,004","26,402",,
44831,Jewelry stores,"1,486","2,477","1,876","1,787","2,446","2,021","1,837","1,994","1,921","1,898","2,505","6,423","28,671",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,089","4,941","5,739","5,434","5,652","5,857","5,649","6,937","6,181","5,445","6,537","10,720","75,181",,
45111,Sporting goods stores,"2,018","2,069","2,684","2,610","2,671","2,898","2,765","2,969","2,651","2,359","2,612","4,295","32,601",,
45112,"Hobby, toy, and game stores","1,016",976,"1,067","1,045",994,"1,001","1,020",995,"1,035","1,147","1,840","3,141","15,277",,
451211,Book stores,"2,177","1,075","1,067",966,"1,150","1,212","1,110","2,095","1,521","1,030","1,116","2,085","16,604",,
452,General merchandise stores,"38,592","39,442","43,169","44,142","45,272","44,639","43,827","45,063","42,474","44,580","51,676","69,887","5,52,763",,
4522,Department stores,"14,065","14,814","16,507","16,825","17,009","16,711","16,027","16,994","15,772","16,666","21,149","30,616","2,13,155",,
45221,Department stores,"14,065","14,814","16,507","16,825","17,009","16,711","16,027","16,994","15,772","16,666","21,149","30,616","2,13,155",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"24,527","24,628","26,662","27,317","28,263","27,928","27,800","28,069","26,702","27,914","30,527","39,271","3,39,608",,
452311,Warehouse clubs and supercenters,"21,707","21,695","23,379","24,003","24,818","24,526","24,545","24,737","23,515","24,517","26,609","33,905","2,97,956",,
452319,All other gen. merchandise stores,"2,820","2,933","3,283","3,314","3,445","3,402","3,255","3,332","3,187","3,397","3,918","5,366","41,652",,
453,Miscellaneous store retailers,"7,748","7,635","8,104","7,748","8,997","8,539","7,976","8,672","8,281","8,508","8,619","10,628","1,01,455",,
4532,"Office supplies, stationery, and gift stores","3,005","2,970","2,981","2,673","2,997","2,906","2,917","3,586","3,268","3,374","3,452","4,859","38,988",,
45321,Office supplies and stationery stores,"2,119","1,838","1,905","1,573","1,705","1,623","1,587","2,249","1,999","1,766","1,846","2,212","22,422",,
45322,"Gift, novelty, and souvenir stores",886,"1,132","1,076","1,100","1,292","1,283","1,330","1,337","1,269","1,608","1,606","2,647","16,566",,
45330,Used merchandise stores,745,663,761,765,741,729,649,729,751,792,779,837,"8,941",,
454,Nonstore retailers,"21,748","20,464","23,392","19,736","21,040","20,422","19,104","21,785","20,760","22,900","24,626","29,522","2,65,499",,
4541,Electronic shopping and mail-order houses,"15,598","14,338","16,820","14,825","15,859","15,586","14,570","16,670","15,831","17,257","18,783","23,440","1,99,577",,
45431,Fuel dealers,"3,749","3,734","3,737","2,512","2,435","2,304","2,141","2,507","2,365","2,908","3,128","3,535","35,055",,
722,Food services and drinking places,"31,609","30,861","34,936","34,250","35,227","34,831","35,391","35,724","34,526","34,890","32,998","36,812","4,12,055",,
7224,Drinking places,"1,352","1,340","1,532","1,465","1,524","1,512","1,564","1,563","1,506","1,513","1,435","1,518","17,824",,
7225,Restaurants and other eating places,"27,775","26,910","30,439","29,626","30,571","30,456","31,009","31,187","29,583","29,902","28,533","32,085","3,58,076",,
722511,Full service restaurants,"14,259","13,774","15,405","15,020","15,464","15,379","15,664","15,787","15,149","15,215","14,684","17,071","1,82,871",,
"722513, 722514, 722515",Limited service eating places,"13,516","13,136","15,034","14,606","15,107","15,077","15,345","15,400","14,434","14,687","13,849","15,014","1,75,205",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","3,49,664","3,47,021","3,48,357","3,50,072","3,48,889","3,50,795","3,51,916","3,53,285","3,51,240","3,51,035","3,52,116","3,56,367",,,
,Retail sales and food services excl motor vehicle and parts,"2,74,469","2,74,561","2,75,211","2,76,827","2,76,464","2,76,735","2,77,199","2,79,615","2,78,325","2,76,900","2,77,479","2,82,619",,,
,Retail sales and food services excl gasoline stations,"3,15,474","3,12,915","3,14,267","3,14,429","3,12,875","3,14,746","3,14,967","3,15,775","3,16,416","3,18,294","3,18,830","3,21,513",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"2,40,279","2,40,455","2,41,121","2,41,184","2,40,450","2,40,686","2,40,250","2,42,105","2,43,501","2,44,159","2,44,193","2,47,765",,,
,"Retail sales, total","3,15,566","3,13,440","3,14,471","3,16,094","3,14,919","3,16,978","3,17,984","3,18,802","3,16,400","3,16,145","3,17,123","3,20,312",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","2,40,371","2,40,980","2,41,325","2,42,849","2,42,494","2,42,918","2,43,267","2,45,132","2,43,485","2,42,010","2,42,486","2,46,564",,,
,GAFO(1),"90,587","90,369","90,170","90,893","90,228","90,788","90,653","90,751","92,297","91,768","91,882","93,421",,,
441,Motor vehicle and parts dealers,"75,195","72,460","73,146","73,245","72,425","74,060","74,717","73,670","72,915","74,135","74,637","73,748",,,
"4411,4412",Automobile and other motor vehicle dealers,"69,178","66,596","67,317","67,419","66,689","68,275","68,865","67,811","67,009","68,233","68,802","67,828",,,
4413,"Automotive parts, acc., and tire stores","6,017","5,864","5,829","5,826","5,736","5,785","5,852","5,859","5,906","5,902","5,835","5,920",,,
"442,443","Furniture, home furn, electronics, and appliance stores","18,566","18,158","18,227","18,211","18,086","18,235","18,193","18,188","18,308","17,973","18,081","18,466",,,
442,Furniture and home furnishings stores,"9,323","9,205","9,196","9,171","9,108","9,268","9,193","9,198","9,306","9,154","9,079","9,114",,,
443,Electronics and appliance stores,"9,243","8,953","9,031","9,040","8,978","8,967","9,000","8,990","9,002","8,819","9,002","9,352",,,
444,Building mat. and garden equip. and supplies dealers,"29,437","29,265","29,182","28,711","27,626","27,209","27,112","27,169","26,767","26,964","26,533","26,902",,,
4441,Building mat. and supplies dealers,"26,591","26,535","26,350","25,710","24,842","24,393","24,283","24,379","23,880","24,103","23,650","24,014",,,
445,Food and beverage stores,"42,023","42,704","42,590","42,600","42,981","43,155","43,114","43,481","43,252","43,815","43,855","44,040",,,
4451,Grocery stores,"37,936","38,565","38,541","38,557","38,903","39,070","39,032","39,359","39,099","39,622","39,618","39,793",,,
4453,"Beer, wine and liquor stores","2,788","2,874","2,816","2,819","2,847","2,849","2,844","2,855","2,881","2,871","2,923","2,922",,,
446,Health and personal care stores,"17,831","17,879","17,995","18,087","18,271","18,364","18,444","18,517","18,683","18,834","19,048","19,280",,,
44611,Pharmacies and drug stores,"15,271","15,371","15,475","15,630","15,718","15,877","15,983","16,090","16,144","16,411","16,515","16,652",,,
447,Gasoline stations,"34,190","34,106","34,090","35,643","36,014","36,049","36,949","37,510","34,824","32,741","33,286","34,854",,,
448,Clothing and clothing access. stores,"16,902","16,984","16,947","17,196","17,069","17,284","17,320","17,178","17,858","17,676","17,505","18,077",,,
4481,Clothing stores,"12,235","12,186","12,278","12,547","12,345","12,568","12,654","12,487","12,926","12,909","12,737","13,244",,,
44811,Men's clothing stores,697,700,708,693,693,696,694,717,752,764,734,755,,,
44812,Women's clothing stores,"3,178","3,080","3,096","3,138","3,109","3,158","3,224","3,088","3,209","3,190","3,167","3,372",,,
4482,Shoe stores,"2,200","2,181","2,112","2,213","2,169","2,171","2,168","2,161","2,337","2,257","2,209","2,240",,,
44831,Jewelry stores,"2,318","2,470","2,414","2,291","2,410","2,400","2,358","2,385","2,447","2,361","2,404","2,440",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,437","6,318","6,307","6,341","6,232","6,244","6,167","6,166","6,372","6,237","6,220","6,302",,,
452,General merchandise stores,"45,505","45,678","45,515","45,970","45,664","45,857","45,750","46,003","46,465","46,539","46,716","47,197",,,
4522,Department stores,"18,055","18,000","17,865","17,975","17,736","17,873","17,612","17,574","17,701","17,636","17,609","17,697",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"27,450","27,678","27,650","27,995","27,928","27,984","28,138","28,429","28,764","28,903","29,107","29,500",,,
452311,Warehouse clubs and supercenters,"23,986","24,240","24,227","24,568","24,524","24,551","24,668","24,962","25,258","25,433","25,561","25,901",,,
452319,All other gen. merchandise stores,"3,464","3,438","3,423","3,427","3,404","3,433","3,470","3,467","3,506","3,470","3,546","3,599",,,
453,Miscellaneous stores retailers,"8,600","8,463","8,364","8,443","8,424","8,318","8,297","8,304","8,392","8,494","8,590","8,815",,,
454,Nonstore retailers,"20,880","21,425","22,108","21,647","22,127","22,203","21,921","22,616","22,564","22,737","22,652","22,631",,,
4541,Electronic shopping and mail order houses,"15,756","15,931","16,539","16,097","16,232","16,493","16,135","16,821","17,004","17,171","17,122","17,415",,,
45431,Fuel dealers,"2,450","2,888","2,922","3,019","3,179","3,178","3,196","3,256","3,044","3,055","2,976","2,674",,,
722,Food services and drinking places,"34,098","33,581","33,886","33,978","33,970","33,817","33,932","34,483","34,840","34,890","34,993","36,055",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
