Estimates of Monthly Retail and Food Services Sales by Kind of Business: 1998,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 1998,Feb. 1998,Mar. 1998,Apr. 1998,May 1998,Jun. 1998,Jul. 1998,Aug. 1998,Sep. 1998,Oct. 1998,Nov. 1998,Dec. 1998,TOTAL,,
44413,Hardware stores,949,879,"1,079","1,291","1,389","1,390","1,322","1,278","1,263","1,268","1,194","1,326","14,628",,
445,Food and beverage stores,"32,854","30,104","32,792","33,298","35,069","33,722","35,731","34,751","33,427","34,785","33,937","38,460","4,08,930",,
4451,Grocery stores,"30,329","27,630","30,155","30,477","32,091","30,864","32,698","31,862","30,662","31,860","31,034","34,306","3,73,968",,
44511,Supermarkets and other grocery (except convenience) stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4453,"Beer, wine, and liquor stores","1,740","1,665","1,783","1,848","2,015","1,938","2,079","1,993","1,910","2,033","2,026","2,857","23,887",,
446,Health and personal care stores,"10,075","9,655","10,329","10,490","10,606","10,523","10,631","10,625","10,333","10,866","10,684","13,276","1,28,093",,
44611,Pharmacies and drug stores,"8,509","8,170","8,694","8,837","8,951","8,768","8,879","8,867","8,713","9,213","9,127","11,477","1,08,205",,
447,Gasoline stations,"15,114","13,949","15,232","15,557","16,641","16,591","17,148","16,677","15,727","16,274","15,248","15,990","1,90,148",,
448,Clothing and clothing access. stores,"8,556","9,231","10,572","11,521","11,914","11,149","11,334","12,647","10,922","12,075","13,504","21,757","1,45,182",,
4481,Clothing stores,"6,063","6,205","7,542","8,212","8,236","7,793","8,017","8,914","7,849","8,790","9,809","14,227","1,01,657",,
44811,Men's clothing stores,702,633,720,827,820,801,742,826,737,846,932,"1,398","9,984",,
44812,Women's clothing stores,"1,686","1,731","2,148","2,454","2,460","2,207","2,176","2,279","2,197","2,371","2,478","3,555","27,742",,
44814,Family clothing stores,"2,744","2,849","3,530","3,787","3,861","3,754","4,018","4,495","3,761","4,397","5,141","7,389","49,726",,
44819,Other clothing stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4482,Shoe stores,"1,345","1,502","1,754","1,916","1,909","1,800","1,857","2,241","1,686","1,780","1,781","2,431","22,002",,
44831,Jewelry stores,"1,047","1,417","1,157","1,277","1,644","1,429","1,326","1,375","1,285","1,412","1,805","4,908","20,082",,
451,"Sporting goods, hobby, musical instrument, and book stores","4,167","3,669","4,126","4,170","4,333","4,507","4,332","4,908","4,516","4,369","5,184","9,036","57,317",,
45111,Sporting goods stores,"1,308","1,332","1,661","1,725","1,834","2,007","1,871","1,930","1,612","1,522","1,597","2,708","21,107",,
45112,"Hobby, toy, and game stores",822,845,947,979,944,974,997,980,961,"1,145","1,923","3,637","15,154",,
451211,Book stores,"1,422",896,858,829,893,913,858,"1,348","1,213",929,964,"1,799","12,922",,
452,General merchandise stores,"22,457","23,006","26,078","27,365","29,086","27,693","27,291","28,910","26,598","29,246","34,242","48,044","3,50,016",,
4522,Department stores,"13,925","14,695","16,659","17,556","18,574","17,217","16,892","18,354","16,463","18,196","22,132","32,627","2,23,290",,
45221,Department stores,"13,925","14,695","16,659","17,556","18,574","17,217","16,892","18,354","16,463","18,196","22,132","32,627","2,23,290",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"8,532","8,311","9,419","9,809","10,512","10,476","10,399","10,556","10,135","11,050","12,110","15,417","1,26,726",,
452311,Warehouse clubs and supercenters,"6,661","6,397","7,276","7,583","8,168","8,180","8,119","8,285","7,963","8,637","9,435","11,789","98,493",,
452319,All other gen. merchandise stores,"1,871","1,914","2,143","2,226","2,344","2,296","2,280","2,271","2,172","2,413","2,675","3,628","28,233",,
453,Miscellaneous store retailers,"6,204","6,361","6,671","6,647","7,061","7,226","7,197","7,274","7,315","7,376","7,264","9,837","86,433",,
4532,"Office supplies, stationery, and gift stores","2,642","2,587","2,656","2,505","2,554","2,568","2,690","2,833","3,011","3,023","3,124","4,655","34,848",,
45321,Office supplies and stationery stores,"1,704","1,493","1,561","1,389","1,372","1,400","1,489","1,649","1,839","1,734","1,638","1,960","19,228",,
45322,"Gift, novelty, and souvenir stores",938,"1,094","1,095","1,116","1,182","1,168","1,201","1,184","1,172","1,289","1,486","2,695","15,620",,
45330,Used merchandise stores,485,544,558,513,520,542,607,593,600,657,620,755,"6,994",,
454,Nonstore retailers,"9,485","8,934","10,179","9,271","9,023","9,009","9,076","8,918","9,726","10,971","11,655","13,604","1,19,851",,
4541,Electronic shopping and mail-order houses,"5,716","5,382","6,442","6,016","6,033","5,901","6,037","5,979","6,627","7,389","8,054","9,690","79,266",,
45431,Fuel dealers,"2,282","1,961","1,951","1,493","1,267","1,190","1,157","1,121","1,247","1,455","1,558","1,916","18,598",,
722,Food services and drinking places,"19,905","19,579","21,751","21,639","23,205","22,535","23,075","23,180","21,663","23,029","21,368","22,653","2,63,582",,
7224,Drinking places,"1,011",992,"1,092","1,023","1,070","1,047","1,117","1,093","1,036","1,114","1,014","1,070","12,679",,
7225,Restaurants and other eating places,"17,413","17,085","18,993","18,953","20,314","19,662","20,215","20,320","18,873","20,035","18,610","19,718","2,30,191",,
722511,Full service restaurants,"8,936","8,893","9,723","9,570","10,145","9,925","10,170","10,250","9,570","10,165","9,446","10,055","1,16,848",,
"722513, 722514, 722515",Limited service eating places,"8,477","8,192","9,270","9,383","10,169","9,737","10,045","10,070","9,303","9,870","9,164","9,663","1,13,343",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","2,25,954","2,25,746","2,26,889","2,30,409","2,30,995","2,33,207","2,31,551","2,29,792","2,32,308","2,36,174","2,37,592","2,40,140",,,
,Retail sales and food services excl motor vehicle and parts,"1,71,713","1,72,197","1,72,008","1,73,839","1,74,527","1,74,821","1,76,263","1,76,400","1,76,388","1,78,401","1,79,263","1,80,637",,,
,Retail sales and food services excl gasoline stations,"2,09,824","2,09,822","2,11,330","2,14,727","2,15,055","2,17,406","2,15,555","2,14,059","2,16,675","2,20,312","2,21,676","2,24,070",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"1,55,583","1,56,273","1,56,449","1,58,157","1,58,587","1,59,020","1,60,267","1,60,667","1,60,755","1,62,539","1,63,347","1,64,567",,,
,"Retail sales, total","2,04,505","2,04,207","2,05,311","2,08,683","2,09,165","2,11,222","2,09,658","2,07,737","2,10,112","2,13,794","2,15,194","2,17,396",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","1,50,264","1,50,658","1,50,430","1,52,113","1,52,697","1,52,836","1,54,370","1,54,345","1,54,192","1,56,021","1,56,865","1,57,893",,,
,GAFO(1),"60,358","60,947","60,856","61,696","61,429","61,788","62,167","62,211","62,204","62,836","63,490","63,505",,,
441,Motor vehicle and parts dealers,"54,241","53,549","54,881","56,570","56,468","58,386","55,288","53,392","55,920","57,773","58,329","59,503",,,
"4411,4412",Automobile and other motor vehicle dealers,"49,415","48,708","49,994","51,725","51,549","53,545","50,420","48,534","51,034","52,835","53,465","54,525",,,
4413,"Automotive parts, acc., and tire stores","4,826","4,841","4,887","4,845","4,919","4,841","4,868","4,858","4,886","4,938","4,864","4,978",,,
"442,443","Furniture, home furn, electronics, and appliance stores","12,808","12,803","12,774","12,816","12,849","12,979","13,066","13,167","13,033","13,112","13,256","13,313",,,
442,Furniture and home furnishings stores,"6,184","6,142","6,149","6,165","6,157","6,227","6,246","6,239","6,222","6,310","6,452","6,504",,,
443,Electronics and appliance stores,"6,624","6,661","6,625","6,651","6,692","6,752","6,820","6,928","6,811","6,802","6,804","6,809",,,
444,Building mat. and garden equip. and supplies dealers,"16,263","16,342","16,386","16,601","16,609","16,569","16,662","16,710","16,800","17,062","17,194","17,465",,,
4441,Building mat. and supplies dealers,"13,760","13,841","13,876","14,038","14,062","14,178","14,280","14,355","14,354","14,578","14,632","14,858",,,
445,Food and beverage stores,"33,630","33,435","33,543","33,811","33,849","33,977","34,262","34,246","34,307","34,617","34,440","34,874",,,
4451,Grocery stores,"30,760","30,530","30,677","30,878","30,946","31,113","31,350","31,329","31,384","31,670","31,507","31,913",,,
4453,"Beer, wine and liquor stores","1,957","1,987","1,951","1,976","1,972","1,948","1,978","2,005","2,004","2,015","2,022","2,039",,,
446,Health and personal care stores,"10,302","10,271","10,247","10,480","10,553","10,534","10,706","10,942","10,831","10,987","11,094","11,166",,,
44611,Pharmacies and drug stores,"8,647","8,646","8,668","8,828","8,951","8,883","9,014","9,198","9,162","9,306","9,419","9,493",,,
447,Gasoline stations,"16,130","15,924","15,559","15,682","15,940","15,801","15,996","15,733","15,633","15,862","15,916","16,070",,,
448,Clothing and clothing access. stores,"11,823","11,884","11,739","12,136","11,953","12,069","12,289","12,160","11,847","12,242","12,443","12,375",,,
4481,Clothing stores,"8,254","8,290","8,206","8,545","8,378","8,446","8,630","8,534","8,307","8,575","8,749","8,651",,,
44811,Men's clothing stores,835,834,838,874,841,841,841,842,817,824,822,809,,,
44812,Women's clothing stores,"2,322","2,272","2,226","2,380","2,293","2,282","2,365","2,318","2,272","2,325","2,367","2,364",,,
4482,Shoe stores,"1,808","1,854","1,806","1,818","1,804","1,822","1,863","1,841","1,788","1,884","1,871","1,864",,,
44831,Jewelry stores,"1,633","1,612","1,596","1,637","1,642","1,667","1,649","1,663","1,639","1,683","1,721","1,756",,,
451,"Sporting goods, hobby, musical instrument, and book stores","4,651","4,777","4,781","4,826","4,814","4,795","4,792","4,774","4,784","4,806","4,787","4,879",,,
452,General merchandise stores,"28,296","28,692","28,679","29,102","28,993","29,063","29,103","29,200","29,477","29,614","29,996","29,948",,,
4522,Department stores,"18,468","18,720","18,551","18,716","18,686","18,533","18,522","18,521","18,602","18,663","18,756","18,849",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"9,828","9,972","10,128","10,386","10,307","10,530","10,581","10,679","10,875","10,951","11,240","11,099",,,
452311,Warehouse clubs and supercenters,"7,501","7,652","7,824","8,033","7,984","8,180","8,243","8,335","8,517","8,560","8,810","8,720",,,
452319,All other gen. merchandise stores,"2,327","2,320","2,304","2,353","2,323","2,350","2,338","2,344","2,358","2,391","2,430","2,379",,,
453,Miscellaneous stores retailers,"7,067","6,965","7,042","6,939","7,053","7,108","7,216","7,297","7,390","7,430","7,414","7,610",,,
454,Nonstore retailers,"9,294","9,565","9,680","9,720","10,084","9,941","10,278","10,116","10,090","10,289","10,325","10,193",,,
4541,Electronic shopping and mail order houses,"6,153","6,280","6,341","6,380","6,696","6,407","6,693","6,643","6,694","6,842","6,901","6,863",,,
45431,Fuel dealers,"1,476","1,587","1,623","1,609","1,635","1,635","1,627","1,555","1,555","1,497","1,504","1,416",,,
722,Food services and drinking places,"21,449","21,539","21,578","21,726","21,830","21,985","21,893","22,055","22,196","22,380","22,398","22,744",,,
,,,,,,,,,,,,,,,,
(NA) Not advailable,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
