Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2012,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2012,Feb. 2012,Mar. 2012,Apr. 2012,May 2012,Jun. 2012,Jul. 2012,Aug. 2012,Sep. 2012,Oct. 2012,Nov. 2012,Dec. 2012,TOTAL,,
44112,Used car dealers,"4,913","6,447","6,471","5,685","5,569","5,566","5,367","6,067","5,366","5,433","5,207","5,136","67,227",,
4413,"Automotive parts, acc., and tire stores","6,140","6,512","7,127","6,697","7,092","7,083","7,024","7,338","6,657","7,240","6,634","6,190","81,734",,
"442,443","Furniture, home furn, electronics, and appliance stores","14,413","15,134","15,976","13,838","15,333","15,093","15,436","16,213","14,967","14,620","18,303","22,329","1,91,655",,
442,Furniture and home furnishings stores,"6,677","6,976","7,568","6,679","7,468","7,175","7,341","7,840","7,239","7,064","8,044","8,987","89,058",,
4421,Furniture stores,"3,818","4,237","4,349","3,722","4,108","3,994","4,063","4,285","4,049","3,722","4,160","4,277","48,784",,
4422,Home furnishings stores,"2,859","2,739","3,219","2,957","3,360","3,181","3,278","3,555","3,190","3,342","3,884","4,710","40,274",,
44221,Floor covering stores,"1,053","1,053","1,210","1,181","1,330","1,250","1,225","1,432","1,227","1,309","1,271","1,203","14,744",,
442299,All other home furnishings stores,"1,735","1,622","1,930","1,699","1,949","1,853","1,956","2,035","1,883","1,942","2,523","3,430","24,557",,
443,Electronics and appliance stores,"7,736","8,158","8,408","7,159","7,865","7,918","8,095","8,373","7,728","7,556","10,259","13,342","1,02,597",,
443141,Household appliance stores,"1,151","1,245","1,304","1,184","1,378","1,391","1,353","1,389","1,286","1,280","1,616","1,591","16,168",,
443142,Electronics stores,"6,585","6,913","7,104","5,975","6,487","6,527","6,742","6,984","6,442","6,276","8,643","11,751","86,429",,
444,Building mat. and garden equip. and supplies dealers,"17,842","18,360","23,975","25,784","29,147","25,571","23,733","23,968","22,125","24,419","23,274","20,941","2,79,139",,
4441,Building mat. and supplies dealers,"15,829","16,273","20,360","20,986","23,917","21,873","20,963","21,348","19,447","21,276","20,217","17,865","2,40,354",,
44412,Paint and wallpaper stores,577,615,746,747,842,860,861,918,817,805,688,565,"9,041",,
44413,Hardware stores,"1,395","1,336","1,676","1,884","2,169","1,902","1,702","1,673","1,528","1,727","1,719","1,709","20,420",,
445,Food and beverage stores,"49,222","48,220","51,859","50,168","53,234","52,001","52,177","52,749","50,475","51,570","52,247","56,101","6,20,023",,
4451,Grocery stores,"45,145","43,860","47,061","45,425","48,072","46,880","47,144","47,716","45,743","46,677","47,033","49,082","5,59,838",,
44511,Supermarkets and other grocery (except convenience) stores,"43,412","42,115","45,067","43,536","46,067","44,912","45,189","45,704","43,873","44,804","45,308","47,335","5,37,322",,
4453,"Beer, wine, and liquor stores","2,877","3,077","3,413","3,278","3,640","3,668","3,589","3,606","3,365","3,482","3,714","4,917","42,626",,
446,Health and personal care stores,"22,489","22,346","23,558","22,341","23,088","21,743","21,875","22,666","21,066","22,530","21,987","24,772","2,70,461",,
44611,Pharmacies and drug stores,"19,400","19,059","19,947","19,053","19,701","18,418","18,543","19,142","17,807","19,412","18,626","20,531","2,29,639",,
447,Gasoline stations,"41,282","42,087","48,243","47,516","49,051","46,354","46,543","50,090","47,127","48,931","44,423","42,609","5,54,256",,
448,Clothing and clothing access. stores,"13,998","17,496","19,709","18,175","19,476","18,272","17,852","20,290","17,954","18,395","21,502","30,692","2,33,811",,
4481,Clothing stores,"10,435","12,348","14,890","13,709","14,284","13,731","13,434","14,844","13,415","13,934","16,214","21,145","1,72,383",,
44811,Men's clothing stores,509,528,603,688,702,682,596,602,668,692,713,"1,057","8,040",,
44812,Women's clothing stores,"2,497","2,979","3,767","3,525","3,624","3,310","3,034","3,220","3,273","3,412","3,746","4,596","40,983",,
44814,Family clothing stores,"5,186","6,507","7,842","7,085","7,463","7,199","7,397","8,262","6,977","7,307","8,939","11,972","92,136",,
44819,Other clothing stores,954,986,"1,129","1,044","1,062","1,108",966,"1,035",963,"1,066","1,153","1,359","12,825",,
4482,Shoe stores,"1,832","2,518","2,691","2,454","2,469","2,316","2,402","3,269","2,411","2,311","2,655","3,431","30,759",,
44831,Jewelry stores,"1,589","2,473","1,951","1,852","2,537","2,034","1,841","2,004","1,935","1,949","2,405","5,725","28,295",,
451,"Sporting goods, hobby, musical instrument, and book stores","5,807","5,286","6,254","5,715","6,065","6,310","5,935","7,354","6,013","5,578","6,787","10,545","77,649",,
45111,Sporting goods stores,"2,415","2,625","3,477","3,185","3,331","3,692","3,425","3,829","3,052","2,857","3,359","5,410","40,657",,
45112,"Hobby, toy, and game stores","1,025","1,140","1,214","1,105","1,133","1,081","1,073","1,076","1,107","1,218","1,860","2,856","15,888",,
451211,Book stores,"1,665",796,733,719,860,812,759,"1,774","1,060",692,728,"1,271","11,869",,
452,General merchandise stores,"45,540","49,526","52,990","50,468","52,945","52,145","50,609","53,564","49,241","51,326","58,872","73,401","6,40,627",,
4522,Department stores,"11,662","13,445","14,755","13,850","14,362","14,110","13,267","14,753","13,047","13,277","17,146","23,639","1,77,313",,
45221,Department stores,"11,662","13,445","14,755","13,850","14,362","14,110","13,267","14,753","13,047","13,277","17,146","23,639","1,77,313",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"33,878","36,081","38,235","36,618","38,583","38,035","37,342","38,811","36,194","38,049","41,726","49,762","4,63,314",,
452311,Warehouse clubs and supercenters,"29,966","31,736","33,394","32,082","33,725","33,422","32,881","34,238","31,842","33,316","36,507","43,200","4,06,309",,
452319,All other gen. merchandise stores,"3,912","4,345","4,841","4,536","4,858","4,613","4,461","4,573","4,352","4,733","5,219","6,562","57,005",,
453,Miscellaneous store retailers,"7,127","7,667","7,961","7,599","8,596","8,324","8,082","8,534","7,874","8,496","8,053","9,276","97,589",,
4532,"Office supplies, stationery, and gift stores","2,519","2,550","2,503","2,298","2,622","2,406","2,442","2,897","2,497","2,736","2,607","3,460","31,537",,
45321,Office supplies and stationery stores,"1,627","1,476","1,455","1,245","1,339","1,231","1,278","1,782","1,433","1,348","1,324","1,533","17,071",,
45322,"Gift, novelty, and souvenir stores",892,"1,074","1,048","1,053","1,283","1,175","1,164","1,115","1,064","1,388","1,283","1,927","14,466",,
45330,Used merchandise stores,975,"1,083","1,132","1,022","1,070","1,026","1,039","1,123","1,077","1,142","1,107","1,160","12,956",,
454,Nonstore retailers,"30,896","30,049","31,334","28,913","30,738","28,923","28,848","31,438","29,390","32,267","37,869","45,139","3,85,804",,
4541,Electronic shopping and mail-order houses,"24,355","23,826","25,540","24,056","25,985","24,649","24,618","26,927","24,981","26,928","32,085","39,008","3,22,958",,
45431,Fuel dealers,"4,468","3,976","3,241","2,545","2,262","1,968","2,030","2,233","2,336","3,000","3,549","3,869","35,477",,
722,Food services and drinking places,"38,776","40,035","44,635","42,775","44,385","43,796","43,519","43,939","42,028","42,576","41,547","44,271","5,12,282",,
7224,Drinking places,"1,442","1,504","1,791","1,620","1,667","1,724","1,741","1,757","1,648","1,583","1,565","1,684","19,726",,
7225,Restaurants and other eating places,"34,091","35,042","39,045","37,143","38,591","38,401","38,488","38,611","36,080","36,782","36,087","38,982","4,47,343",,
722511,Full service restaurants,"17,317","17,764","19,830","18,722","19,307","19,099","19,081","19,073","17,947","18,068","18,001","20,112","2,24,321",,
"722513, 722514, 722515",Limited service eating places,"16,774","17,278","19,215","18,421","19,284","19,302","19,407","19,538","18,133","18,714","18,086","18,870","2,23,022",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","3,87,531","3,92,310","3,93,698","3,92,073","3,91,376","3,87,901","3,89,686","3,94,524","3,97,681","3,97,494","3,99,708","4,01,093",,,
,Retail sales and food services excl motor vehicle and parts,"3,17,438","3,21,164","3,22,583","3,20,642","3,19,194","3,16,997","3,17,985","3,22,056","3,23,914","3,24,215","3,25,300","3,25,671",,,
,Retail sales and food services excl gasoline stations,"3,41,966","3,45,285","3,46,261","3,45,259","3,45,790","3,44,253","3,46,350","3,48,230","3,50,648","3,49,569","3,52,947","3,55,129",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"2,71,873","2,74,139","2,75,146","2,73,828","2,73,608","2,73,349","2,74,649","2,75,762","2,76,881","2,76,290","2,78,539","2,79,707",,,
,"Retail sales, total","3,45,656","3,50,345","3,51,748","3,49,722","3,49,064","3,45,339","3,46,936","3,51,782","3,54,575","3,54,747","3,56,158","3,57,519",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","2,75,563","2,79,199","2,80,633","2,78,291","2,76,882","2,74,435","2,75,235","2,79,314","2,80,808","2,81,468","2,81,750","2,82,097",,,
,GAFO(1),"96,991","98,529","98,339","97,181","97,531","97,483","97,563","97,824","97,875","97,340","97,928","98,939",,,
441,Motor vehicle and parts dealers,"70,093","71,146","71,115","71,431","72,182","70,904","71,701","72,468","73,767","73,279","74,408","75,422",,,
"4411,4412",Automobile and other motor vehicle dealers,"63,124","64,277","64,340","64,632","65,428","64,171","64,868","65,754","66,918","66,429","67,632","68,627",,,
4413,"Automotive parts, acc., and tire stores","6,969","6,869","6,775","6,799","6,754","6,733","6,833","6,714","6,849","6,850","6,776","6,795",,,
"442,443","Furniture, home furn, electronics, and appliance stores","15,836","15,858","15,989","15,773","16,052","15,893","16,087","15,924","15,948","15,421","15,976","16,433",,,
442,Furniture and home furnishings stores,"7,427","7,413","7,383","7,291","7,438","7,351","7,438","7,389","7,409","7,208","7,441","7,741",,,
443,Electronics and appliance stores,"8,409","8,445","8,606","8,482","8,614","8,542","8,649","8,535","8,539","8,213","8,535","8,692",,,
444,Building mat. and garden equip. and supplies dealers,"23,435","23,426","24,394","23,250","22,531","22,343","22,493","22,926","23,414","23,591","23,946","23,850",,,
4441,Building mat. and supplies dealers,"20,113","20,215","20,818","19,892","19,492","19,529","19,446","19,803","20,028","20,244","20,546","20,417",,,
445,Food and beverage stores,"50,854","50,921","51,455","51,551","51,577","51,554","51,588","51,678","51,813","52,130","52,030","52,059",,,
4451,Grocery stores,"45,926","45,975","46,457","46,542","46,536","46,554","46,631","46,735","46,820","47,101","46,986","46,879",,,
4453,"Beer, wine and liquor stores","3,487","3,509","3,548","3,548","3,579","3,547","3,495","3,484","3,520","3,553","3,578","3,697",,,
446,Health and personal care stores,"22,716","22,709","22,696","22,774","22,591","22,164","22,505","22,442","22,292","22,197","22,345","22,561",,,
44611,Pharmacies and drug stores,"19,381","19,369","19,347","19,402","19,239","18,832","19,018","18,990","18,903","18,902","18,871","19,010",,,
447,Gasoline stations,"45,565","47,025","47,437","46,814","45,586","43,648","43,336","46,294","47,033","47,925","46,761","45,964",,,
448,Clothing and clothing access. stores,"19,119","19,817","19,593","19,109","19,160","19,432","19,238","19,493","19,636","19,427","19,498","19,707",,,
4481,Clothing stores,"14,146","14,560","14,527","14,201","14,143","14,395","14,237","14,423","14,417","14,360","14,326","14,387",,,
44811,Men's clothing stores,658,642,638,660,667,681,670,663,699,680,664,697,,,
44812,Women's clothing stores,"3,449","3,480","3,514","3,396","3,377","3,419","3,386","3,303","3,420","3,440","3,405","3,355",,,
4482,Shoe stores,"2,510","2,645","2,573","2,507","2,504","2,515","2,520","2,574","2,606","2,548","2,598","2,586",,,
44831,Jewelry stores,"2,283","2,429","2,312","2,218","2,332","2,327","2,298","2,314","2,398","2,298","2,353","2,512",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,298","6,392","6,528","6,546","6,557","6,512","6,508","6,451","6,417","6,441","6,385","6,533",,,
452,General merchandise stores,"52,999","53,714","53,550","53,107","53,078","53,021","53,147","53,445","53,328","53,529","53,461","53,596",,,
4522,Department stores,"15,325","15,454","15,466","15,170","14,992","14,963","14,924","14,783","14,594","14,261","14,089","13,889",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"37,674","38,260","38,084","37,937","38,086","38,058","38,223","38,662","38,734","39,268","39,372","39,707",,,
452311,Warehouse clubs and supercenters,"32,966","33,583","33,228","33,246","33,424","33,422","33,552","33,933","34,019","34,453","34,571","34,755",,,
452319,All other gen. merchandise stores,"4,708","4,677","4,856","4,691","4,662","4,636","4,671","4,729","4,715","4,815","4,801","4,952",,,
453,Miscellaneous stores retailers,"8,264","8,364","8,148","8,153","7,898","8,068","8,129","8,051","8,073","8,114","8,055","8,264",,,
454,Nonstore retailers,"30,477","30,973","30,843","31,214","31,852","31,800","32,204","32,610","32,854","32,693","33,293","33,130",,,
4541,Electronic shopping and mail order houses,"25,423","25,926","25,876","25,978","26,434","26,476","26,759","27,199","27,332","27,255","27,876","27,863",,,
45431,Fuel dealers,"2,738","2,694","2,552","2,915","3,103","3,094","3,202","3,241","3,347","3,202","3,209","2,913",,,
722,Food services and drinking places,"41,875","41,965","41,950","42,351","42,312","42,562","42,750","42,742","43,106","42,747","43,550","43,574",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
