Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2001,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2001,Feb. 2001,Mar. 2001,Apr. 2001,May 2001,Jun. 2001,Jul. 2001,Aug. 2001,Sep. 2001,Oct. 2001,Nov. 2001,Dec. 2001,TOTAL,,
444,Building mat. and garden equip. and supplies dealers,"15,607","15,515","18,832","22,558","24,911","22,752","21,036","20,920","18,606","20,803","18,886","17,086","2,37,512",,
4441,Building mat. and supplies dealers,"13,644","13,545","16,375","18,121","19,891","19,057","18,429","18,894","16,709","18,580","16,993","15,334","2,05,572",,
44412,Paint and wallpaper stores,568,563,684,729,803,818,819,851,675,780,653,529,"8,472",,
44413,Hardware stores,"1,066","1,038","1,261","1,408","1,620","1,539","1,426","1,403","1,296","1,353","1,365","1,421","16,196",,
445,Food and beverage stores,"35,774","34,033","37,702","36,514","39,147","38,359","38,524","39,027","37,213","37,750","38,510","42,273","4,54,826",,
4451,Grocery stores,"32,920","31,183","34,514","33,349","35,707","34,859","35,055","35,553","34,038","34,504","34,968","37,356","4,14,006",,
44511,Supermarkets and other grocery (except convenience) stores,"31,486","29,752","32,905","31,738","33,970","33,137","33,258","33,739","32,400","32,852","33,393","35,784","3,94,414",,
4453,"Beer, wine, and liquor stores","1,995","1,941","2,201","2,110","2,337","2,389","2,349","2,382","2,191","2,279","2,495","3,349","28,018",,
446,Health and personal care stores,"13,182","12,723","13,833","13,315","14,062","13,507","13,367","13,886","12,822","14,161","13,837","15,971","1,64,666",,
44611,Pharmacies and drug stores,"11,398","10,943","11,798","11,415","12,048","11,581","11,500","11,904","11,117","12,320","11,952","13,609","1,41,585",,
447,Gasoline stations,"19,968","18,821","20,670","21,531","23,706","23,103","21,940","22,519","21,249","20,312","18,327","17,727","2,49,873",,
448,Clothing and clothing access. stores,"9,803","11,147","12,749","13,047","13,443","12,620","12,291","14,470","11,815","12,899","14,977","23,850","1,63,111",,
4481,Clothing stores,"7,041","7,641","9,284","9,471","9,461","9,088","8,854","10,340","8,716","9,602","10,976","16,125","1,16,599",,
44811,Men's clothing stores,606,575,667,660,694,687,611,727,595,687,775,"1,146","8,430",,
44812,Women's clothing stores,"1,906","2,111","2,617","2,745","2,691","2,456","2,263","2,606","2,343","2,560","2,727","3,778","30,803",,
44814,Family clothing stores,"3,417","3,720","4,541","4,715","4,733","4,617","4,630","5,347","4,433","4,887","5,905","8,789","59,734",,
44819,Other clothing stores,558,556,645,583,641,658,611,686,561,658,716,"1,248","8,121",,
4482,Shoe stores,"1,392","1,522","1,848","2,014","1,987","1,872","1,878","2,424","1,691","1,701","1,852","2,474","22,655",,
44831,Jewelry stores,"1,254","1,857","1,486","1,452","1,873","1,531","1,438","1,577","1,310","1,491","2,023","5,017","22,309",,
451,"Sporting goods, hobby, musical instrument, and book stores","4,763","4,297","4,981","4,624","4,891","5,071","4,825","5,878","5,090","4,898","6,362","9,710","65,390",,
45111,Sporting goods stores,"1,658","1,624","2,013","1,974","2,083","2,244","2,097","2,272","1,894","1,795","2,052","3,243","24,949",,
45112,"Hobby, toy, and game stores",847,936,"1,132","1,023",998,"1,065","1,053","1,021","1,007","1,248","2,342","3,476","16,148",,
451211,Book stores,"1,546","1,045","1,037",912,"1,044","1,052",982,"1,776","1,372",991,"1,071","1,910","14,738",,
452,General merchandise stores,"28,498","28,366","32,148","33,279","34,912","34,149","33,150","35,909","32,304","34,510","41,894","57,149","4,26,268",,
4522,Department stores,"15,105","15,165","17,206","17,974","18,559","17,886","17,083","19,119","16,708","17,826","22,953","32,793","2,28,377",,
45221,Department stores,"15,105","15,165","17,206","17,974","18,559","17,886","17,083","19,119","16,708","17,826","22,953","32,793","2,28,377",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"13,393","13,201","14,942","15,305","16,353","16,263","16,067","16,790","15,596","16,684","18,941","24,356","1,97,891",,
452311,Warehouse clubs and supercenters,"11,198","10,921","12,389","12,617","13,487","13,618","13,436","14,085","13,172","14,041","15,760","19,992","1,64,716",,
452319,All other gen. merchandise stores,"2,195","2,280","2,553","2,688","2,866","2,645","2,631","2,705","2,424","2,643","3,181","4,364","33,175",,
453,Miscellaneous store retailers,"6,897","7,162","7,699","7,025","8,083","7,637","7,425","8,075","7,003","7,564","7,729","9,465","91,764",,
4532,"Office supplies, stationery, and gift stores","3,008","2,916","3,015","2,711","2,938","2,748","2,741","3,371","2,756","2,879","3,192","4,793","37,068",,
45321,Office supplies and stationery stores,"1,983","1,756","1,812","1,481","1,562","1,465","1,498","2,057","1,671","1,622","1,632","2,030","20,569",,
45322,"Gift, novelty, and souvenir stores","1,025","1,160","1,203","1,230","1,376","1,283","1,243","1,314","1,085","1,257","1,560","2,763","16,499",,
45330,Used merchandise stores,579,642,701,623,653,612,644,643,659,657,665,739,"7,817",,
454,Nonstore retailers,"15,300","13,366","14,803","12,996","12,954","12,257","11,959","13,223","12,020","14,391","15,096","16,936","1,65,301",,
4541,Electronic shopping and mail-order houses,"9,225","8,230","9,592","8,790","9,101","8,798","8,618","9,430","8,313","9,988","10,764","12,464","1,13,313",,
45431,Fuel dealers,"3,963","3,038","2,764","1,988","1,657","1,461","1,393","1,609","1,687","1,966","1,966","2,219","25,711",,
722,Food services and drinking places,"23,294","23,159","26,268","25,145","26,565","26,766","26,844","27,529","24,986","25,667","24,833","26,767","3,07,823",,
7224,Drinking places,"1,088","1,076","1,245","1,123","1,143","1,173","1,198","1,271","1,219","1,243","1,233","1,278","14,290",,
7225,Restaurants and other eating places,"20,201","20,140","22,777","21,777","22,996","23,259","23,546","24,052","21,471","22,067","21,522","23,471","2,67,279",,
722511,Full service restaurants,"10,475","10,444","11,645","11,053","11,729","11,916","12,092","12,505","11,033","11,258","10,997","12,300","1,37,447",,
"722513, 722514, 722515",Limited service eating places,"9,726","9,696","11,132","10,724","11,267","11,343","11,454","11,547","10,438","10,809","10,525","11,171","1,29,832",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","2,72,881","2,72,627","2,69,820","2,74,410","2,75,769","2,74,474","2,73,098","2,75,659","2,68,652","2,88,632","2,80,033","2,76,302",,,
,Retail sales and food services excl motor vehicle and parts,"2,07,847","2,07,605","2,05,633","2,08,765","2,09,255","2,09,007","2,08,248","2,10,319","2,07,049","2,09,005","2,09,495","2,10,047",,,
,Retail sales and food services excl gasoline stations,"2,51,082","2,51,093","2,49,171","2,52,857","2,53,447","2,52,617","2,52,555","2,54,847","2,47,488","2,68,718","2,60,822","2,57,583",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"1,86,048","1,86,071","1,84,984","1,87,212","1,86,933","1,87,150","1,87,705","1,89,507","1,85,885","1,89,091","1,90,284","1,91,328",,,
,"Retail sales, total","2,47,339","2,47,289","2,44,514","2,49,113","2,50,250","2,48,836","2,47,336","2,49,590","2,43,130","2,62,862","2,54,084","2,49,879",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","1,82,305","1,82,267","1,80,327","1,83,468","1,83,736","1,83,369","1,82,486","1,84,250","1,81,527","1,83,235","1,83,546","1,83,624",,,
,GAFO(1),"72,320","71,546","70,440","72,113","71,632","71,534","72,415","73,158","71,378","72,733","73,783","74,564",,,
441,Motor vehicle and parts dealers,"65,034","65,022","64,187","65,645","66,514","65,467","64,850","65,340","61,603","79,627","70,538","66,255",,,
"4411,4412",Automobile and other motor vehicle dealers,"60,208","60,110","59,266","60,649","61,502","60,470","59,841","60,297","56,691","74,681","65,611","61,291",,,
4413,"Automotive parts, acc., and tire stores","4,826","4,912","4,921","4,996","5,012","4,997","5,009","5,043","4,912","4,946","4,927","4,964",,,
"442,443","Furniture, home furn, electronics, and appliance stores","14,792","14,576","14,444","14,424","14,346","14,492","14,640","14,596","14,234","14,545","14,883","15,372",,,
442,Furniture and home furnishings stores,"7,578","7,396","7,335","7,348","7,344","7,402","7,476","7,409","7,213","7,362","7,469","7,700",,,
443,Electronics and appliance stores,"7,214","7,180","7,109","7,076","7,002","7,090","7,164","7,187","7,021","7,183","7,414","7,672",,,
444,Building mat. and garden equip. and supplies dealers,"19,089","19,582","19,289","20,302","19,907","19,839","19,721","19,765","19,394","19,957","19,959","19,881",,,
4441,Building mat. and supplies dealers,"16,301","16,702","16,692","17,645","17,192","17,325","17,207","17,318","16,844","17,348","17,411","17,346",,,
445,Food and beverage stores,"37,215","37,628","37,681","37,595","37,906","38,005","37,742","38,209","38,154","38,291","38,442","38,416",,,
4451,Grocery stores,"33,834","34,267","34,308","34,239","34,533","34,582","34,334","34,788","34,768","34,923","35,003","34,912",,,
4453,"Beer, wine and liquor stores","2,361","2,322","2,324","2,306","2,323","2,344","2,319","2,331","2,314","2,333","2,372","2,373",,,
446,Health and personal care stores,"13,235","13,421","13,496","13,518","13,639","13,727","13,724","13,831","13,802","14,105","14,105","14,184",,,
44611,Pharmacies and drug stores,"11,353","11,507","11,578","11,601","11,686","11,854","11,880","11,928","11,967","12,186","12,146","12,043",,,
447,Gasoline stations,"21,799","21,534","20,649","21,553","22,322","21,857","20,543","20,812","21,164","19,914","19,211","18,719",,,
448,Clothing and clothing access. stores,"13,772","13,840","13,392","13,920","13,524","13,476","13,590","13,913","12,992","13,593","13,636","13,795",,,
4481,Clothing stores,"9,787","9,901","9,519","9,936","9,646","9,647","9,672","9,937","9,298","9,765","9,709","9,930",,,
44811,Men's clothing stores,761,759,735,701,713,709,696,709,659,691,676,678,,,
44812,Women's clothing stores,"2,593","2,639","2,553","2,642","2,517","2,511","2,546","2,667","2,459","2,596","2,573","2,581",,,
4482,Shoe stores,"1,886","1,847","1,796","1,952","1,900","1,887","1,928","1,964","1,830","1,869","1,892","1,907",,,
44831,Jewelry stores,"1,953","1,942","1,942","1,903","1,853","1,808","1,858","1,882","1,754","1,838","1,914","1,834",,,
451,"Sporting goods, hobby, musical instrument, and book stores","5,286","5,446","5,438","5,383","5,381","5,424","5,421","5,540","5,415","5,503","5,670","5,514",,,
452,General merchandise stores,"35,330","34,529","33,977","35,261","35,229","35,038","35,686","35,949","35,782","36,183","36,604","36,730",,,
4522,Department stores,"19,797","19,124","18,481","19,162","19,074","18,927","19,173","19,157","18,922","18,964","19,112","18,934",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"15,533","15,405","15,496","16,099","16,155","16,111","16,513","16,792","16,860","17,219","17,492","17,796",,,
452311,Warehouse clubs and supercenters,"12,769","12,684","12,825","13,267","13,367","13,404","13,752","14,029","14,179","14,505","14,674","14,875",,,
452319,All other gen. merchandise stores,"2,764","2,721","2,671","2,832","2,788","2,707","2,761","2,763","2,681","2,714","2,818","2,921",,,
453,Miscellaneous stores retailers,"7,613","7,744","7,947","7,599","7,792","7,737","7,739","7,726","7,434","7,500","7,556","7,470",,,
454,Nonstore retailers,"14,174","13,967","14,014","13,913","13,690","13,774","13,680","13,909","13,156","13,644","13,480","13,543",,,
4541,Electronic shopping and mail order houses,"9,375","9,299","9,535","9,431","9,490","9,563","9,523","9,662","8,844","9,440","9,459","9,573",,,
45431,Fuel dealers,"2,496","2,407","2,220","2,226","2,095","2,117","2,028","2,087","2,208","2,014","1,848","1,735",,,
722,Food services and drinking places,"25,542","25,338","25,306","25,297","25,519","25,638","25,762","26,069","25,522","25,770","25,949","26,423",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
