Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2004,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2004,Feb. 2004,Mar. 2004,Apr. 2004,May 2004,Jun. 2004,Jul. 2004,Aug. 2004,Sep. 2004,Oct. 2004,Nov. 2004,Dec. 2004,TOTAL,,
442299,All other home furnishings stores,"1,697","1,608","1,875","1,768","1,838","1,904","2,045","2,088","1,903","1,994","2,551","3,587","24,858",,
443,Electronics and appliance stores,"7,484","7,274","7,525","6,934","7,352","7,614","7,691","8,067","7,588","7,579","9,270","13,865","98,243",,
443141,Household appliance stores,"1,137","1,126","1,254","1,181","1,266","1,317","1,288","1,276","1,228","1,256","1,387","1,611","15,327",,
443142,Electronics stores,"6,347","6,148","6,271","5,753","6,086","6,297","6,403","6,791","6,360","6,323","7,883","12,254","82,916",,
444,Building mat. and garden equip. and supplies dealers,"17,947","17,728","24,756","28,044","28,207","28,408","25,966","25,388","24,951","24,648","23,864","23,160","2,93,067",,
4441,Building mat. and supplies dealers,"16,413","16,146","21,735","23,201","23,437","24,577","23,182","23,095","22,698","22,264","21,730","20,979","2,59,457",,
44412,Paint and wallpaper stores,562,575,747,770,797,856,827,819,749,746,686,638,"8,772",,
44413,Hardware stores,"1,173","1,116","1,392","1,604","1,765","1,702","1,654","1,540","1,504","1,466","1,461","1,559","17,936",,
445,Food and beverage stores,"39,355","36,587","38,967","39,206","41,234","39,782","41,809","39,953","39,625","40,391","40,366","45,103","4,82,378",,
4451,Grocery stores,"36,141","33,389","35,556","35,542","37,378","36,014","37,806","36,257","36,018","36,656","36,547","39,729","4,37,033",,
44511,Supermarkets and other grocery (except convenience) stores,"34,594","31,912","33,919","33,902","35,614","34,242","35,970","34,465","34,279","34,898","34,952","38,069","4,16,816",,
4453,"Beer, wine, and liquor stores","2,169","2,101","2,270","2,418","2,543","2,505","2,716","2,485","2,481","2,586","2,619","3,604","30,497",,
446,Health and personal care stores,"16,155","15,468","16,965","16,349","16,335","16,196","16,113","16,182","15,807","16,240","16,274","18,900","1,96,984",,
44611,Pharmacies and drug stores,"14,049","13,324","14,489","14,018","14,008","13,860","13,731","13,767","13,616","14,039","14,001","16,132","1,69,034",,
447,Gasoline stations,"22,659","22,444","25,480","26,085","28,445","28,271","29,150","28,600","27,228","29,414","27,557","27,188","3,22,521",,
448,Clothing and clothing access. stores,"11,489","12,990","14,410","14,702","15,002","13,888","14,314","15,219","13,884","15,207","16,823","27,633","1,85,561",,
4481,Clothing stores,"8,482","8,928","10,663","10,743","10,766","10,170","10,563","11,137","10,353","11,451","12,563","18,532","1,34,351",,
44811,Men's clothing stores,560,546,622,658,659,642,623,702,618,709,788,"1,228","8,355",,
44812,Women's clothing stores,"2,221","2,353","2,855","2,961","2,944","2,720","2,541","2,590","2,718","2,929","3,028","4,378","34,238",,
44814,Family clothing stores,"4,244","4,566","5,580","5,578","5,645","5,292","5,804","6,089","5,460","6,190","7,071","10,476","71,995",,
44819,Other clothing stores,697,674,714,679,711,754,724,796,695,719,746,"1,218","9,127",,
4482,Shoe stores,"1,508","1,717","1,955","2,103","1,984","1,804","1,928","2,254","1,776","1,881","1,849","2,659","23,418",,
44831,Jewelry stores,"1,386","2,224","1,675","1,735","2,116","1,791","1,701","1,708","1,645","1,761","2,290","6,197","26,229",,
451,"Sporting goods, hobby, musical instrument, and book stores","5,630","4,657","5,174","4,941","5,026","5,330","5,411","6,419","5,538","5,193","6,316","10,204","69,839",,
45111,Sporting goods stores,"1,816","1,803","2,185","2,122","2,202","2,402","2,418","2,505","2,119","2,012","2,205","3,584","27,373",,
45112,"Hobby, toy, and game stores",920,997,"1,073","1,033",929,978,"1,038",970,"1,005","1,252","2,090","3,297","15,582",,
451211,Book stores,"2,097","1,084","1,049","1,001","1,087","1,179","1,145","2,074","1,527","1,044","1,065","2,149","16,501",,
452,General merchandise stores,"34,303","35,823","38,164","38,782","41,216","38,828","39,530","40,121","37,475","41,076","46,239","64,406","4,95,963",,
4522,Department stores,"14,078","15,164","16,440","16,695","17,459","16,272","16,446","17,194","15,979","17,446","20,729","31,789","2,15,691",,
45221,Department stores,"14,078","15,164","16,440","16,695","17,459","16,272","16,446","17,194","15,979","17,446","20,729","31,789","2,15,691",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"20,225","20,659","21,724","22,087","23,757","22,556","23,084","22,927","21,496","23,630","25,510","32,617","2,80,272",,
452311,Warehouse clubs and supercenters,"17,663","17,883","18,664","19,000","20,591","19,568","20,099","20,016","18,671","20,533","21,999","27,643","2,42,330",,
452319,All other gen. merchandise stores,"2,562","2,776","3,060","3,087","3,166","2,988","2,985","2,911","2,825","3,097","3,511","4,974","37,942",,
453,Miscellaneous store retailers,"7,089","6,919","7,220","7,293","7,957","7,450","7,384","7,761","7,426","7,562","7,923","9,894","91,878",,
4532,"Office supplies, stationery, and gift stores","2,989","2,947","2,817","2,735","2,791","2,756","2,818","3,258","3,025","2,992","3,147","4,596","36,871",,
45321,Office supplies and stationery stores,"2,031","1,797","1,792","1,587","1,565","1,544","1,563","2,044","1,900","1,645","1,680","2,162","21,310",,
45322,"Gift, novelty, and souvenir stores",958,"1,150","1,025","1,148","1,226","1,212","1,255","1,214","1,125","1,347","1,467","2,434","15,561",,
45330,Used merchandise stores,605,582,622,581,622,624,645,620,661,690,695,731,"7,678",,
454,Nonstore retailers,"17,895","16,784","17,642","16,352","15,354","15,640","15,364","16,650","16,905","18,009","19,895","24,576","2,11,066",,
4541,Electronic shopping and mail-order houses,"11,820","11,103","12,447","11,865","11,548","11,680","11,496","12,367","12,237","12,842","14,389","18,197","1,51,991",,
45431,Fuel dealers,"3,972","3,371","2,628","2,092","1,674","1,677","1,695","1,902","1,994","2,466","2,843","3,622","29,936",,
722,Food services and drinking places,"27,874","27,989","30,285","30,030","31,238","30,466","32,212","31,303","29,724","31,361","29,176","31,646","3,63,304",,
7224,Drinking places,"1,321","1,292","1,373","1,327","1,371","1,328","1,403","1,372","1,335","1,394","1,284","1,320","16,120",,
7225,Restaurants and other eating places,"24,355","24,469","26,533","26,228","27,309","26,742","28,434","27,553","25,698","27,014","25,362","27,812","3,17,509",,
722511,Full service restaurants,"12,759","12,736","13,511","13,138","13,852","13,494","14,393","13,988","13,131","13,788","12,886","14,209","1,61,885",,
"722513, 722514, 722515",Limited service eating places,"11,596","11,733","13,022","13,090","13,457","13,248","14,041","13,565","12,567","13,226","12,476","13,603","1,55,624",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","3,01,993","3,03,915","3,09,471","3,07,358","3,11,088","3,09,127","3,11,681","3,11,192","3,17,446","3,18,476","3,20,520","3,24,672",,,
,Retail sales and food services excl motor vehicle and parts,"2,34,649","2,34,447","2,38,680","2,38,476","2,40,314","2,40,179","2,41,785","2,41,574","2,44,150","2,47,209","2,48,720","2,50,734",,,
,Retail sales and food services excl gasoline stations,"2,77,175","2,78,810","2,83,914","2,81,884","2,84,253","2,82,304","2,85,011","2,84,833","2,90,407","2,89,751","2,91,297","2,95,718",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"2,09,831","2,09,342","2,13,123","2,13,002","2,13,479","2,13,356","2,15,115","2,15,215","2,17,111","2,18,484","2,19,497","2,21,780",,,
,"Retail sales, total","2,72,465","2,74,360","2,79,692","2,77,625","2,81,281","2,79,141","2,81,350","2,81,006","2,86,866","2,87,700","2,89,679","2,93,401",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","2,05,121","2,04,892","2,08,901","2,08,743","2,10,507","2,10,193","2,11,454","2,11,388","2,13,570","2,16,433","2,17,879","2,19,463",,,
,GAFO(1),"80,328","80,809","81,659","81,013","81,539","81,046","82,057","81,936","82,535","83,330","83,420","84,335",,,
441,Motor vehicle and parts dealers,"67,344","69,468","70,791","68,882","70,774","68,948","69,896","69,618","73,296","71,267","71,800","73,938",,,
"4411,4412",Automobile and other motor vehicle dealers,"62,084","64,127","65,351","63,549","65,419","63,629","64,534","64,266","67,938","65,852","66,371","68,361",,,
4413,"Automotive parts, acc., and tire stores","5,260","5,341","5,440","5,333","5,355","5,319","5,362","5,352","5,358","5,415","5,429","5,577",,,
"442,443","Furniture, home furn, electronics, and appliance stores","15,995","16,064","16,313","16,313","16,288","16,512","16,814","16,643","16,656","16,901","16,801","16,986",,,
442,Furniture and home furnishings stores,"8,075","8,132","8,342","8,269","8,155","8,342","8,615","8,445","8,345","8,582","8,495","8,659",,,
443,Electronics and appliance stores,"7,920","7,932","7,971","8,044","8,133","8,170","8,199","8,198","8,311","8,319","8,306","8,327",,,
444,Building mat. and garden equip. and supplies dealers,"22,537","22,523","24,666","24,470","24,221","24,478","24,346","24,584","24,701","24,644","24,865","25,437",,,
4441,Building mat. and supplies dealers,"19,919","19,860","21,627","21,623","21,502","21,769","21,625","21,788","21,867","21,785","22,083","22,582",,,
445,Food and beverage stores,"39,900","39,144","39,674","39,892","39,995","39,856","40,148","39,905","40,571","40,448","40,704","40,893",,,
4451,Grocery stores,"36,177","35,445","35,951","36,120","36,219","36,086","36,352","36,149","36,791","36,656","36,916","37,095",,,
4453,"Beer, wine and liquor stores","2,496","2,472","2,492","2,535","2,530","2,520","2,545","2,528","2,560","2,586","2,565","2,556",,,
446,Health and personal care stores,"16,187","15,914","16,250","16,284","16,302","16,360","16,375","16,428","16,414","16,588","16,572","16,681",,,
44611,Pharmacies and drug stores,"14,007","13,680","13,905","13,962","13,980","14,043","14,011","14,034","14,095","14,282","14,229","14,314",,,
447,Gasoline stations,"24,818","25,105","25,557","25,474","26,835","26,823","26,670","26,359","27,039","28,725","29,223","28,954",,,
448,Clothing and clothing access. stores,"15,142","15,284","15,509","15,294","15,351","15,110","15,294","15,233","15,448","15,638","15,675","15,832",,,
4481,Clothing stores,"10,953","11,030","11,227","10,981","11,126","10,928","11,066","11,095","11,179","11,347","11,431","11,479",,,
44811,Men's clothing stores,687,687,692,683,681,672,698,699,687,699,712,717,,,
44812,Women's clothing stores,"2,794","2,835","2,858","2,791","2,825","2,807","2,795","2,794","2,873","2,920","2,895","2,919",,,
4482,Shoe stores,"1,933","1,942","1,971","1,984","1,947","1,911","1,938","1,897","1,958","1,961","1,926","1,992",,,
44831,Jewelry stores,"2,119","2,174","2,178","2,193","2,146","2,140","2,161","2,114","2,185","2,204","2,196","2,235",,,
451,"Sporting goods, hobby, musical instrument, and book stores","5,774","5,829","5,840","5,739","5,737","5,750","5,843","5,851","5,811","5,855","5,875","5,844",,,
452,General merchandise stores,"40,305","40,500","40,940","40,581","41,084","40,603","41,065","41,166","41,561","41,889","42,033","42,647",,,
4522,Department stores,"17,798","17,946","18,066","17,761","17,943","17,649","17,857","17,836","18,015","18,023","17,916","18,196",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"22,507","22,554","22,874","22,820","23,141","22,954","23,208","23,330","23,546","23,866","24,117","24,451",,,
452311,Warehouse clubs and supercenters,"19,367","19,396","19,605","19,689","19,991","19,886","20,099","20,259","20,428","20,719","20,931","21,215",,,
452319,All other gen. merchandise stores,"3,140","3,158","3,269","3,131","3,150","3,068","3,109","3,071","3,118","3,147","3,186","3,236",,,
453,Miscellaneous stores retailers,"7,659","7,465","7,541","7,678","7,762","7,488","7,540","7,585","7,560","7,639","7,873","7,808",,,
454,Nonstore retailers,"16,804","17,064","16,611","17,018","16,932","17,213","17,359","17,634","17,809","18,106","18,258","18,381",,,
4541,Electronic shopping and mail order houses,"11,927","12,055","12,179","12,334","12,391","12,412","12,564","12,697","12,773","12,946","13,069","13,253",,,
45431,Fuel dealers,"2,561","2,562","2,060","2,301","2,322","2,445","2,453","2,477","2,477","2,675","2,700","2,582",,,
722,Food services and drinking places,"29,528","29,555","29,779","29,733","29,807","29,986","30,331","30,186","30,580","30,776","30,841","31,271",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
