Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2007,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2007,Feb. 2007,Mar. 2007,Apr. 2007,May 2007,Jun. 2007,Jul. 2007,Aug. 2007,Sep. 2007,Oct. 2007,Nov. 2007,Dec. 2007,TOTAL,,
4411,Automobile dealers,"55,976","58,650","69,508","63,229","69,251","64,782","65,017","70,077","61,257","61,698","56,189","58,102","7,53,736",,
44111,New car dealers,"50,930","53,158","63,476","57,645","63,292","59,103","59,398","64,017","55,798","56,248","51,262","53,380","6,87,707",,
44112,Used car dealers,"5,046","5,492","6,032","5,584","5,959","5,679","5,619","6,060","5,459","5,450","4,927","4,722","66,029",,
4413,"Automotive parts, acc., and tire stores","5,367","5,273","6,307","5,879","6,398","6,354","6,277","6,609","5,874","6,538","5,945","5,597","72,418",,
"442,443","Furniture, home furn, electronics, and appliance stores","17,157","16,376","17,560","15,862","17,267","17,187","17,250","18,653","16,778","17,014","20,495","25,105","2,16,704",,
442,Furniture and home furnishings stores,"8,588","8,220","9,183","8,336","9,030","8,932","8,952","9,601","8,643","8,812","9,731","10,192","1,08,220",,
4421,Furniture stores,"4,766","4,816","5,102","4,602","4,927","4,802","4,783","5,107","4,778","4,646","4,961","4,883","58,173",,
4422,Home furnishings stores,"3,822","3,404","4,081","3,734","4,103","4,130","4,169","4,494","3,865","4,166","4,770","5,309","50,047",,
44221,Floor covering stores,"1,677","1,508","1,865","1,728","1,844","1,875","1,825","2,001","1,700","1,891","1,726","1,534","21,174",,
442299,All other home furnishings stores,"2,035","1,797","2,101","1,877","2,125","2,115","2,195","2,346","2,037","2,133","2,899","3,667","27,327",,
443,Electronics and appliance stores,"8,569","8,156","8,377","7,526","8,237","8,255","8,298","9,052","8,135","8,202","10,764","14,913","1,08,484",,
443141,Household appliance stores,"1,370","1,283","1,420","1,318","1,513","1,505","1,452","1,538","1,383","1,464","1,611","1,644","17,501",,
443142,Electronics stores,"7,199","6,873","6,957","6,208","6,724","6,750","6,846","7,514","6,752","6,738","9,153","13,269","90,983",,
444,Building mat. and garden equip. and supplies dealers,"21,795","20,663","27,094","28,698","34,001","29,982","28,286","28,011","25,015","27,114","25,609","22,052","3,18,320",,
4441,Building mat. and supplies dealers,"20,114","18,777","23,712","24,612","28,452","26,237","25,416","25,480","22,535","24,263","22,551","19,722","2,81,871",,
44412,Paint and wallpaper stores,685,676,850,843,969,966,962,994,833,896,758,621,"10,053",,
44413,Hardware stores,"1,427","1,357","1,680","1,746","2,057","1,930","1,695","1,702","1,558","1,634","1,643","1,702","20,131",,
445,Food and beverage stores,"42,875","40,437","44,573","42,886","46,309","45,413","45,686","45,935","44,010","44,818","46,055","50,210","5,39,207",,
4451,Grocery stores,"39,317","36,836","40,464","38,898","41,832","40,912","41,248","41,522","39,838","40,568","41,559","44,113","4,87,107",,
44511,Supermarkets and other grocery (except convenience) stores,"37,703","35,310","38,742","37,156","39,950","39,070","39,377","39,663","38,107","38,838","39,894","42,416","4,66,226",,
4453,"Beer, wine, and liquor stores","2,445","2,478","2,862","2,730","3,107","3,203","3,163","3,136","2,911","2,942","3,142","4,195","36,314",,
446,Health and personal care stores,"19,361","18,197","19,952","18,988","19,892","19,266","19,060","19,876","18,620","19,943","19,409","21,463","2,34,027",,
44611,Pharmacies and drug stores,"16,967","15,806","17,240","16,514","17,261","16,478","16,523","16,972","15,946","17,241","16,689","18,405","2,02,042",,
447,Gasoline stations,"30,818","29,661","35,480","36,551","41,234","40,344","40,563","40,260","37,564","39,316","39,699","38,923","4,50,413",,
448,Clothing and clothing access. stores,"13,581","14,682","17,623","16,692","18,020","16,864","16,459","18,405","16,346","17,179","20,035","29,761","2,15,647",,
4481,Clothing stores,"10,102","10,295","13,277","12,487","13,141","12,530","12,251","13,444","12,279","12,914","14,978","20,350","1,58,048",,
44811,Men's clothing stores,609,586,662,713,722,700,612,619,637,697,781,"1,200","8,538",,
44812,Women's clothing stores,"2,584","2,637","3,425","3,456","3,681","3,340","2,713","3,139","3,113","3,239","3,526","4,610","39,463",,
44814,Family clothing stores,"5,145","5,259","7,085","6,464","6,845","6,589","6,702","7,423","6,391","6,836","8,229","11,085","84,053",,
44819,Other clothing stores,842,809,829,744,778,784,"1,008",832,831,894,998,"1,602","10,951",,
4482,Shoe stores,"1,755","1,864","2,298","2,217","2,185","2,068","2,113","2,745","2,009","2,060","2,238","2,957","26,509",,
44831,Jewelry stores,"1,613","2,393","1,898","1,854","2,541","2,110","1,947","2,065","1,920","2,062","2,646","6,183","29,232",,
451,"Sporting goods, hobby, musical instrument, and book stores","5,990","4,835","5,927","5,395","5,945","6,265","6,067","7,456","6,097","5,733","7,077","10,754","77,541",,
45111,Sporting goods stores,"2,121","2,093","2,863","2,639","2,976","3,258","3,050","3,255","2,611","2,474","2,828","4,323","34,491",,
45112,"Hobby, toy, and game stores",905,929,"1,134","1,016","1,003","1,048","1,053","1,037","1,054","1,222","2,115","3,117","15,633",,
451211,Book stores,"2,170","1,015","1,005",908,"1,107","1,134","1,193","2,273","1,540","1,103","1,199","2,128","16,775",,
452,General merchandise stores,"40,851","40,874","46,306","44,912","47,770","47,011","45,742","48,256","43,840","46,145","54,138","71,254","5,77,099",,
4522,Department stores,"14,134","14,453","16,545","16,099","16,934","16,312","15,660","17,285","15,251","16,345","20,860","29,514","2,09,392",,
45221,Department stores,"14,134","14,453","16,545","16,099","16,934","16,312","15,660","17,285","15,251","16,345","20,860","29,514","2,09,392",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"26,717","26,421","29,761","28,813","30,836","30,699","30,082","30,971","28,589","29,800","33,278","41,740","3,67,707",,
452311,Warehouse clubs and supercenters,"23,834","23,441","26,314","25,444","27,172","27,237","26,740","27,535","25,353","26,260","29,220","36,413","3,24,963",,
452319,All other gen. merchandise stores,"2,883","2,980","3,447","3,369","3,664","3,462","3,342","3,436","3,236","3,540","4,058","5,327","42,744",,
453,Miscellaneous store retailers,"7,837","7,632","8,438","7,916","9,421","9,172","8,553","9,135","8,441","8,771","8,666","10,086","1,04,068",,
4532,"Office supplies, stationery, and gift stores","3,127","2,965","3,142","2,822","3,104","2,962","3,051","3,693","3,135","3,314","3,350","4,330","38,995",,
45321,Office supplies and stationery stores,"2,144","1,875","1,959","1,685","1,721","1,646","1,757","2,383","1,915","1,810","1,841","2,097","22,833",,
45322,"Gift, novelty, and souvenir stores",983,"1,090","1,183","1,137","1,383","1,316","1,294","1,310","1,220","1,504","1,509","2,233","16,162",,
45330,Used merchandise stores,689,746,884,707,791,757,717,767,761,867,817,877,"9,380",,
454,Nonstore retailers,"23,880","22,843","24,061","21,995","22,769","21,589","21,929","23,258","21,926","25,188","27,800","32,289","2,89,527",,
4541,Electronic shopping and mail-order houses,"17,288","15,885","17,768","16,671","17,790","16,960","17,365","18,262","16,970","19,320","21,340","25,038","2,20,657",,
45431,Fuel dealers,"4,165","4,567","3,545","2,768","2,280","1,981","1,998","2,207","2,310","2,939","3,654","4,574","36,988",,
722,Food services and drinking places,"32,790","32,302","37,314","35,648","37,359","37,460","37,550","37,862","35,816","36,631","35,064","37,608","4,33,404",,
7224,Drinking places,"1,402","1,359","1,616","1,478","1,567","1,567","1,685","1,577","1,536","1,532","1,495","1,504","18,318",,
7225,Restaurants and other eating places,"28,624","28,081","32,420","30,715","32,387","32,605","32,652","33,168","30,403","31,220","30,186","32,746","3,75,207",,
722511,Full service restaurants,"15,014","14,790","16,887","15,890","16,536","16,579","16,444","16,743","15,342","15,663","15,300","17,071","1,92,259",,
"722513, 722514, 722515",Limited service eating places,"13,610","13,291","15,533","14,825","15,851","16,026","16,208","16,425","15,061","15,557","14,886","15,675","1,82,948",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","3,55,792","3,56,545","3,59,415","3,58,562","3,63,085","3,60,234","3,61,770","3,63,676","3,65,178","3,67,322","3,70,776","3,66,569",,,
,Retail sales and food services excl motor vehicle and parts,"2,82,001","2,82,241","2,85,660","2,83,978","2,87,491","2,87,188","2,88,091","2,88,655","2,89,574","2,91,082","2,96,595","2,94,959",,,
,Retail sales and food services excl gasoline stations,"3,21,701","3,21,650","3,23,468","3,22,301","3,25,256","3,23,085","3,24,961","3,26,638","3,26,964","3,28,279","3,28,899","3,24,940",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"2,47,910","2,47,346","2,49,713","2,47,717","2,49,662","2,50,039","2,51,282","2,51,617","2,51,360","2,52,039","2,54,718","2,53,330",,,
,"Retail sales, total","3,20,305","3,21,434","3,23,708","3,22,878","3,27,266","3,24,076","3,25,455","3,27,444","3,28,668","3,30,544","3,34,021","3,29,259",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","2,46,514","2,47,130","2,49,953","2,48,294","2,51,672","2,51,030","2,51,776","2,52,423","2,53,064","2,54,304","2,59,840","2,57,649",,,
,GAFO(1),"93,849","92,572","94,089","93,045","93,606","93,471","94,169","94,579","93,854","94,052","95,219","94,871",,,
441,Motor vehicle and parts dealers,"73,791","74,304","73,755","74,584","75,594","73,046","73,679","75,021","75,604","76,240","74,181","71,610",,,
"4411,4412",Automobile and other motor vehicle dealers,"67,867","68,445","67,720","68,640","69,518","67,046","67,638","68,958","69,517","70,001","68,096","65,579",,,
4413,"Automotive parts, acc., and tire stores","5,924","5,859","6,035","5,944","6,076","6,000","6,041","6,063","6,087","6,239","6,085","6,031",,,
"442,443","Furniture, home furn, electronics, and appliance stores","18,423","18,136","18,057","18,036","18,027","17,907","18,021","18,156","17,942","18,017","18,182","17,974",,,
442,Furniture and home furnishings stores,"9,355","9,154","9,183","9,171","9,103","9,031","9,079","9,049","8,883","8,883","8,846","8,734",,,
443,Electronics and appliance stores,"9,068","8,982","8,874","8,865","8,924","8,876","8,942","9,107","9,059","9,134","9,336","9,240",,,
444,Building mat. and garden equip. and supplies dealers,"27,304","26,887","27,301","26,512","26,933","26,447","26,624","26,454","26,173","25,965","26,365","25,317",,,
4441,Building mat. and supplies dealers,"24,440","23,889","24,024","23,688","23,889","23,616","23,665","23,462","23,042","22,825","22,894","22,437",,,
445,Food and beverage stores,"44,130","44,574","44,615","44,290","44,741","44,938","44,990","44,971","45,156","45,370","45,875","46,060",,,
4451,Grocery stores,"39,875","40,302","40,263","40,060","40,378","40,547","40,638","40,628","40,776","41,019","41,517","41,616",,,
4453,"Beer, wine and liquor stores","2,928","2,968","3,025","2,955","3,064","3,098","3,071","3,045","3,039","3,011","3,027","3,082",,,
446,Health and personal care stores,"19,188","19,135","19,259","19,316","19,350","19,579","19,549","19,718","19,851","19,726","19,705","19,691",,,
44611,Pharmacies and drug stores,"16,667","16,603","16,705","16,732","16,742","16,849","16,947","16,938","16,982","16,920","16,926","17,073",,,
447,Gasoline stations,"34,091","34,895","35,947","36,261","37,829","37,149","36,809","37,038","38,214","39,043","41,877","41,629",,,
448,Clothing and clothing access. stores,"18,053","17,697","18,174","17,789","18,037","17,970","17,980","18,059","17,964","17,964","18,256","18,120",,,
4481,Clothing stores,"13,248","13,008","13,373","13,040","13,235","13,151","13,117","13,221","13,127","13,156","13,364","13,270",,,
44811,Men's clothing stores,763,753,718,728,721,704,699,648,686,700,710,734,,,
44812,Women's clothing stores,"3,334","3,292","3,325","3,310","3,440","3,367","3,062","3,304","3,260","3,285","3,277","3,263",,,
4482,Shoe stores,"2,250","2,123","2,257","2,195","2,172","2,207","2,234","2,244","2,198","2,182","2,218","2,242",,,
44831,Jewelry stores,"2,407","2,410","2,387","2,398","2,477","2,456","2,474","2,441","2,484","2,469","2,518","2,452",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,253","6,247","6,463","6,370","6,476","6,540","6,616","6,523","6,431","6,545","6,683","6,502",,,
452,General merchandise stores,"47,824","47,248","48,024","47,540","47,821","47,777","48,260","48,589","48,260","48,312","48,856","49,127",,,
4522,Department stores,"17,959","17,626","17,809","17,480","17,566","17,372","17,556","17,530","17,291","17,223","17,268","17,179",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"29,865","29,622","30,215","30,060","30,255","30,405","30,704","31,059","30,969","31,089","31,588","31,948",,,
452311,Warehouse clubs and supercenters,"26,336","26,133","26,661","26,532","26,718","26,887","27,175","27,480","27,409","27,469","27,935","28,249",,,
452319,All other gen. merchandise stores,"3,529","3,489","3,554","3,528","3,537","3,518","3,529","3,579","3,560","3,620","3,653","3,699",,,
453,Miscellaneous stores retailers,"8,647","8,500","8,743","8,564","8,776","8,933","8,734","8,702","8,750","8,578","8,614","8,626",,,
454,Nonstore retailers,"22,601","23,811","23,370","23,616","23,682","23,790","24,193","24,213","24,323","24,784","25,427","24,603",,,
4541,Electronic shopping and mail order houses,"17,288","17,670","17,857","17,792","18,135","18,256","18,632","18,635","18,567","19,053","19,330","18,451",,,
45431,Fuel dealers,"2,675","3,516","2,873","3,178","2,934","2,854","2,891","2,896","3,097","3,068","3,402","3,429",,,
722,Food services and drinking places,"35,487","35,111","35,707","35,684","35,819","36,158","36,315","36,232","36,510","36,778","36,755","37,310",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
