Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2013,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,
,,Jan. 2013,Feb. 2013,Mar. 2013,Apr. 2013,May 2013,Jun. 2013,Jul. 2013,Aug. 2013,Sep. 2013,Oct. 2013,Nov. 2013,Dec. 2013,TOTAL,
44511,Supermarkets and other grocery (except convenience) stores,"45,118","41,926","46,734","43,190","47,235","45,484","46,420","46,898","44,258","46,041","46,737","48,178","5,48,219",
4453,"Beer, wine, and liquor stores","3,021","3,088","3,465","3,334","3,771","3,636","3,848","3,908","3,459","3,605","3,863","4,961","43,959",
446,Health and personal care stores,"22,969","21,414","23,166","22,459","23,191","21,755","22,675","22,949","22,362","23,643","22,730","26,074","2,75,387",
44611,Pharmacies and drug stores,"19,704","18,084","19,460","18,984","19,598","18,332","19,227","19,300","18,943","20,171","19,245","21,711","2,32,759",
447,Gasoline stations,"41,758","42,197","47,674","46,734","49,092","48,368","49,694","49,419","45,933","46,376","42,272","43,048","5,52,565",
448,Clothing and clothing access. stores,"14,800","16,971","20,125","18,758","20,319","18,519","18,764","21,102","17,713","19,427","21,950","30,821","2,39,269",
4481,Clothing stores,"11,042","11,968","15,037","13,808","14,836","13,820","14,013","15,309","13,184","14,512","16,440","21,265","1,75,234",
44811,Men's clothing stores,588,551,672,710,741,673,644,686,682,787,802,"1,090","8,626",
44812,Women's clothing stores,"2,607","2,744","3,650","3,432","3,656","3,195","3,106","3,398","3,209","3,424","3,729","4,622","40,772",
44814,Family clothing stores,"5,629","6,281","7,937","7,261","7,944","7,449","7,818","8,323","7,032","7,957","9,233","11,931","94,795",
44819,Other clothing stores,956,"1,056","1,242","1,098","1,103","1,166","1,042","1,214",966,985,"1,122","1,455","13,405",
4482,Shoe stores,"1,882","2,394","2,841","2,622","2,652","2,458","2,625","3,529","2,427","2,598","2,772","3,684","32,484",
44831,Jewelry stores,"1,706","2,423","2,042","2,138","2,590","2,035","1,921","2,045","1,904","2,122","2,526","5,493","28,945",
451,"Sporting goods, hobby, musical instrument, and book stores","6,257","5,352","6,345","5,701","6,105","6,222","6,162","7,383","6,054","5,782","7,196","10,677","79,236",
45111,Sporting goods stores,"2,964","2,911","3,698","3,308","3,529","3,816","3,686","4,015","3,118","3,052","3,620","5,327","43,044",
45112,"Hobby, toy, and game stores",989,"1,038","1,203","1,074","1,083","1,024","1,072","1,108","1,122","1,293","2,062","3,153","16,221",
451211,Book stores,"1,600",714,680,640,790,697,679,"1,510","1,066",693,715,"1,275","11,059",
452,General merchandise stores,"46,753","48,618","54,717","50,154","54,935","53,398","52,184","55,338","50,074","53,071","60,136","72,612","6,51,990",
4522,Department stores,"10,673","11,193","12,749","11,320","12,474","11,685","10,893","12,079","10,535","11,086","13,905","19,405","1,47,997",
45221,Department stores,"10,673","11,193","12,749","11,320","12,474","11,685","10,893","12,079","10,535","11,086","13,905","19,405","1,47,997",
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"36,080","37,425","41,968","38,834","42,461","41,713","41,291","43,259","39,539","41,985","46,231","53,207","5,03,993",
452311,Warehouse clubs and supercenters,"31,894","32,942","36,945","34,074","37,138","36,662","36,346","38,234","34,747","36,768","40,687","46,402","4,42,839",
452319,All other gen. merchandise stores,"4,186","4,483","5,023","4,760","5,323","5,051","4,945","5,025","4,792","5,217","5,544","6,805","61,154",
453,Miscellaneous store retailers,"7,202","7,267","7,923","7,913","9,133","8,205","8,301","8,800","8,259","8,935","8,442","9,345","99,725",
4532,"Office supplies, stationery, and gift stores","2,375","2,293","2,394","2,330","2,544","2,358","2,619","3,090","2,583","2,954","2,559","3,125","31,224",
45321,Office supplies and stationery stores,"1,513","1,340","1,337","1,278","1,233","1,130","1,266","1,750","1,393","1,280","1,284","1,432","16,236",
45322,"Gift, novelty, and souvenir stores",862,953,"1,057","1,052","1,311","1,228","1,353","1,340","1,190","1,674","1,275","1,693","14,988",
45330,Used merchandise stores,"1,030","1,005","1,119","1,057","1,117","1,094","1,150","1,231","1,082","1,253","1,169","1,083","13,390",
454,Nonstore retailers,"34,610","31,353","32,869","31,809","31,946","29,563","30,899","31,906","30,904","33,271","37,667","50,141","4,06,938",
4541,Electronic shopping and mail-order houses,"27,386","24,571","26,514","26,601","27,211","25,357","26,589","27,438","26,469","27,813","31,551","42,475","3,39,975",
45431,Fuel dealers,"4,999","4,604","3,981","2,842","2,169","1,757","1,870","1,944","2,197","2,968","3,681","5,181","38,193",
722,Food services and drinking places,"40,952","40,643","46,587","44,563","46,421","44,440","44,509","45,870","42,690","45,000","44,277","45,540","5,31,492",
7224,Drinking places,"1,556","1,540","1,859","1,627","1,702","1,582","1,577","1,659","1,580","1,680","1,638","1,591","19,591",
7225,Restaurants and other eating places,"36,033","35,608","40,955","38,810","40,685","39,421","39,610","40,514","36,907","38,790","38,475","40,147","4,65,955",
722511,Full service restaurants,"18,340","18,143","20,887","19,415","20,311","19,554","19,389","20,158","18,299","19,314","19,493","20,872","2,34,175",
"722513, 722514, 722515",Limited service eating places,"17,693","17,465","20,068","19,395","20,374","19,867","20,221","20,356","18,608","19,476","18,982","19,275","2,31,780",
,ADJUSTED(2),,,,,,,,,,,,,,
,"Retail and food services sales, total","4,04,434","4,09,118","4,06,223","4,04,231","4,06,677","4,07,921","4,10,268","4,09,691","4,10,044","4,11,399","4,12,561","4,14,812",,
,Retail sales and food services excl motor vehicle and parts,"3,28,110","3,31,847","3,29,715","3,27,319","3,28,289","3,27,894","3,30,068","3,29,768","3,31,214","3,31,304","3,32,174","3,34,772",,
,Retail sales and food services excl gasoline stations,"3,58,445","3,60,109","3,58,597","3,58,188","3,61,179","3,62,161","3,64,382","3,64,144","3,64,430","3,66,548","3,67,923","3,68,324",,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"2,82,121","2,82,838","2,82,089","2,81,276","2,82,791","2,82,134","2,84,182","2,84,221","2,85,600","2,86,453","2,87,536","2,88,284",,
,"Retail sales, total","3,60,257","3,65,227","3,62,148","3,60,499","3,62,842","3,64,181","3,66,243","3,65,543","3,65,668","3,66,444","3,66,868","3,69,499",,
,"Retail sales, total (excl. motor vehicle and parts dealers)","2,83,933","2,87,956","2,85,640","2,83,587","2,84,454","2,84,154","2,86,043","2,85,620","2,86,838","2,86,349","2,86,481","2,89,459",,
,GAFO(1),"99,697","99,979","99,337","99,497","99,623","99,908","1,00,168","99,656","1,00,116","1,00,708","1,00,136","99,679",,
441,Motor vehicle and parts dealers,"76,324","77,271","76,508","76,912","78,388","80,027","80,200","79,923","78,830","80,095","80,387","80,040",,
"4411,4412",Automobile and other motor vehicle dealers,"69,518","70,358","69,697","70,129","71,482","73,181","73,315","72,964","71,902","73,020","73,264","72,884",,
4413,"Automotive parts, acc., and tire stores","6,806","6,913","6,811","6,783","6,906","6,846","6,885","6,959","6,928","7,075","7,123","7,156",,
"442,443","Furniture, home furn, electronics, and appliance stores","16,402","16,410","16,191","16,171","16,111","16,336","16,238","16,298","16,296","16,486","16,494","16,113",,
442,Furniture and home furnishings stores,"7,719","7,663","7,680","7,635","7,567","7,779","7,758","7,823","7,867","7,977","8,048","7,756",,
443,Electronics and appliance stores,"8,683","8,747","8,511","8,536","8,544","8,557","8,480","8,475","8,429","8,509","8,446","8,357",,
444,Building mat. and garden equip. and supplies dealers,"24,130","24,523","24,485","24,560","25,163","24,604","25,168","25,111","25,113","24,744","24,667","24,806",,
4441,Building mat. and supplies dealers,"20,659","20,920","21,016","21,250","21,619","21,295","21,519","21,600","21,605","21,416","21,334","21,331",,
445,Food and beverage stores,"52,021","52,625","52,494","52,022","52,596","52,550","52,899","53,114","53,134","53,282","53,411","53,873",,
4451,Grocery stores,"46,963","47,444","47,382","46,955","47,492","47,481","47,735","47,908","47,970","48,130","48,185","48,632",,
4453,"Beer, wine and liquor stores","3,601","3,642","3,617","3,620","3,651","3,611","3,693","3,711","3,692","3,671","3,722","3,719",,
446,Health and personal care stores,"22,832","22,660","22,690","22,595","22,692","22,661","22,904","22,926","23,318","23,340","23,337","23,385",,
44611,Pharmacies and drug stores,"19,318","19,157","19,191","19,079","19,101","19,156","19,304","19,397","19,815","19,679","19,759","19,809",,
447,Gasoline stations,"45,989","49,009","47,626","46,043","45,498","45,760","45,886","45,547","45,614","44,851","44,638","46,488",,
448,Clothing and clothing access. stores,"19,971","19,843","19,878","19,979","19,932","19,890","20,084","19,857","19,833","20,250","19,813","20,016",,
4481,Clothing stores,"14,798","14,577","14,544","14,555","14,650","14,593","14,801","14,568","14,499","14,692","14,423","14,613",,
44811,Men's clothing stores,759,678,693,700,696,684,727,733,722,767,747,736,,
44812,Women's clothing stores,"3,576","3,322","3,367","3,371","3,388","3,367","3,428","3,422","3,428","3,414","3,356","3,361",,
4482,Shoe stores,"2,575","2,597","2,660","2,737","2,684","2,692","2,729","2,721","2,709","2,833","2,736","2,751",,
44831,Jewelry stores,"2,389","2,450","2,457","2,472","2,374","2,386","2,334","2,340","2,401","2,508","2,443","2,441",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,706","6,724","6,616","6,508","6,579","6,605","6,633","6,476","6,573","6,563","6,584","6,570",,
452,General merchandise stores,"54,074","54,436","54,028","54,226","54,395","54,422","54,513","54,349","54,790","54,771","54,649","54,559",,
4522,Department stores,"13,952","13,469","13,116","12,922","12,729","12,511","12,144","12,007","11,877","11,831","11,539","11,401",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"40,122","40,967","40,912","41,304","41,666","41,911","42,369","42,342","42,913","42,940","43,110","43,158",,
452311,Warehouse clubs and supercenters,"35,203","36,002","35,939","36,288","36,553","36,809","37,202","37,193","37,687","37,749","37,919","38,003",,
452319,All other gen. merchandise stores,"4,919","4,965","4,973","5,016","5,113","5,102","5,167","5,149","5,226","5,191","5,191","5,155",,
453,Miscellaneous stores retailers,"8,180","8,242","8,345","8,286","8,292","8,169","8,201","8,285","8,453","8,439","8,505","8,347",,
454,Nonstore retailers,"33,628","33,484","33,287","33,197","33,196","33,157","33,517","33,657","33,714","33,623","34,383","35,302",,
4541,Electronic shopping and mail order houses,"28,233","27,922","27,763","27,709","27,852","27,804","28,137","28,257","28,370","28,122","28,424","29,013",,
45431,Fuel dealers,"3,008","3,166","3,187","3,168","2,983","2,933","2,959","2,928","3,030","3,154","3,482","3,771",,
722,Food services and drinking places,"44,177","43,891","44,075","43,732","43,835","43,740","44,025","44,148","44,376","44,955","45,693","45,313",,
,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
