Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2016,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,
,,Jan. 2016,Feb. 2016,Mar. 2016,Apr. 2016,May 2016,Jun. 2016,Jul. 2016,Aug. 2016,Sep. 2016,Oct. 2016,Nov. 2016,Dec. 2016,TOTAL,
44112,Used car dealers,"6,810","9,164","8,887","8,136","7,604","7,973","7,839","8,331","7,555","7,888","7,053","7,590","94,830",
4413,"Automotive parts, acc., and tire stores","6,735","7,106","7,957","7,464","7,578","7,943","7,538","7,993","7,486","7,584","7,268","7,466","90,118",
"442,443","Furniture, home furn, electronics, and appliance stores","15,267","15,691","16,651","15,175","16,039","16,313","16,418","17,243","16,769","15,933","18,937","22,026","2,02,462",
442,Furniture and home furnishings stores,"8,117","8,323","9,198","8,545","8,943","9,056","9,114","9,503","9,461","8,978","9,866","10,756","1,09,860",
4421,Furniture stores,"4,524","4,740","5,113","4,641","4,917","4,949","4,948","5,054","5,207","4,825","5,197","5,215","59,330",
4422,Home furnishings stores,"3,593","3,583","4,085","3,904","4,026","4,107","4,166","4,449","4,254","4,153","4,669","5,541","50,530",
44221,Floor covering stores,"1,409","1,454","1,723","1,673","1,696","1,824","1,747","1,879","1,807","1,740","1,673","1,634","20,259",
442299,All other home furnishings stores,"2,083","2,029","2,234","2,095","2,219","2,165","2,297","2,459","2,314","2,288","2,881","3,796","28,860",
443,Electronics and appliance stores,"7,150","7,368","7,453","6,630","7,096","7,257","7,304","7,740","7,308","6,955","9,071","11,270","92,602",
443141,Household appliance stores,"1,224","1,325","1,388","1,312","1,439","1,521","1,476","1,483","1,494","1,374","1,619","1,606","17,261",
443142,Electronics stores,"5,926","6,043","6,065","5,318","5,657","5,736","5,828","6,257","5,814","5,581","7,452","9,664","75,341",
444,Building mat. and garden equip. and supplies dealers,"21,269","22,391","28,908","31,287","33,425","32,902","28,929","28,673","27,595","27,272","27,249","25,634","3,35,534",
4441,Building mat. and supplies dealers,"19,050","19,922","24,667","26,032","27,892","28,065","25,777","25,748","24,727","24,358","24,484","22,617","2,93,339",
44412,Paint and wallpaper stores,670,747,921,933,972,"1,078",989,"1,054",988,935,837,745,"10,869",
44413,Hardware stores,"1,722","1,733","2,095","2,130","2,237","2,181","2,040","2,069","1,917","2,023","1,892","2,071","24,110",
445,Food and beverage stores,"56,335","53,542","57,434","55,642","58,582","57,875","59,188","57,994","56,838","58,129","58,575","64,302","6,94,436",
4451,Grocery stores,"51,528","48,478","51,962","50,258","52,756","52,039","53,080","52,186","51,134","52,388","52,517","56,183","6,24,509",
44511,Supermarkets and other grocery (except convenience) stores,"49,700","46,652","49,920","48,216","50,555","49,797","50,687","49,888","48,979","50,267","50,503","54,159","5,99,323",
4453,"Beer, wine, and liquor stores","3,376","3,528","3,786","3,844","4,114","4,179","4,436","4,182","4,136","4,138","4,359","5,645","49,723",
446,Health and personal care stores,"24,947","25,541","27,013","25,699","26,198","26,020","25,200","26,435","25,669","25,179","25,271","29,001","3,12,173",
44611,Pharmacies and drug stores,"21,384","21,597","22,704","21,828","22,247","21,864","21,345","22,150","21,407","21,306","21,084","23,639","2,62,555",
447,Gasoline stations,"30,944","28,889","33,472","35,160","38,676","39,929","39,621","38,631","37,804","38,858","35,706","37,049","4,34,739",
448,Clothing and clothing access. stores,"15,322","18,486","20,997","19,951","21,165","19,723","20,233","21,918","19,391","20,105","23,176","33,817","2,54,284",
4481,Clothing stores,"11,338","12,861","15,565","14,687","15,385","14,706","15,008","15,791","14,498","15,168","17,330","23,388","1,85,725",
44811,Men's clothing stores,594,661,753,779,825,770,675,715,734,745,789,"1,074","9,114",
44812,Women's clothing stores,"2,380","2,826","3,517","3,381","3,463","3,108","3,008","3,242","3,026","3,119","3,536","4,475","39,081",
44814,Family clothing stores,"6,023","6,804","8,400","7,926","8,412","8,141","8,627","8,759","8,016","8,632","9,693","13,312","1,02,745",
44819,Other clothing stores,"1,169","1,264","1,371","1,274","1,241","1,319","1,246","1,460","1,302","1,225","1,589","2,098","16,558",
4482,Shoe stores,"2,144","2,920","3,211","2,891","2,930","2,758","3,051","3,870","2,771","2,731","3,064","4,290","36,631",
44831,Jewelry stores,"1,690","2,519","2,034","2,173","2,641","2,089","1,991","2,079","1,945","2,020","2,574","5,757","29,512",
451,"Sporting goods, hobby, musical instrument, and book stores","6,159","5,605","6,643","6,233","6,423","6,929","6,641","7,482","6,459","6,037","7,299","11,020","82,930",
45111,Sporting goods stores,"3,009","3,136","3,949","3,675","3,819","4,490","4,184","4,173","3,480","3,296","3,758","5,668","46,637",
45112,"Hobby, toy, and game stores","1,154","1,183","1,332","1,212","1,205","1,151","1,199","1,198","1,271","1,379","2,157","3,313","17,754",
451211,Book stores,"1,359",654,648,639,705,645,623,"1,430",993,661,690,"1,200","10,247",
452,General merchandise stores,"50,387","52,029","56,519","54,140","56,961","55,788","56,380","56,530","52,201","56,032","60,786","73,667","6,81,420",
4522,Department stores,"6,061","6,518","7,323","6,698","6,956","6,898","6,552","6,946","6,107","6,279","7,690","10,829","84,857",
45221,Department stores,"6,061","6,518","7,323","6,698","6,956","6,898","6,552","6,946","6,107","6,279","7,690","10,829","84,857",
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"44,326","45,511","49,196","47,442","50,005","48,890","49,828","49,584","46,094","49,753","53,096","62,838","5,96,563",
452311,Warehouse clubs and supercenters,"39,447","40,160","43,293","41,905","44,053","43,028","44,103","43,927","40,529","43,939","46,858","55,109","5,26,351",
452319,All other gen. merchandise stores,"4,879","5,351","5,903","5,537","5,952","5,862","5,725","5,657","5,565","5,814","6,238","7,729","70,212",
453,Miscellaneous store retailers,"7,499","7,780","8,725","8,770","9,780","9,349","9,025","9,383","9,169","9,515","9,075","10,364","1,08,434",
4532,"Office supplies, stationery, and gift stores","2,145","2,120","2,249","2,247","2,380","2,258","2,377","2,817","2,483","2,710","2,289","3,279","29,354",
45321,Office supplies and stationery stores,"1,189","1,081","1,112","1,043","1,004",929,970,"1,461","1,183",976,952,"1,105","13,005",
45322,"Gift, novelty, and souvenir stores",956,"1,039","1,137","1,204","1,376","1,329","1,407","1,356","1,300","1,734","1,337","2,174","16,349",
45330,Used merchandise stores,"1,053","1,084","1,175","1,185","1,189","1,149","1,227","1,270","1,248","1,352","1,284","1,249","14,465",
454,Nonstore retailers,"38,390","38,486","41,666","39,496","40,909","40,633","39,060","41,899","40,836","41,762","50,596","63,866","5,17,599",
4541,Electronic shopping and mail-order houses,"32,605","32,829","36,446","34,939","36,410","36,310","35,170","37,772","36,537","37,029","45,563","57,586","4,59,196",
45431,Fuel dealers,"3,525","3,309","2,541","1,954","1,691","1,479","1,353","1,488","1,644","2,103","2,478","3,668","27,233",
722,Food services and drinking places,"49,072","50,487","54,814","55,215","55,851","53,496","54,895","54,082","53,174","54,589","52,231","56,304","6,44,210",
7224,Drinking places,"1,744","1,742","1,900","1,868","1,908","1,779","1,925","1,869","1,926","2,001","1,842","1,954","22,458",
7225,Restaurants and other eating places,"43,571","44,624","48,553","48,373","49,117","47,334","48,817","47,920","45,692","47,270","45,581","49,559","5,66,411",
722511,Full service restaurants,"22,635","23,141","24,594","24,545","24,620","23,290","24,014","23,436","22,513","23,462","22,549","25,660","2,84,459",
"722513, 722514, 722515",Limited service eating places,"20,936","21,483","23,959","23,828","24,497","24,044","24,803","24,484","23,179","23,808","23,032","23,899","2,81,952",
,ADJUSTED(2),,,,,,,,,,,,,,
,"Retail and food services sales, total","4,39,466","4,43,117","4,41,856","4,44,254","4,45,490","4,50,237","4,49,789","4,49,946","4,53,056","4,53,847","4,53,892","4,59,305",,
,Retail sales and food services excl motor vehicle and parts,"3,47,668","3,49,404","3,49,791","3,51,766","3,52,784","3,56,783","3,55,106","3,54,876","3,57,222","3,58,315","3,58,672","3,61,410",,
,Retail sales and food services excl gasoline stations,"4,05,007","4,10,289","4,07,805","4,09,164","4,09,579","4,13,197","4,13,069","4,14,110","4,16,282","4,16,047","4,16,504","4,20,017",,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"3,13,209","3,16,576","3,15,740","3,16,676","3,16,873","3,19,743","3,18,386","3,19,040","3,20,448","3,20,515","3,21,284","3,22,122",,
,"Retail sales, total","3,87,483","3,90,029","3,88,998","3,91,112","3,92,299","3,97,113","3,96,545","3,96,293","3,98,797","3,99,637","3,98,680","4,05,114",,
,"Retail sales, total (excl. motor vehicle and parts dealers)","2,95,685","2,96,316","2,96,933","2,98,624","2,99,593","3,03,659","3,01,862","3,01,223","3,02,963","3,04,105","3,03,460","3,07,219",,
,GAFO(1),"1,03,553","1,04,940","1,04,029","1,04,030","1,03,882","1,04,806","1,03,975","1,04,099","1,03,585","1,03,707","1,03,075","1,03,497",,
441,Motor vehicle and parts dealers,"91,798","93,713","92,065","92,488","92,706","93,454","94,683","95,070","95,834","95,532","95,220","97,895",,
"4411,4412",Automobile and other motor vehicle dealers,"84,239","86,177","84,622","85,134","85,298","85,925","87,293","87,593","88,407","88,038","87,826","89,936",,
4413,"Automotive parts, acc., and tire stores","7,559","7,536","7,443","7,354","7,408","7,529","7,390","7,477","7,427","7,494","7,394","7,959",,
"442,443","Furniture, home furn, electronics, and appliance stores","16,888","16,997","16,790","16,787","16,859","16,983","16,971","17,010","16,945","16,690","16,584","16,626",,
442,Furniture and home furnishings stores,"9,039","9,066","9,026","9,014","9,061","9,213","9,151","9,120","9,340","9,171","9,161","9,138",,
443,Electronics and appliance stores,"7,849","7,931","7,764","7,773","7,798","7,770","7,820","7,890","7,605","7,519","7,423","7,488",,
444,Building mat. and garden equip. and supplies dealers,"27,988","28,041","28,714","27,785","27,334","28,143","27,843","27,655","27,836","27,853","28,030","27,950",,
4441,Building mat. and supplies dealers,"24,392","24,504","24,816","24,193","23,839","24,490","24,387","24,222","24,338","24,530","24,781","24,664",,
445,Food and beverage stores,"56,924","57,023","56,589","57,213","57,457","57,815","57,519","57,747","58,190","58,433","58,485","58,787",,
4451,Grocery stores,"51,323","51,245","50,893","51,494","51,671","51,987","51,685","51,926","52,284","52,546","52,570","52,953",,
4453,"Beer, wine and liquor stores","3,958","4,069","4,023","4,063","4,098","4,142","4,150","4,157","4,238","4,210","4,244","4,123",,
446,Health and personal care stores,"25,587","26,116","25,974","26,170","26,146","26,256","26,250","26,147","26,166","25,356","25,604","25,687",,
44611,Pharmacies and drug stores,"21,578","22,060","21,957","22,160","22,092","22,107","22,165","21,952","21,978","21,242","21,383","21,451",,
447,Gasoline stations,"34,459","32,828","34,051","35,090","35,911","37,040","36,720","35,836","36,774","37,800","37,388","39,288",,
448,Clothing and clothing access. stores,"20,830","21,387","20,918","20,855","20,965","21,099","20,903","21,215","21,347","21,165","20,927","21,374",,
4481,Clothing stores,"15,244","15,538","15,278","15,232","15,274","15,458","15,302","15,582","15,691","15,521","15,198","15,594",,
44811,Men's clothing stores,755,774,764,745,762,778,751,765,754,745,752,756,,
44812,Women's clothing stores,"3,292","3,360","3,309","3,264","3,246","3,258","3,203","3,339","3,240","3,170","3,186","3,156",,
4482,Shoe stores,"2,986","3,157","2,987","2,962","3,008","3,041","3,030","3,054","3,065","3,028","3,040","3,089",,
44831,Jewelry stores,"2,425","2,484","2,445","2,450","2,489","2,407","2,382","2,381","2,392","2,408","2,477","2,486",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,999","6,998","6,985","6,926","6,966","7,263","6,939","6,753","6,778","6,814","6,696","6,807",,
452,General merchandise stores,"56,360","57,117","56,884","56,952","56,600","57,016","56,756","56,701","56,116","56,647","56,488","56,249",,
4522,Department stores,"7,975","7,872","7,717","7,509","7,307","7,370","7,137","6,988","6,831","6,623","6,267","6,156",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"48,385","49,245","49,167","49,443","49,293","49,646","49,619","49,713","49,285","50,024","50,221","50,093",,
452311,Warehouse clubs and supercenters,"42,692","43,416","43,380","43,651","43,531","43,772","43,753","43,839","43,439","44,115","44,331","44,193",,
452319,All other gen. merchandise stores,"5,693","5,829","5,787","5,792","5,762","5,874","5,866","5,874","5,846","5,909","5,890","5,900",,
453,Miscellaneous stores retailers,"8,786","8,763","9,004","9,103","8,963","9,032","9,002","8,924","9,166","9,305","8,963","9,132",,
454,Nonstore retailers,"40,864","41,046","41,024","41,743","42,392","43,012","42,959","43,235","43,645","44,042","44,295","45,319",,
4541,Electronic shopping and mail order houses,"36,067","36,315","36,592","36,894","37,382","37,981","38,022","38,386","38,787","39,060","39,517","40,186",,
45431,Fuel dealers,"2,238","2,206","1,885","2,254","2,368","2,366","2,313","2,272","2,240","2,352","2,238","2,549",,
722,Food services and drinking places,"51,983","53,088","52,858","53,142","53,191","53,124","53,244","53,653","54,259","54,210","55,212","54,191",,
,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
