Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2017,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,
,,Jan. 2017,Feb. 2017,Mar. 2017,Apr. 2017,May 2017,Jun. 2017,Jul. 2017,Aug. 2017,Sep. 2017,Oct. 2017,Nov. 2017,Dec. 2017,TOTAL,
44112,Used car dealers,"7,616","8,600","9,813","8,272","8,710","8,758","8,534","8,630","8,305","8,197","7,714","7,389","1,00,538",
4413,"Automotive parts, acc., and tire stores","6,828","6,744","8,136","7,472","7,917","7,932","7,690","8,048","7,613","7,738","7,562","7,211","90,891",
"442,443","Furniture, home furn, electronics, and appliance stores","15,170","14,827","16,998","15,123","16,427","16,445","16,168","17,177","16,656","16,497","20,024","22,416","2,03,928",
442,Furniture and home furnishings stores,"8,232","8,200","9,605","8,541","9,369","9,317","9,195","9,813","9,467","9,436","10,468","11,181","1,12,824",
4421,Furniture stores,"4,573","4,683","5,389","4,675","5,060","5,005","5,024","5,146","5,108","4,971","5,377","5,314","60,325",
4422,Home furnishings stores,"3,659","3,517","4,216","3,866","4,309","4,312","4,171","4,667","4,359","4,465","5,091","5,867","52,499",
44221,Floor covering stores,"1,415","1,463",(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),,
442299,All other home furnishings stores,"2,133","1,935","2,265","2,070","2,347","2,256","2,266","2,505","2,248","2,285","2,975","3,912","29,197",
443,Electronics and appliance stores,"6,938","6,627","7,393","6,582","7,058","7,128","6,973","7,364","7,189","7,061","9,556","11,235","91,104",
443141,Household appliance stores,"1,281","1,268","1,468","1,328","1,429","1,425","1,375","1,368","1,367","1,344","1,494","1,418","16,565",
443142,Electronics stores,"5,657","5,359","5,925","5,254","5,629","5,703","5,598","5,996","5,822","5,717","8,062","9,817","74,539",
444,Building mat. and garden equip. and supplies dealers,"22,227","22,330","29,011","31,030","35,374","33,198","29,852","30,094","28,786","29,477","29,002","26,572","3,46,953",
4441,Building mat. and supplies dealers,"20,122","19,830","25,051","25,799","29,581","28,657","26,333","26,859","25,856","26,378","25,818","23,326","3,03,610",
44412,Paint and wallpaper stores,739,765,968,926,"1,072","1,105","1,035","1,114","1,007","1,031",890,783,"11,435",
44413,Hardware stores,"1,757","1,673","2,099","2,179","2,411","2,362","2,167","2,221","2,134","2,237","2,128","2,200","25,568",
445,Food and beverage stores,"57,253","53,962","59,657","59,018","61,494","59,939","60,991","60,788","59,665","60,121","61,424","67,064","7,21,376",
4451,Grocery stores,"52,314","48,987","54,117","53,385","55,446","53,933","54,890","54,809","53,862","54,268","55,143","58,800","6,49,954",
44511,Supermarkets and other grocery (except convenience) stores,"50,386","47,100","51,981","51,161","53,111","51,659","52,559","52,501","51,542","51,947","52,926","56,567","6,23,440",
4453,"Beer, wine, and liquor stores","3,474","3,503","3,957","3,960","4,328","4,353","4,466","4,324","4,221","4,218","4,506","5,801","51,111",
446,Health and personal care stores,"25,325","24,350","27,090","25,479","27,034","26,508","25,645","27,255","26,202","27,431","27,029","30,123","3,19,471",
44611,Pharmacies and drug stores,"21,625","20,536","22,591","21,585","22,991","22,339","21,608","22,817","21,935","23,365","22,637","24,630","2,68,659",
447,Gasoline stations,"35,826","34,122","39,006","39,365","41,196","40,401","40,123","41,545","41,589","41,876","40,159","39,860","4,75,068",
448,Clothing and clothing access. stores,"15,473","17,538","20,800","20,625","21,384","20,092","20,273","22,200","19,381","19,926","23,911","32,958","2,54,561",
4481,Clothing stores,"11,511","12,357","15,375","15,288","15,593","14,998","14,978","15,928","14,328","14,968","17,937","22,914","1,86,175",
44811,Men's clothing stores,607,628,777,811,848,780,667,696,736,721,762,994,"9,027",
44812,Women's clothing stores,"2,302","2,586","3,257","3,381","3,369","3,109","2,975","3,062","2,903","3,071","3,517","4,377","37,909",
44814,Family clothing stores,"5,996","6,511","8,330","8,396","8,576","8,339","8,656","9,064","8,021","8,563","10,556","13,530","1,04,538",
44819,Other clothing stores,"1,388","1,333","1,456","1,266","1,361","1,374","1,272","1,448","1,251","1,190","1,389","1,666","16,394",
4482,Shoe stores,"2,129","2,658","3,213","3,056","2,899","2,745","2,953","3,893","2,728","2,619","3,045","4,098","36,036",
44831,Jewelry stores,"1,662","2,322","2,004","2,070","2,618","2,130","2,097","2,151","2,103","2,117","2,664","5,528","29,466",
451,"Sporting goods, hobby, musical instrument, and book stores","5,971","5,337","6,370","6,100","6,303","6,462","6,247","7,347","6,444","6,070","7,451","10,428","80,530",
45111,Sporting goods stores,"2,873","2,946","3,676","3,543","3,694","3,989","3,798","4,093","3,453","3,283","3,852","5,322","44,522",
45112,"Hobby, toy, and game stores","1,136","1,136","1,302","1,228","1,198","1,132","1,146","1,194","1,295","1,388","2,151","3,129","17,435",
451211,Book stores,"1,333",653,671,693,745,666,629,"1,331",943,629,636,"1,068","9,997",
452,General merchandise stores,"50,920","50,150","56,029","55,956","56,727","56,994","56,736","57,794","54,701","56,632","62,321","75,366","6,90,326",
4522,Department stores,"4,683","4,863","5,609","5,417","5,500","5,295","5,098","5,405","4,778","4,846","6,407","8,732","66,633",
45221,Department stores,"4,683","4,863","5,609","5,417","5,500","5,295","5,098","5,405","4,778","4,846","6,407","8,732","66,633",
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"46,237","45,287","50,420","50,539","51,227","51,699","51,638","52,389","49,923","51,786","55,914","66,634","6,23,693",
452311,Warehouse clubs and supercenters,"41,047","39,982","44,403","44,524","45,063","45,545","45,688","46,352","44,060","45,683","49,303","58,551","5,50,201",
452319,All other gen. merchandise stores,"5,190","5,305","6,017","6,015","6,164","6,154","5,950","6,037","5,863","6,103","6,611","8,083","73,492",
453,Miscellaneous store retailers,"7,798","7,897","8,913","8,681","10,029","9,407","9,178","9,660","9,144","9,577","9,649","10,552","1,10,485",
4532,"Office supplies, stationery, and gift stores","2,088","1,949","2,166","2,079","2,304","2,234","2,311","2,719","2,350","2,710","2,271","3,118","28,299",
45321,Office supplies and stationery stores,"1,162",952,"1,037",902,942,878,907,"1,360","1,052",919,897,990,"11,998",
45322,"Gift, novelty, and souvenir stores",926,997,"1,129","1,177","1,362","1,356","1,404","1,359","1,298","1,791","1,374","2,128","16,301",
45330,Used merchandise stores,"1,096","1,116","1,273","1,179","1,238","1,181","1,230","1,297","1,270","1,394","1,324","1,339","14,937",
454,Nonstore retailers,"43,689","41,036","47,180","43,230","46,796","45,288","44,079","47,018","44,446","47,115","58,460","70,800","5,79,137",
4541,Electronic shopping and mail-order houses,"37,399","35,331","41,092","38,593","42,010","40,854","40,053","42,481","39,884","41,974","52,404","63,652","5,15,727",
45431,Fuel dealers,"3,898","3,335","3,331","2,103","1,891","1,612","1,454","1,687","1,832","2,335","3,206","4,382","31,066",
722,Food services and drinking places,"51,876","51,695","58,902","57,321","58,840","57,408","57,263","57,317","55,909","56,994","54,608","60,014","6,78,147",
7224,Drinking places,"1,849","1,829","2,131","1,982","2,042","1,964","2,020","1,972","2,027","2,070","1,949","2,101","23,936",
7225,Restaurants and other eating places,"45,897","45,364","51,845","50,245","51,829","51,013","51,173","50,943","48,447","49,408","47,580","53,037","5,96,781",
722511,Full service restaurants,"23,379","23,301","26,342","25,408","25,841","25,164","25,051","24,825","23,707","24,099","23,541","27,506","2,98,164",
"722513, 722514, 722515",Limited service eating places,"22,518","22,063","25,503","24,837","25,988","25,849","26,122","26,118","24,740","25,309","24,039","25,531","2,98,617",
,ADJUSTED(2),,,,,,,,,,,,,,
,"Retail and food services sales, total","4,64,412","4,64,284","4,63,674","4,65,276","4,62,754","4,65,130","4,65,089","4,66,020","4,75,724","4,76,107","4,80,949","4,83,586",,
,Retail sales and food services excl motor vehicle and parts,"3,66,585","3,67,057","3,68,272","3,69,323","3,66,527","3,67,876","3,67,728","3,70,481","3,76,369","3,76,051","3,81,716","3,84,511",,
,Retail sales and food services excl gasoline stations,"4,24,605","4,24,140","4,23,831","4,25,673","4,24,715","4,27,756","4,27,731","4,27,481","4,34,990","4,35,372","4,39,204","4,40,955",,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"3,26,778","3,26,913","3,28,429","3,29,720","3,28,488","3,30,502","3,30,370","3,31,942","3,35,635","3,35,316","3,39,971","3,41,880",,
,"Retail sales, total","4,08,269","4,08,155","4,07,630","4,09,134","4,06,609","4,09,067","4,09,113","4,09,606","4,19,021","4,18,999","4,23,224","4,25,545",,
,"Retail sales, total (excl. motor vehicle and parts dealers)","3,10,442","3,10,928","3,12,228","3,13,181","3,10,382","3,11,813","3,11,752","3,14,067","3,19,666","3,18,943","3,23,991","3,26,470",,
,GAFO(1),"1,05,589","1,04,198","1,04,787","1,04,842","1,03,350","1,04,873","1,04,170","1,04,462","1,05,443","1,05,295","1,05,937","1,06,020",,
441,Motor vehicle and parts dealers,"97,827","97,227","95,402","95,953","96,227","97,254","97,361","95,539","99,355","1,00,056","99,233","99,075",,
"4411,4412",Automobile and other motor vehicle dealers,"90,266","89,750","87,848","88,344","88,687","89,750","89,770","88,059","91,688","92,529","91,556","91,168",,
4413,"Automotive parts, acc., and tire stores","7,561","7,477","7,554","7,609","7,540","7,504","7,591","7,480","7,667","7,527","7,677","7,907",,
"442,443","Furniture, home furn, electronics, and appliance stores","16,874","16,792","17,037","16,975","16,907","16,916","16,790","16,859","16,882","17,201","17,493","17,519",,
442,Furniture and home furnishings stores,"9,291","9,287","9,352","9,204","9,285","9,373","9,316","9,390","9,346","9,609","9,711","9,834",,
443,Electronics and appliance stores,"7,583","7,505","7,685","7,771","7,622","7,543","7,474","7,469","7,536","7,592","7,782","7,685",,
444,Building mat. and garden equip. and supplies dealers,"28,260","28,684","28,506","28,835","28,534","28,571","28,732","28,700","29,783","29,325","29,817","29,848",,
4441,Building mat. and supplies dealers,"25,027","25,197","24,926","25,096","24,837","24,941","24,984","25,032","26,197","25,835","26,211","26,180",,
445,Food and beverage stores,"58,898","59,290","59,722","59,909","59,935","59,797","59,772","60,129","60,750","60,973","61,008","61,701",,
4451,Grocery stores,"53,003","53,421","53,848","53,979","53,988","53,879","53,867","54,159","54,793","54,927","54,923","55,629",,
4453,"Beer, wine and liquor stores","4,201","4,175","4,192","4,240","4,251","4,247","4,245","4,273","4,285","4,357","4,358","4,339",,
446,Health and personal care stores,"25,711","26,015","26,174","26,376","26,452","26,668","26,714","26,985","27,068","27,240","27,385","27,236",,
44611,Pharmacies and drug stores,"21,560","21,870","21,997","22,207","22,343","22,565","22,438","22,636","22,778","22,907","22,958","22,869",,
447,Gasoline stations,"39,807","40,144","39,843","39,603","38,039","37,374","37,358","38,539","40,734","40,735","41,745","42,631",,
448,Clothing and clothing access. stores,"21,488","21,101","21,246","21,292","21,057","21,201","21,073","21,186","21,294","21,197","21,447","21,213",,
4481,Clothing stores,"15,770","15,479","15,551","15,595","15,431","15,529","15,361","15,471","15,509","15,473","15,599","15,540",,
44811,Men's clothing stores,779,764,808,750,777,773,753,740,754,725,721,721,,
44812,Women's clothing stores,"3,224","3,185","3,135","3,226","3,128","3,208","3,192","3,141","3,111","3,143","3,154","3,147",,
4482,Shoe stores,"3,063","2,990","3,063","3,071","2,967","2,997","2,950","3,015","3,014","2,939","2,991","2,989",,
44831,Jewelry stores,"2,444","2,404","2,406","2,399","2,408","2,434","2,505","2,450","2,522","2,535","2,591","2,451",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,919","6,799","6,719","6,763","6,684","6,689","6,569","6,637","6,713","6,729","6,817","6,789",,
452,General merchandise stores,"57,887","57,141","57,406","57,431","56,327","57,723","57,399","57,461","58,242","57,841","57,819","58,118",,
4522,Department stores,"6,389","6,179","6,031","5,914","5,705","5,700","5,578","5,427","5,351","5,216","5,061","4,945",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"51,498","50,962","51,375","51,517","50,622","52,023","51,821","52,034","52,891","52,625","52,758","53,173",,
452311,Warehouse clubs and supercenters,"45,456","44,974","45,309","45,386","44,661","45,912","45,642","45,893","46,674","46,473","46,556","46,878",,
452319,All other gen. merchandise stores,"6,042","5,988","6,066","6,131","5,961","6,111","6,179","6,141","6,217","6,152","6,202","6,295",,
453,Miscellaneous stores retailers,"9,075","9,227","9,163","9,194","9,044","9,016","9,200","9,152","9,270","9,262","9,490","9,586",,
454,Nonstore retailers,"45,523","45,735","46,412","46,803","47,403","47,858","48,145","48,419","48,930","48,440","50,970","51,829",,
4541,Electronic shopping and mail order houses,"40,475","40,704","41,298","41,722","42,179","42,690","43,021","43,128","43,541","43,183","45,332","45,859",,
45431,Fuel dealers,"2,387","2,392","2,491","2,498","2,573","2,503","2,448","2,537","2,617","2,519","2,827","3,153",,
722,Food services and drinking places,"56,143","56,129","56,044","56,142","56,145","56,063","55,976","56,414","56,703","57,108","57,725","58,041",,
,,,,,,,,,,,,,,,
"(S) Suppressed - Estimate does not meet publication standards because of high sampling variability (coefficient of variation is greater than 30%), poor response quality (total quantity response rate",,,,,,,,,,,,,,,
"is less than 50%), or other concerns about the estimate's quality.",,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
