Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2021,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,
,,Jan. 2021,Feb. 2021,Mar. 2021,Apr. 2021,May 2021,Jun. 2021,Jul. 2021,Aug. 2021,Sep. 2021,Oct. 2021,Nov. 2021,Dec. 2021,TOTAL,
44412,Paint and wallpaper stores,972,942,"1,343","1,341","1,334","1,402","1,302","1,342","1,310","1,280","1,160","1,059","14,787",
44413,Hardware stores,"2,439","2,267","2,988","3,226","3,409","3,364","3,075","2,962","2,893","2,933","2,958","3,067","35,581",
445,Food and beverage stores,"70,049","64,393","71,083","70,052","74,933","73,494","75,946","75,003","73,324","76,100","75,876","82,670","8,82,923",
4451,Grocery stores,"63,473","57,967","63,609","62,593","66,993","65,591","67,853","67,414","65,925","68,458","67,787","72,364","7,90,027",
44511,Supermarkets and other grocery (except convenience) stores,"61,008","55,623","60,863","59,870","64,033","62,581","64,690","64,301","62,914","65,371","64,738","69,174","7,55,166",
4453,"Beer, wine, and liquor stores","4,960","4,831","5,566","5,560","5,940","5,877","6,044","5,601","5,468","5,647","5,893","7,474","68,861",
446,Health and personal care stores,"29,216","27,384","33,117","31,637","31,039","32,237","31,613","32,202","31,765","32,259","32,035","36,795","3,81,299",
44611,Pharmacies and drug stores,"25,058","23,375","27,838","26,875","26,194","27,186","26,760","27,317","26,927","27,572","27,031","30,448","3,22,581",
447,Gasoline stations,"36,782","35,832","45,601","44,675","48,347","50,131","52,161","51,844","50,929","53,519","51,015","50,475","5,71,311",
448,Clothing and clothing access. stores,"14,864","15,471","22,898","22,386","24,962","23,705","24,315","24,108","21,703","23,350","27,451","37,490","2,82,703",
4481,Clothing stores,"10,230","10,263","15,826","15,641","17,124","16,731","17,298","16,644","15,240","16,555","19,545","23,806","1,94,903",
44811,Men's clothing stores,371,372,582,682,(S),(S),(S),(S),(S),(S),(S),(S),,
44812,Women's clothing stores,"2,086","2,080","3,180","3,167","3,419","3,275","3,353","3,122","3,034","3,152","3,587","4,203","37,658",
44814,Family clothing stores,"5,738","5,761","9,182","9,089","10,068","9,938","10,296","10,075","8,878","9,879","12,033","14,715","1,15,652",
44819,Other clothing stores,"1,050",990,"1,484","1,361","1,367","1,478","1,462","1,349","1,268","1,274","1,424","1,719","16,226",
4482,Shoe stores,"2,222","2,153","3,658","3,339","3,546","3,280","3,411","3,856","2,886","2,961","3,240","4,428","38,980",
44831,Jewelry stores,"2,205","2,839",(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),,
451,"Sporting goods, hobby, musical instrument, and book stores","6,858","5,765","8,560","8,035","7,963","8,460","8,095","8,729","7,685","7,665","9,100","11,610","98,525",
45111,Sporting goods stores,"4,028","3,559","5,667","5,402","5,279","5,717","5,316","5,500","4,602","4,631","5,355","7,108","62,164",
45112,"Hobby, toy, and game stores","1,468","1,272","1,734","1,540","1,518","1,476","1,533","1,549","1,620","1,723","2,412","2,645","20,490",
451211,Book stores,728,400,474,442,542,601,607,982,749,589,596,"1,010","7,720",
452,General merchandise stores,"58,736","53,139","64,667","64,490","68,853","64,987","66,591","67,405","62,592","68,777","71,468","84,073","7,95,778",
4522,Department stores,"1,887","2,130","3,192","3,203","3,771","3,572","3,490","3,579","3,312","3,685","5,073","6,916","43,810",
45221,Department stores,"1,887","2,130","3,192","3,203","3,771","3,572","3,490","3,579","3,312","3,685","5,073","6,916","43,810",
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"56,849","51,009","61,475","61,287","65,082","61,415","63,101","63,826","59,280","65,092","66,395","77,157","7,51,968",
452311,Warehouse clubs and supercenters,"50,277","44,831","53,515","53,329","56,892","53,782","55,648","56,461","52,044","57,307","57,944","67,248","6,59,278",
452319,All other gen. merchandise stores,"6,572","6,178","7,960","7,958","8,190","7,633","7,453","7,365","7,236","7,785","8,451","9,909","92,690",
453,Miscellaneous store retailers,"9,498","9,087","11,647","11,817","12,192","12,503","12,523","12,515","12,340","13,059","12,664","13,631","1,43,476",
4532,"Office supplies, stationery, and gift stores","1,719","1,626","2,072","2,069","2,139","2,308","2,453","2,622","2,559","2,929","2,187","2,863","27,546",
45321,Office supplies and stationery stores,875,756,883,808,765,755,792,"1,099",891,748,717,815,"9,904",
45322,"Gift, novelty, and souvenir stores",844,870,"1,189","1,261","1,374","1,553","1,661","1,523","1,668","2,181","1,470","2,048","17,642",
45330,Used merchandise stores,"1,369","1,308","1,703","1,765","1,603","1,554","1,731","1,698","1,592","1,859","1,971","1,751","19,904",
454,Nonstore retailers,"81,281","76,141","90,774","89,096","86,197","87,839","83,460","87,717","83,998","90,991","1,08,971","1,16,024","10,82,489",
4541,Electronic shopping and mail-order houses,"74,341","68,942","83,485","82,666","80,405","82,163","77,942","82,279","78,307","84,310","1,01,649","1,08,286","10,04,775",
45431,Fuel dealers,"3,931","4,219","3,577","2,474","2,082","2,020","1,901","1,936","2,192","2,901","3,704","4,243","35,180",
722,Food services and drinking places,"53,823","51,431","66,085","68,030","73,158","73,090","76,951","74,517","71,048","74,457","69,512","73,606","8,25,708",
7224,Drinking places,(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),,
7225,Restaurants and other eating places,"49,817","47,044","60,639","62,325","67,178","67,027","70,688","67,432","63,467","66,592","62,583","67,098","7,51,890",
722511,Full service restaurants,(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),,
"722513, 722514, 722515",Limited service eating places,"28,423","25,765","32,537","32,916","33,960","33,860","35,375","34,282","32,386","33,693","32,121","33,638","3,88,956",
,ADJUSTED(2),,,,,,,,,,,,,,
,"Retail and food services sales, total","5,59,230","5,44,891","6,03,581","6,08,961","6,05,282","6,11,950","6,01,817","6,05,533","6,09,671","6,18,573","6,24,874","6,19,938",,
,Retail sales and food services excl motor vehicle and parts,"4,46,473","4,36,001","4,75,805","4,77,995","4,77,118","4,86,882","4,81,516","4,88,486","4,91,553","4,98,558","5,02,877","5,01,176",,
,Retail sales and food services excl gasoline stations,"5,18,452","5,03,323","5,57,286","5,64,107","5,59,843","5,65,317","5,54,484","5,57,035","5,59,046","5,66,814","5,72,063","5,65,780",,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"4,05,695","3,94,433","4,29,510","4,33,141","4,31,679","4,40,249","4,34,183","4,39,988","4,40,928","4,46,799","4,50,066","4,47,018",,
,"Retail sales, total","5,01,604","4,88,805","5,39,607","5,42,199","5,36,589","5,40,152","5,28,600","5,32,477","5,36,651","5,45,361","5,51,082","5,47,277",,
,"Retail sales, total (excl. motor vehicle and parts dealers)","3,88,847","3,79,915","4,11,831","4,11,233","4,08,425","4,15,084","4,08,299","4,15,430","4,18,533","4,25,346","4,29,085","4,28,515",,
,GAFO(1),"1,13,477","1,07,908","1,20,845","1,21,102","1,20,453","1,21,597","1,20,538","1,20,258","1,20,784","1,22,521","1,22,437","1,20,695",,
441,Motor vehicle and parts dealers,"1,12,757","1,08,890","1,27,776","1,30,966","1,28,164","1,25,068","1,20,301","1,17,047","1,18,118","1,20,015","1,21,997","1,18,762",,
"4411,4412",Automobile and other motor vehicle dealers,"1,04,411","1,00,666","1,18,342","1,21,577","1,19,093","1,15,954","1,11,094","1,07,813","1,08,927","1,10,611","1,12,548","1,08,953",,
4413,"Automotive parts, acc., and tire stores","8,346","8,224","9,434","9,389","9,071","9,114","9,207","9,234","9,191","9,404","9,449","9,809",,
"442,443","Furniture, home furn, electronics, and appliance stores","18,698","17,769","19,793","19,871","19,520","19,776","19,609","19,286","19,226","19,958","18,916","18,403",,
442,Furniture and home furnishings stores,"11,555","10,900","11,734","11,779","11,580","11,488","11,510","11,464","11,501","11,763","11,607","11,167",,
443,Electronics and appliance stores,"7,143","6,869","8,059","8,092","7,940","8,288","8,099","7,822","7,725","8,195","7,309","7,236",,
444,Building mat. and garden equip. and supplies dealers,"38,530","36,716","41,910","41,953","40,226","39,712","38,865","38,760","38,996","39,698","40,804","41,064",,
4441,Building mat. and supplies dealers,"33,364","31,634","36,250","36,582","35,101","34,525","33,724","33,453","33,915","34,477","35,551","35,749",,
445,Food and beverage stores,"70,898","71,138","71,566","72,105","72,713","73,707","73,162","74,945","75,106","75,494","75,718","76,176",,
4451,Grocery stores,"63,220","63,560","63,736","64,264","64,916","65,854","65,495","67,212","67,408","67,847","67,923","68,462",,
4453,"Beer, wine and liquor stores","5,801","5,704","5,865","5,853","5,795","5,802","5,628","5,692","5,684","5,670","5,721","5,654",,
446,Health and personal care stores,"29,812","29,636","32,090","31,957","31,321","32,334","32,225","32,429","32,183","32,099","32,490","32,390",,
44611,Pharmacies and drug stores,"25,209","25,161","27,106","27,064","26,432","27,350","27,278","27,454","27,226","27,084","27,471","27,505",,
447,Gasoline stations,"40,778","41,568","46,295","44,854","45,439","46,633","47,333","48,498","50,625","51,759","52,811","54,158",,
448,Clothing and clothing access. stores,"20,099","19,154","23,506","23,453","24,044","24,979","24,315","23,905","24,228","24,412","25,012","23,938",,
4481,Clothing stores,"13,687","13,223","16,076","16,120","16,489","17,366","16,969","16,647","16,811","16,756","17,159","16,436",,
44811,Men's clothing stores,463,466,602,610,(S),(S),(S),(S),(S),(S),(S),(S),,
44812,Women's clothing stores,"2,804","2,613","3,037","3,045","3,117","3,411","3,370","3,259","3,287","3,213","3,249","3,125",,
4482,Shoe stores,"3,165","2,603","3,494","3,478","3,521","3,554","3,212","3,082","3,192","3,201","3,208","3,190",,
44831,Jewelry stores,"3,004","3,086",(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),,
451,"Sporting goods, hobby, musical instrument, and book stores","8,078","7,288","8,825","8,677","8,382","8,319","8,103","8,120","8,072","8,085","8,318","8,085",,
452,General merchandise stores,"64,518","61,624","66,423","66,804","66,266","66,169","66,235","66,649","66,849","67,725","67,806","67,968",,
4522,Department stores,"2,684","2,851","3,591","3,493","3,679","3,925","3,827","3,771","3,807","3,851","3,960","3,757",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"61,834","58,773","62,832","63,311","62,587","62,244","62,408","62,878","63,042","63,874","63,846","64,211",,
452311,Warehouse clubs and supercenters,"54,236","51,530","54,775","55,321","54,809","54,657","54,826","55,246","55,425","56,128","55,985","56,322",,
452319,All other gen. merchandise stores,"7,598","7,243","8,057","7,990","7,778","7,587","7,582","7,632","7,617","7,746","7,861","7,889",,
453,Miscellaneous stores retailers,"10,879","10,680","11,903","11,858","11,344","11,999","12,147","12,162","12,370","12,509","12,725","12,655",,
454,Nonstore retailers,"86,557","84,342","89,520","89,701","89,170","91,456","86,305","90,676","90,878","93,607","94,485","93,678",,
4541,Electronic shopping and mail order houses,"80,543","77,901","83,152","83,081","82,721","84,967","79,777","84,389","84,474","86,739","87,628","87,257",,
45431,Fuel dealers,"2,629","3,093","2,823","2,764","2,829","2,984","2,961","2,847","2,950","3,191","3,232","2,936",,
722,Food services and drinking places,"57,626","56,086","63,974","66,762","68,693","71,798","73,217","73,056","73,020","73,212","73,792","72,661",,
,,,,,,,,,,,,,,,
"(S) Suppressed - Estimate does not meet publication standards because of high sampling variability (coefficient of variation is greater than 30%), poor response quality (total quantity response rate",,,,,,,,,,,,,,,
"is less than 50%), or other concerns about the estimate's quality.",,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
