Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2009,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2009,Feb. 2009,Mar. 2009,Apr. 2009,May 2009,Jun. 2009,Jul. 2009,Aug. 2009,Sep. 2009,Oct. 2009,Nov. 2009,Dec. 2009,TOTAL,,
4411,Automobile dealers,"40,561","40,223","45,480","44,052","45,504","47,046","50,095","54,629","41,354","44,327","40,613","46,092","5,39,976",,
44111,New car dealers,"36,021","35,247","40,568","39,443","41,070","42,441","45,634","49,945","37,117","40,082","36,806","42,191","4,86,565",,
44112,Used car dealers,"4,540","4,976","4,912","4,609","4,434","4,605","4,461","4,684","4,237","4,245","3,807","3,901","53,411",,
4413,"Automotive parts, acc., and tire stores","5,585","5,556","6,204","6,204","6,133","6,452","6,374","6,186","5,934","6,224","5,503","5,714","72,069",,
"442,443","Furniture, home furn, electronics, and appliance stores","14,882","14,416","14,184","13,231","13,970","14,164","14,395","14,650","13,886","13,598","16,437","20,784","1,78,597",,
442,Furniture and home furnishings stores,"6,611","6,416","6,713","6,420","6,777","6,722","6,985","6,954","6,764","6,650","7,161","8,156","82,329",,
4421,Furniture stores,"3,767","3,838","3,774","3,503","3,766","3,628","3,726","3,860","3,749","3,647","3,769","3,861","44,888",,
4422,Home furnishings stores,"2,844","2,578","2,939","2,917","3,011","3,094","3,259","3,094","3,015","3,003","3,392","4,295","37,441",,
44221,Floor covering stores,"1,129","1,086","1,174","1,197","1,188","1,355","1,372","1,274","1,255","1,239","1,155","1,149","14,573",,
442299,All other home furnishings stores,"1,622","1,408","1,667","1,626","1,737","1,652","1,797","1,744","1,680","1,682","2,158","3,065","21,838",,
443,Electronics and appliance stores,"8,271","8,000","7,471","6,811","7,193","7,442","7,410","7,696","7,122","6,948","9,276","12,628","96,268",,
443141,Household appliance stores,"1,236","1,132","1,172","1,172","1,230","1,257","1,279","1,283","1,180","1,234","1,372","1,462","15,009",,
443142,Electronics stores,"7,035","6,868","6,299","5,639","5,963","6,185","6,131","6,413","5,942","5,714","7,904","11,166","81,259",,
444,Building mat. and garden equip. and supplies dealers,"17,462","16,926","21,327","24,757","26,722","26,123","23,793","21,334","21,116","21,076","19,740","19,016","2,59,392",,
4441,Building mat. and supplies dealers,"15,589","15,064","18,437","20,478","22,005","21,879","20,865","19,189","19,220","18,921","17,424","16,679","2,25,750",,
44412,Paint and wallpaper stores,554,551,648,704,698,778,786,738,710,660,554,477,"7,858",,
44413,Hardware stores,"1,318","1,206","1,468","1,697","1,920","1,728","1,569","1,490","1,425","1,513","1,427","1,583","18,344",,
445,Food and beverage stores,"46,487","42,000","45,080","45,776","48,419","46,258","48,194","47,162","45,546","47,192","46,703","51,281","5,60,098",,
4451,Grocery stores,"42,623","38,221","40,984","41,449","43,681","41,798","43,479","42,642","41,199","42,674","42,169","45,042","5,05,961",,
44511,Supermarkets and other grocery (except convenience) stores,"41,193","36,823","39,464","39,920","42,055","40,148","41,800","40,988","39,607","41,056","40,588","43,396","4,87,038",,
4453,"Beer, wine, and liquor stores","2,782","2,657","2,888","2,990","3,312","3,160","3,397","3,249","3,119","3,274","3,209","4,422","38,459",,
446,Health and personal care stores,"20,425","19,586","21,260","20,797","20,811","20,697","20,587","20,336","20,368","21,096","20,372","23,360","2,49,695",,
44611,Pharmacies and drug stores,"17,719","17,006","18,477","18,202","18,121","17,920","17,932","17,581","17,746","18,467","17,761","20,043","2,16,975",,
447,Gasoline stations,"26,451","25,531","28,350","29,333","32,843","35,818","36,211","36,855","34,232","34,907","34,229","35,136","3,89,896",,
448,Clothing and clothing access. stores,"13,060","14,320","15,195","15,953","16,832","15,057","15,627","17,253","15,243","16,642","17,881","26,378","1,99,441",,
4481,Clothing stores,"9,896","10,288","11,505","12,058","12,472","11,285","11,791","12,702","11,503","12,745","13,548","18,332","1,48,125",,
44811,Men's clothing stores,510,483,527,650,633,590,559,535,561,592,601,900,"7,141",,
44812,Women's clothing stores,"2,238","2,375","2,893","3,199","3,214","2,836","2,661","2,883","2,880","3,032","3,124","3,994","35,329",,
44814,Family clothing stores,"5,302","5,590","6,058","6,212","6,491","5,957","6,548","7,143","6,031","6,989","7,623","10,513","80,457",,
44819,Other clothing stores,859,788,844,837,906,853,825,791,749,835,874,"1,236","10,397",,
4482,Shoe stores,"1,665","1,925","2,036","2,120","2,096","1,884","2,030","2,688","1,952","2,042","2,079","2,871","25,388",,
44831,Jewelry stores,"1,393","1,996","1,532","1,659","2,116","1,730","1,655","1,720","1,664","1,722","2,105","4,952","24,244",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,179","4,869","5,483","5,458","5,724","5,872","5,790","7,214","5,955","5,358","6,208","10,380","74,490",,
45111,Sporting goods stores,"2,355","2,263","2,790","2,852","3,006","3,171","3,092","3,293","2,678","2,477","2,687","4,583","35,247",,
45112,"Hobby, toy, and game stores",990,970,"1,054","1,045","1,025",983,"1,019",970,"1,024","1,151","1,776","2,892","14,899",,
451211,Book stores,"2,137",948,924,893,"1,028","1,016","1,013","2,244","1,485",938,943,"1,867","15,436",,
452,General merchandise stores,"43,368","43,183","46,229","46,488","49,943","46,979","46,993","48,721","44,088","48,387","53,348","69,768","5,87,495",,
4522,Department stores,"12,647","12,864","14,054","14,569","15,376","14,205","14,180","15,345","13,509","14,980","18,280","26,574","1,86,583",,
45221,Department stores,"12,647","12,864","14,054","14,569","15,376","14,205","14,180","15,345","13,509","14,980","18,280","26,574","1,86,583",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"30,721","30,319","32,175","31,919","34,567","32,774","32,813","33,376","30,579","33,407","35,068","43,194","4,00,912",,
452311,Warehouse clubs and supercenters,"27,636","27,007","28,560","28,175","30,585","29,012","29,109","29,740","26,927","29,420","30,774","37,584","3,54,529",,
452319,All other gen. merchandise stores,"3,085","3,312","3,615","3,744","3,982","3,762","3,704","3,636","3,652","3,987","4,294","5,610","46,383",,
453,Miscellaneous store retailers,"6,878","6,973","7,352","7,356","7,888","7,849","7,541","7,514","7,505","7,750","7,193","8,968","90,767",,
4532,"Office supplies, stationery, and gift stores","2,749","2,525","2,485","2,433","2,644","2,506","2,591","2,925","2,772","2,863","2,566","3,553","32,612",,
45321,Office supplies and stationery stores,"1,897","1,583","1,575","1,425","1,398","1,382","1,445","1,871","1,716","1,533","1,455","1,805","19,085",,
45322,"Gift, novelty, and souvenir stores",852,942,910,"1,008","1,246","1,124","1,146","1,054","1,056","1,330","1,111","1,748","13,527",,
45330,Used merchandise stores,704,781,849,810,752,751,764,780,809,859,790,855,"9,504",,
454,Nonstore retailers,"24,539","22,406","23,829","22,270","21,681","22,737","22,551","22,567","23,318","24,599","26,913","35,906","2,93,316",,
4541,Electronic shopping and mail-order houses,"17,906","16,528","18,182","17,628","17,516","18,372","18,312","18,453","18,922","19,495","21,755","29,430","2,32,499",,
45431,Fuel dealers,"4,542","3,667","3,231","2,279","1,868","1,942","1,815","1,839","2,035","2,652","2,955","4,182","33,007",,
722,Food services and drinking places,"35,359","34,139","37,564","36,903","39,225","37,357","38,248","37,927","35,599","37,259","34,644","36,593","4,40,817",,
7224,Drinking places,"1,465","1,400","1,621","1,529","1,607","1,586","1,634","1,540","1,473","1,552","1,432","1,495","18,334",,
7225,Restaurants and other eating places,"30,990","29,834","32,771","31,909","34,109","32,513","33,414","33,169","30,331","31,859","29,921","31,933","3,82,753",,
722511,Full service restaurants,"15,904","15,125","16,523","15,824","17,023","15,995","16,445","16,377","14,983","15,849","14,726","16,035","1,90,809",,
"722513, 722514, 722515",Limited service eating places,"15,086","14,709","16,248","16,085","17,086","16,518","16,969","16,792","15,348","16,010","15,195","15,898","1,91,944",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","3,29,787","3,28,376","3,22,634","3,24,323","3,27,011","3,32,227","3,33,670","3,39,586","3,30,998","3,34,595","3,37,321","3,38,736",,,
,Retail sales and food services excl motor vehicle and parts,"2,75,518","2,75,651","2,70,920","2,72,078","2,74,405","2,77,157","2,76,959","2,78,789","2,78,920","2,79,342","2,81,406","2,83,070",,,
,Retail sales and food services excl gasoline stations,"3,01,036","2,98,585","2,93,911","2,95,649","2,96,573","2,99,123","3,00,751","3,04,948","2,96,385","2,99,862","3,00,791","3,01,673",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"2,46,767","2,45,860","2,42,197","2,43,404","2,43,967","2,44,053","2,44,040","2,44,151","2,44,307","2,44,609","2,44,876","2,46,007",,,
,"Retail sales, total","2,92,449","2,91,429","2,86,022","2,87,530","2,90,215","2,95,458","2,96,928","3,02,871","2,94,449","2,98,067","3,00,583","3,01,959",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","2,38,180","2,38,704","2,34,308","2,35,285","2,37,609","2,40,388","2,40,217","2,42,074","2,42,371","2,42,814","2,44,668","2,46,293",,,
,GAFO(1),"90,983","91,034","88,477","89,076","89,293","88,783","88,939","89,495","89,240","89,800","89,264","89,833",,,
441,Motor vehicle and parts dealers,"54,269","52,725","51,714","52,245","52,606","55,070","56,711","60,797","52,078","55,253","55,915","55,666",,,
"4411,4412",Automobile and other motor vehicle dealers,"48,043","46,545","45,667","46,139","46,546","49,046","50,737","54,872","46,203","49,320","50,079","49,745",,,
4413,"Automotive parts, acc., and tire stores","6,226","6,180","6,047","6,106","6,060","6,024","5,974","5,925","5,875","5,933","5,836","5,921",,,
"442,443","Furniture, home furn, electronics, and appliance stores","15,906","15,821","14,832","14,795","14,764","14,787","14,666","14,656","14,613","14,471","14,813","14,772",,,
442,Furniture and home furnishings stores,"7,163","7,097","6,850","6,866","6,894","6,887","6,841","6,771","6,778","6,717","6,775","6,825",,,
443,Electronics and appliance stores,"8,743","8,724","7,982","7,929","7,870","7,900","7,825","7,885","7,835","7,754","8,038","7,947",,,
444,Building mat. and garden equip. and supplies dealers,"22,571","22,299","21,956","21,951","22,128","22,106","21,722","21,275","21,161","20,470","20,760","20,690",,,
4441,Building mat. and supplies dealers,"19,511","19,362","19,007","18,979","19,218","19,042","18,797","18,703","18,770","18,158","18,169","18,090",,,
445,Food and beverage stores,"47,023","46,239","46,182","46,449","46,558","46,638","46,644","46,600","46,859","46,953","47,049","47,301",,,
4451,Grocery stores,"42,496","41,772","41,693","41,952","42,001","42,178","42,131","42,053","42,342","42,462","42,509","42,734",,,
4453,"Beer, wine and liquor stores","3,231","3,159","3,177","3,177","3,212","3,151","3,199","3,233","3,219","3,229","3,219","3,273",,,
446,Health and personal care stores,"20,486","20,639","20,661","20,797","20,853","20,801","20,753","20,815","20,955","21,012","21,045","20,951",,,
44611,Pharmacies and drug stores,"17,631","17,920","18,009","18,111","18,139","18,083","18,058","18,069","18,276","18,284","18,291","18,155",,,
447,Gasoline stations,"28,751","29,791","28,723","28,674","30,438","33,104","32,919","34,638","34,613","34,733","36,530","37,063",,,
448,Clothing and clothing access. stores,"16,774","16,996","16,043","16,527","16,632","16,382","16,617","16,863","16,729","16,899","16,662","16,615",,,
4481,Clothing stores,"12,559","12,691","11,905","12,260","12,380","12,110","12,346","12,522","12,392","12,624","12,345","12,271",,,
44811,Men's clothing stores,623,620,589,629,609,594,621,594,597,573,568,566,,,
44812,Women's clothing stores,"2,899","2,921","2,859","2,981","2,970","2,936","2,934","3,044","2,994","2,993","2,967","2,882",,,
4482,Shoe stores,"2,097","2,132","2,069","2,095","2,090","2,082","2,117","2,164","2,138","2,127","2,119","2,147",,,
44831,Jewelry stores,"1,982","2,035","1,939","2,038","2,017","2,028","2,008","2,031","2,057","2,012","2,060","2,061",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,305","6,299","6,175","6,259","6,195","6,194","6,206","6,289","6,223","6,180","6,045","6,249",,,
452,General merchandise stores,"49,136","49,132","48,722","48,733","48,916","48,691","48,734","48,976","48,959","49,546","49,115","49,579",,,
4522,Department stores,"15,848","15,669","15,529","15,632","15,674","15,474","15,497","15,579","15,492","15,604","15,452","15,504",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"33,288","33,463","33,193","33,101","33,242","33,217","33,237","33,397","33,467","33,942","33,663","34,075",,,
452311,Warehouse clubs and supercenters,"29,589","29,678","29,443","29,288","29,380","29,394","29,403","29,533","29,493","29,959","29,676","30,091",,,
452319,All other gen. merchandise stores,"3,699","3,785","3,750","3,813","3,862","3,823","3,834","3,864","3,974","3,983","3,987","3,984",,,
453,Miscellaneous stores retailers,"7,652","7,813","7,695","7,719","7,522","7,541","7,448","7,441","7,475","7,463","7,485","7,637",,,
454,Nonstore retailers,"23,576","23,675","23,319","23,381","23,603","24,144","24,508","24,521","24,784","25,087","25,164","25,436",,,
4541,Electronic shopping and mail order houses,"18,403","18,508","18,310","18,478","18,714","19,098","19,502","19,548","19,814","19,934","20,088","20,227",,,
45431,Fuel dealers,"2,855","2,735","2,677","2,584","2,569","2,709","2,623","2,677","2,678","2,833","2,817","2,964",,,
722,Food services and drinking places,"37,338","36,947","36,612","36,793","36,796","36,769","36,742","36,715","36,549","36,528","36,738","36,777",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
