Estimates of Monthly Retail and Food Services Sales by Kind of Business: 1993,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 1993,Feb. 1993,Mar. 1993,Apr. 1993,May 1993,Jun. 1993,Jul. 1993,Aug. 1993,Sep. 1993,Oct. 1993,Nov. 1993,Dec. 1993,TOTAL,,
4411,Automobile dealers,"27,134","27,618","32,950","34,288","34,325","36,096","35,826","35,054","33,963","34,115","33,207","33,418","3,97,994",,
44111,New car dealers,"25,801","26,165","31,277","32,586","32,786","34,497","34,161","33,517","32,502","32,534","31,679","32,017","3,79,522",,
44112,Used car dealers,"1,333","1,453","1,673","1,702","1,539","1,599","1,665","1,537","1,461","1,581","1,528","1,401","18,472",,
4413,"Automotive parts, acc., and tire stores","3,053","3,079","3,510","3,689","3,685","3,840","3,937","3,946","3,784","3,821","3,668","3,497","43,509",,
"442,443","Furniture, home furn, electronics, and appliance stores","7,970","7,414","8,265","8,050","8,245","8,563","8,725","8,780","8,700","8,893","9,979","13,316","1,06,900",,
442,Furniture and home furnishings stores,"3,954","3,766","4,209","4,212","4,370","4,402","4,513","4,561","4,455","4,602","4,976","5,432","53,452",,
4421,Furniture stores,"2,494","2,391","2,650","2,585","2,703","2,681","2,743","2,712","2,688","2,757","2,959","3,174","32,537",,
4422,Home furnishings stores,"1,460","1,375","1,559","1,627","1,667","1,721","1,770","1,849","1,767","1,845","2,017","2,258","20,915",,
44221,Floor covering stores,773,751,854,904,872,913,911,946,949,975,942,929,"10,719",,
442299,All other home furnishings stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
443,Electronics and appliance stores,"4,016","3,648","4,056","3,838","3,875","4,161","4,212","4,219","4,245","4,291","5,003","7,884","53,448",,
443141,Household appliance stores,620,574,647,679,704,778,891,791,718,748,778,918,"8,846",,
443142,Electronics stores,"3,396","3,074","3,409","3,159","3,171","3,383","3,321","3,428","3,527","3,543","4,225","6,966","44,602",,
444,Building mat. and garden equip. and supplies dealers,"8,847","9,106","10,952","12,235","13,145","13,066","12,390","12,339","12,022","12,092","11,749","11,500","1,39,443",,
4441,Building mat. and supplies dealers,"7,667","7,852","9,315","10,045","10,661","10,975","10,707","10,799","10,476","10,607","10,289","9,850","1,19,243",,
44412,Paint and wallpaper stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
44413,Hardware stores,853,780,954,"1,059","1,248","1,169","1,146","1,064","1,041","1,073","1,061","1,163","12,611",,
445,Food and beverage stores,"29,426","27,551","29,835","30,180","31,235","30,706","32,353","30,580","30,005","30,592","30,180","34,160","3,66,803",,
4451,Grocery stores,"27,191","25,395","27,528","27,729","28,701","28,189","29,662","28,088","27,646","28,150","27,706","30,719","3,36,704",,
44511,Supermarkets and other grocery (except convenience) stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4453,"Beer, wine, and liquor stores","1,512","1,433","1,573","1,606","1,683","1,679","1,828","1,665","1,600","1,647","1,670","2,287","20,183",,
446,Health and personal care stores,"7,087","7,059","7,629","7,633","7,591","7,553","7,580","7,450","7,312","7,463","7,446","9,735","91,538",,
44611,Pharmacies and drug stores,"6,141","6,176","6,619","6,631","6,572","6,498","6,517","6,394","6,291","6,460","6,514","8,629","79,442",,
447,Gasoline stations,"12,356","11,897","12,989","13,201","13,906","13,820","14,263","13,944","13,211","13,791","13,358","13,571","1,60,307",,
448,Clothing and clothing access. stores,"7,297","7,306","8,531","9,610","9,787","9,364","9,511","10,331","9,735","10,060","11,430","18,272","1,21,234",,
4481,Clothing stores,"5,306","5,150","6,196","6,945","6,958","6,562","6,731","7,202","6,919","7,351","8,296","12,378","85,994",,
44811,Men's clothing stores,686,608,696,785,796,779,709,717,735,821,894,"1,566","9,792",,
44812,Women's clothing stores,"2,089","1,972","2,403","2,718","2,827","2,511","2,499","2,584","2,581","2,670","2,877","4,105","31,836",,
44814,Family clothing stores,"1,922","1,970","2,387","2,656","2,621","2,587","2,742","3,017","2,783","3,050","3,664","5,512","34,911",,
44819,Other clothing stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4482,Shoe stores,"1,157","1,146","1,419","1,648","1,594","1,543","1,523","1,870","1,637","1,503","1,587","2,149","18,776",,
44831,Jewelry stores,743,927,836,932,"1,155","1,176","1,184","1,178","1,103","1,126","1,449","3,553","15,362",,
451,"Sporting goods, hobby, musical instrument, and book stores","3,357","2,560","2,906","2,970","2,942","2,986","2,956","3,597","3,468","3,296","4,110","7,515","42,663",,
45111,Sporting goods stores,960,915,"1,129","1,272","1,292","1,356","1,357","1,428","1,223","1,118","1,284","2,308","15,642",,
45112,"Hobby, toy, and game stores",566,545,645,695,648,683,705,645,634,756,"1,399","3,094","11,015",,
451211,Book stores,961,547,580,561,590,596,585,948,871,645,667,"1,227","8,778",,
452,General merchandise stores,"15,992","16,237","19,034","20,164","21,411","20,415","20,509","21,774","20,560","22,525","26,690","39,758","2,65,069",,
4522,Department stores,"11,120","11,282","13,449","14,213","15,040","14,273","14,253","15,476","14,478","15,941","19,135","29,025","1,87,685",,
45221,Department stores,"11,120","11,282","13,449","14,213","15,040","14,273","14,253","15,476","14,478","15,941","19,135","29,025","1,87,685",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"4,872","4,955","5,585","5,951","6,371","6,142","6,256","6,298","6,082","6,584","7,555","10,733","77,384",,
452311,Warehouse clubs and supercenters,"2,878","2,885","3,260","3,454","3,771","3,666","3,742","3,792","3,699","4,082","4,727","6,672","46,628",,
452319,All other gen. merchandise stores,"1,994","2,070","2,325","2,497","2,600","2,476","2,514","2,506","2,383","2,502","2,828","4,061","30,756",,
453,Miscellaneous store retailers,"3,664","3,636","3,634","4,070","4,402","4,514","4,304","4,477","4,363","4,507","4,376","6,401","52,348",,
4532,"Office supplies, stationery, and gift stores","1,511","1,522","1,497","1,628","1,701","1,735","1,725","1,844","1,771","1,798","2,038","3,192","21,962",,
45321,Office supplies and stationery stores,854,805,814,795,827,872,865,983,961,940,"1,018","1,150","10,884",,
45322,"Gift, novelty, and souvenir stores",657,717,683,833,874,863,860,861,810,858,"1,020","2,042","11,078",,
45330,Used merchandise stores,310,332,320,321,343,549,409,479,388,420,377,498,"4,746",,
454,Nonstore retailers,"5,934","5,735","6,492","5,584","5,355","4,991","4,896","5,281","5,966","6,703","8,020","8,862","73,819",,
4541,Electronic shopping and mail-order houses,"3,002","2,690","3,240","2,909","2,741","2,620","2,575","2,845","3,222","3,802","4,869","5,446","39,961",,
45431,Fuel dealers,"1,855","1,849","1,869","1,280","1,082","1,042","1,002","1,087","1,183","1,411","1,629","1,975","17,264",,
722,Food services and drinking places,"15,849","15,286","17,037","17,452","18,294","18,160","18,678","18,912","17,712","18,332","17,079","17,962","2,10,753",,
7224,Drinking places,871,834,926,958,960,924,996,956,882,939,889,894,"11,029",,
7225,Restaurants and other eating places,"13,775","13,268","14,806","15,137","15,847","15,772","16,245","16,471","15,408","15,930","14,846","15,648","1,83,153",,
722511,Full service restaurants,"6,725","6,570","7,182","7,367","7,741","7,654","7,885","8,152","7,566","7,876","7,286","7,600","89,604",,
"722513, 722514, 722515",Limited service eating places,"7,050","6,698","7,624","7,770","8,106","8,118","8,360","8,319","7,842","8,054","7,560","8,048","93,549",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","1,69,500","1,68,840","1,67,682","1,72,102","1,72,960","1,73,018","1,75,822","1,75,233","1,76,608","1,77,588","1,79,758","1,81,077",,,
,Retail sales and food services excl motor vehicle and parts,"1,33,412","1,33,092","1,32,443","1,34,384","1,35,168","1,35,093","1,36,477","1,35,944","1,37,233","1,37,934","1,38,617","1,39,138",,,
,Retail sales and food services excl gasoline stations,"1,56,257","1,55,427","1,54,387","1,58,700","1,59,615","1,59,768","1,62,467","1,62,053","1,63,371","1,63,974","1,66,169","1,67,587",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"1,20,169","1,19,679","1,19,148","1,20,982","1,21,823","1,21,843","1,23,122","1,22,764","1,23,996","1,24,320","1,25,028","1,25,648",,,
,"Retail sales, total","1,52,329","1,51,742","1,50,525","1,54,720","1,55,537","1,55,353","1,58,267","1,57,425","1,58,535","1,59,773","1,62,004","1,63,258",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","1,16,241","1,15,994","1,15,286","1,17,002","1,17,745","1,17,428","1,18,922","1,18,136","1,19,160","1,20,119","1,20,863","1,21,319",,,
,GAFO(1),"45,564","44,881","44,600","45,784","46,204","46,149","46,824","46,651","47,157","47,198","47,499","47,827",,,
441,Motor vehicle and parts dealers,"36,088","35,748","35,239","37,718","37,792","37,925","39,345","39,289","39,375","39,654","41,141","41,939",,,
"4411,4412",Automobile and other motor vehicle dealers,"32,603","32,221","31,821","34,154","34,161","34,309","35,641","35,591","35,614","35,937","37,436","38,289",,,
4413,"Automotive parts, acc., and tire stores","3,485","3,527","3,418","3,564","3,631","3,616","3,704","3,698","3,761","3,717","3,705","3,650",,,
"442,443","Furniture, home furn, electronics, and appliance stores","8,749","8,547","8,569","8,714","8,832","8,887","8,963","8,968","9,047","9,045","9,126","9,161",,,
442,Furniture and home furnishings stores,"4,468","4,339","4,304","4,392","4,473","4,446","4,473","4,480","4,468","4,499","4,528","4,523",,,
443,Electronics and appliance stores,"4,281","4,208","4,265","4,322","4,359","4,441","4,490","4,488","4,579","4,546","4,598","4,638",,,
444,Building mat. and garden equip. and supplies dealers,"11,217","11,343","11,111","11,366","11,599","11,571","11,656","11,757","11,632","11,801","12,198","12,190",,,
4441,Building mat. and supplies dealers,"9,548","9,706","9,564","9,743","9,954","9,861","9,942","9,999","9,939","10,121","10,382","10,412",,,
445,Food and beverage stores,"30,313","30,549","30,382","30,543","30,545","30,435","30,905","30,371","30,595","30,714","30,752","30,838",,,
4451,Grocery stores,"27,746","27,999","27,891","28,037","28,028","27,910","28,358","27,865","28,124","28,235","28,271","28,365",,,
4453,"Beer, wine and liquor stores","1,728","1,718","1,699","1,682","1,678","1,679","1,691","1,670","1,660","1,659","1,667","1,662",,,
446,Health and personal care stores,"7,437","7,566","7,509","7,595","7,591","7,599","7,672","7,610","7,673","7,686","7,692","7,851",,,
44611,Pharmacies and drug stores,"6,424","6,549","6,521","6,591","6,612","6,631","6,691","6,605","6,643","6,653","6,667","6,794",,,
447,Gasoline stations,"13,243","13,413","13,295","13,402","13,345","13,250","13,355","13,180","13,237","13,614","13,589","13,490",,,
448,Clothing and clothing access. stores,"10,278","9,889","9,601","10,017","10,089","10,071","10,290","10,094","10,263","10,162","10,174","10,208",,,
4481,Clothing stores,"7,437","7,094","6,867","7,188","7,232","7,096","7,233","7,080","7,237","7,199","7,195","7,176",,,
44811,Men's clothing stores,820,806,812,825,830,808,825,798,811,817,797,829,,,
44812,Women's clothing stores,"2,959","2,668","2,540","2,670","2,713","2,640","2,719","2,626","2,669","2,623","2,608","2,553",,,
4482,Shoe stores,"1,551","1,520","1,503","1,536","1,561","1,557","1,551","1,573","1,597","1,575","1,593","1,633",,,
44831,Jewelry stores,"1,185","1,169","1,131","1,190","1,194","1,320","1,411","1,356","1,345","1,305","1,302","1,317",,,
451,"Sporting goods, hobby, musical instrument, and book stores","3,493","3,400","3,455","3,536","3,536","3,509","3,540","3,544","3,561","3,556","3,650","3,666",,,
452,General merchandise stores,"21,233","21,327","21,225","21,677","21,923","21,822","22,217","22,219","22,415","22,570","22,669","22,883",,,
4522,Department stores,"15,296","15,144","15,010","15,399","15,537","15,480","15,714","15,760","15,823","15,989","15,972","16,009",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"5,937","6,183","6,215","6,278","6,386","6,342","6,503","6,459","6,592","6,581","6,697","6,874",,,
452311,Warehouse clubs and supercenters,"3,390","3,579","3,606","3,674","3,749","3,779","3,882","3,889","4,016","4,066","4,165","4,404",,,
452319,All other gen. merchandise stores,"2,547","2,604","2,609","2,604","2,637","2,563","2,621","2,570","2,576","2,515","2,532","2,470",,,
453,Miscellaneous stores retailers,"4,539","4,149","4,102","4,269","4,204","4,392","4,310","4,353","4,424","4,625","4,413","4,594",,,
454,Nonstore retailers,"5,739","5,811","6,037","5,883","6,081","5,892","6,014","6,040","6,313","6,346","6,600","6,438",,,
4541,Electronic shopping and mail order houses,"3,111","3,154","3,158","3,155","3,140","3,086","3,163","3,204","3,342","3,475","3,686","3,623",,,
45431,Fuel dealers,"1,350","1,361","1,568","1,372","1,387","1,478","1,454","1,471","1,466","1,498","1,497","1,423",,,
722,Food services and drinking places,"17,171","17,098","17,157","17,382","17,423","17,665","17,555","17,808","18,073","17,815","17,754","17,819",,,
,,,,,,,,,,,,,,,,
(NA) Not advailable,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
