Estimates of Monthly Retail and Food Services Sales by Kind of Business: 1994,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 1994,Feb. 1994,Mar. 1994,Apr. 1994,May 1994,Jun. 1994,Jul. 1994,Aug. 1994,Sep. 1994,Oct. 1994,Nov. 1994,Dec. 1994,TOTAL,,
443,Electronics and appliance stores,"4,402","4,150","4,671","4,374","4,498","4,823","4,800","5,033","4,990","5,175","6,099","9,645","62,660",,
443141,Household appliance stores,619,573,669,654,679,801,762,745,691,722,856,976,"8,747",,
443142,Electronics stores,"3,783","3,577","4,002","3,720","3,819","4,022","4,038","4,288","4,299","4,453","5,243","8,669","53,913",,
444,Building mat. and garden equip. and supplies dealers,"9,622","9,759","12,527","13,787","14,868","14,573","13,464","14,183","13,670","13,761","12,866","12,561","1,55,641",,
4441,Building mat. and supplies dealers,"8,311","8,407","10,582","11,206","12,121","12,331","11,743","12,607","12,032","12,159","11,455","10,908","1,33,862",,
44412,Paint and wallpaper stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
44413,Hardware stores,926,837,"1,017","1,190","1,253","1,229","1,176","1,154","1,100","1,161","1,127","1,204","13,374",,
445,Food and beverage stores,"29,658","27,949","31,287","30,585","31,569","31,887","32,622","31,965","31,228","31,212","31,276","35,376","3,76,614",,
4451,Grocery stores,"27,519","25,829","28,874","28,152","29,015","29,332","29,947","29,403","28,724","28,703","28,702","31,738","3,45,938",,
44511,Supermarkets and other grocery (except convenience) stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4453,"Beer, wine, and liquor stores","1,450","1,410","1,607","1,648","1,715","1,741","1,858","1,742","1,710","1,693","1,731","2,416","20,721",,
446,Health and personal care stores,"7,431","7,136","7,986","7,679","7,942","7,886","7,757","8,032","7,730","7,882","7,844","9,996","95,301",,
44611,Pharmacies and drug stores,"6,484","6,187","6,905","6,604","6,768","6,651","6,555","6,810","6,552","6,760","6,782","8,705","81,763",,
447,Gasoline stations,"12,564","12,150","13,489","13,489","14,188","14,555","14,970","15,425","14,562","14,696","14,382","14,846","1,69,316",,
448,Clothing and clothing access. stores,"7,077","7,676","9,661","9,607","9,736","9,629","9,467","10,846","9,936","10,434","12,003","19,396","1,25,468",,
4481,Clothing stores,"5,000","5,289","6,929","6,847","6,780","6,781","6,661","7,563","6,996","7,525","8,589","12,966","87,926",,
44811,Men's clothing stores,678,624,752,764,779,808,707,739,738,817,913,"1,532","9,851",,
44812,Women's clothing stores,"1,758","1,938","2,520","2,517","2,512","2,407","2,211","2,494","2,376","2,527","2,748","4,065","30,073",,
44814,Family clothing stores,"1,974","2,101","2,842","2,775","2,752","2,844","2,935","3,316","2,996","3,279","3,934","5,946","37,694",,
44819,Other clothing stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4482,Shoe stores,"1,175","1,223","1,683","1,608","1,617","1,604","1,601","1,961","1,689","1,579","1,679","2,247","19,666",,
44831,Jewelry stores,842,"1,109",986,"1,090","1,274","1,172","1,141","1,231","1,162","1,233","1,615","3,922","16,777",,
451,"Sporting goods, hobby, musical instrument, and book stores","3,533","2,855","3,259","3,162","3,221","3,299","3,240","4,188","3,994","3,717","4,571","8,078","47,117",,
45111,Sporting goods stores,"1,091","1,116","1,392","1,451","1,451","1,570","1,484","1,628","1,378","1,242","1,381","2,452","17,636",,
45112,"Hobby, toy, and game stores",586,604,775,740,703,719,736,758,763,934,"1,590","3,265","12,173",,
451211,Book stores,"1,015",612,611,588,659,698,655,"1,114",987,708,746,"1,362","9,755",,
452,General merchandise stores,"16,988","17,601","21,669","21,335","22,287","22,492","21,696","23,451","22,023","24,004","28,584","42,166","2,84,296",,
4522,Department stores,"11,627","12,157","15,254","14,886","15,444","15,548","14,950","16,447","15,257","16,661","20,269","30,445","1,98,945",,
45221,Department stores,"11,627","12,157","15,254","14,886","15,444","15,548","14,950","16,447","15,257","16,661","20,269","30,445","1,98,945",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"5,361","5,444","6,415","6,449","6,843","6,944","6,746","7,004","6,766","7,343","8,315","11,721","85,351",,
452311,Warehouse clubs and supercenters,"3,560","3,574","4,219","4,281","4,593","4,691","4,628","4,795","4,633","5,067","5,747","7,968","57,756",,
452319,All other gen. merchandise stores,"1,801","1,870","2,196","2,168","2,250","2,253","2,118","2,209","2,133","2,276","2,568","3,753","27,595",,
453,Miscellaneous store retailers,"3,722","4,021","4,417","4,376","5,210","5,030","4,982","5,478","5,237","4,968","5,163","7,088","59,692",,
4532,"Office supplies, stationery, and gift stores","1,672","1,780","1,796","1,746","1,960","1,956","1,984","2,224","2,072","2,061","2,295","3,580","25,126",,
45321,Office supplies and stationery stores,"1,081","1,020","1,019",956,"1,020",988,980,"1,226","1,164","1,063","1,151","1,324","12,992",,
45322,"Gift, novelty, and souvenir stores",591,760,777,790,940,968,"1,004",998,908,998,"1,144","2,256","12,134",,
45330,Used merchandise stores,326,350,411,351,342,348,327,453,433,419,400,517,"4,677",,
454,Nonstore retailers,"7,035","6,577","7,291","6,349","6,131","5,948","5,562","6,385","6,670","7,504","8,501","9,562","83,515",,
4541,Electronic shopping and mail-order houses,"3,469","3,085","3,827","3,553","3,401","3,236","3,041","3,532","3,743","4,232","5,161","5,910","46,190",,
45431,Fuel dealers,"2,376","2,152","1,866","1,235","1,146","1,085","1,040","1,186","1,264","1,450","1,605","2,007","18,412",,
722,Food services and drinking places,"15,728","16,151","18,354","18,361","18,969","18,998","19,716","19,508","18,418","18,903","17,861","19,146","2,20,113",,
7224,Drinking places,824,827,933,934,924,891,902,902,876,896,879,935,"10,723",,
7225,Restaurants and other eating places,"13,724","14,093","16,024","16,012","16,537","16,576","17,277","17,070","16,124","16,555","15,638","16,747","1,92,377",,
722511,Full service restaurants,"6,839","7,107","7,986","7,950","8,165","8,093","8,480","8,454","7,887","8,068","7,637","8,159","94,825",,
"722513, 722514, 722515",Limited service eating places,"6,885","6,986","8,038","8,062","8,372","8,483","8,797","8,616","8,237","8,487","8,001","8,588","97,552",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","1,79,615","1,83,101","1,86,721","1,86,423","1,85,616","1,87,800","1,88,062","1,90,771","1,92,585","1,93,914","1,94,425","1,94,939",,,
,Retail sales and food services excl motor vehicle and parts,"1,38,384","1,40,389","1,42,940","1,42,587","1,42,378","1,44,275","1,45,012","1,46,595","1,47,260","1,48,228","1,48,131","1,49,169",,,
,Retail sales and food services excl gasoline stations,"1,66,105","1,69,388","1,72,999","1,72,701","1,72,026","1,73,898","1,73,886","1,76,274","1,78,052","1,79,349","1,79,749","1,80,182",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"1,24,874","1,26,676","1,29,218","1,28,865","1,28,788","1,30,373","1,30,836","1,32,098","1,32,727","1,33,663","1,33,455","1,34,412",,,
,"Retail sales, total","1,62,369","1,65,075","1,68,330","1,68,262","1,67,412","1,69,337","1,69,514","1,72,332","1,74,018","1,75,309","1,75,761","1,76,168",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","1,21,138","1,22,363","1,24,549","1,24,426","1,24,174","1,25,812","1,26,464","1,28,156","1,28,693","1,29,623","1,29,467","1,30,398",,,
,GAFO(1),"47,524","48,561","49,623","49,026","49,043","49,950","49,989","50,792","50,884","51,770","51,628","52,043",,,
441,Motor vehicle and parts dealers,"41,231","42,712","43,781","43,836","43,238","43,525","43,050","44,176","45,325","45,686","46,294","45,770",,,
"4411,4412",Automobile and other motor vehicle dealers,"37,370","38,793","39,835","39,866","39,326","39,564","39,042","40,118","41,311","41,623","42,207","41,665",,,
4413,"Automotive parts, acc., and tire stores","3,861","3,919","3,946","3,970","3,912","3,961","4,008","4,058","4,014","4,063","4,087","4,105",,,
"442,443","Furniture, home furn, electronics, and appliance stores","9,133","9,411","9,635","9,723","9,824","9,979","10,083","10,262","10,345","10,587","10,621","10,773",,,
442,Furniture and home furnishings stores,"4,420","4,608","4,734","4,747","4,804","4,832","4,877","4,992","5,002","5,082","5,020","5,076",,,
443,Electronics and appliance stores,"4,713","4,803","4,901","4,976","5,020","5,147","5,206","5,270","5,343","5,505","5,601","5,697",,,
444,Building mat. and garden equip. and supplies dealers,"12,185","12,170","12,624","13,070","12,910","12,825","13,017","13,137","13,245","13,441","13,300","13,530",,,
4441,Building mat. and supplies dealers,"10,389","10,405","10,743","11,161","11,019","11,039","11,259","11,430","11,394","11,635","11,571","11,716",,,
445,Food and beverage stores,"30,766","31,016","31,143","31,293","31,125","31,509","31,329","31,545","31,850","31,606","31,624","31,789",,,
4451,Grocery stores,"28,283","28,509","28,616","28,756","28,558","28,956","28,768","28,997","29,251","29,022","29,051","29,198",,,
4453,"Beer, wine and liquor stores","1,678","1,693","1,708","1,724","1,738","1,732","1,746","1,723","1,757","1,735","1,721","1,731",,,
446,Health and personal care stores,"7,806","7,648","7,829","7,764","7,856","7,926","8,005","8,048","8,086","8,134","8,103","8,173",,,
44611,Pharmacies and drug stores,"6,775","6,568","6,770","6,691","6,734","6,773","6,871","6,886","6,904","6,976","6,927","6,964",,,
447,Gasoline stations,"13,510","13,713","13,722","13,722","13,590","13,902","14,176","14,497","14,533","14,565","14,676","14,757",,,
448,Clothing and clothing access. stores,"10,165","10,314","10,502","10,215","10,111","10,324","10,377","10,545","10,403","10,701","10,641","10,662",,,
4481,Clothing stores,"7,118","7,249","7,384","7,246","7,122","7,300","7,259","7,414","7,234","7,465","7,423","7,430",,,
44811,Men's clothing stores,821,822,844,829,819,838,829,816,800,823,812,808,,,
44812,Women's clothing stores,"2,548","2,608","2,574","2,520","2,422","2,513","2,435","2,532","2,420","2,519","2,494","2,505",,,
4482,Shoe stores,"1,614","1,616","1,705","1,524","1,592","1,607","1,639","1,645","1,658","1,685","1,667","1,687",,,
44831,Jewelry stores,"1,360","1,379","1,336","1,369","1,315","1,333","1,395","1,394","1,417","1,447","1,448","1,433",,,
451,"Sporting goods, hobby, musical instrument, and book stores","3,715","3,807","3,839","3,791","3,862","3,904","3,904","4,011","4,043","4,080","3,968","4,001",,,
452,General merchandise stores,"22,562","23,049","23,601","23,284","23,180","23,626","23,484","23,816","23,950","24,216","24,265","24,443",,,
4522,Department stores,"15,993","16,274","16,689","16,340","16,291","16,523","16,483","16,630","16,693","16,829","16,849","16,886",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"6,569","6,775","6,912","6,944","6,889","7,103","7,001","7,186","7,257","7,387","7,416","7,557",,,
452311,Warehouse clubs and supercenters,"4,233","4,423","4,561","4,603","4,625","4,792","4,776","4,918","4,976","5,067","5,127","5,252",,,
452319,All other gen. merchandise stores,"2,336","2,352","2,351","2,341","2,264","2,311","2,225","2,268","2,281","2,320","2,289","2,305",,,
453,Miscellaneous stores retailers,"4,547","4,540","4,875","4,681","4,938","4,902","5,098","5,172","5,224","5,173","5,233","5,175",,,
454,Nonstore retailers,"6,749","6,695","6,779","6,883","6,778","6,915","6,991","7,123","7,014","7,120","7,036","7,095",,,
4541,Electronic shopping and mail order houses,"3,629","3,655","3,734","3,930","3,775","3,798","3,787","3,877","3,859","3,897","3,928","4,001",,,
45431,Fuel dealers,"1,703","1,594","1,554","1,392","1,427","1,511","1,573","1,586","1,545","1,533","1,518","1,472",,,
722,Food services and drinking places,"17,246","18,026","18,391","18,161","18,204","18,463","18,548","18,439","18,567","18,605","18,664","18,771",,,
,,,,,,,,,,,,,,,,
(NA) Not advailable,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
