Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2014,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,
,,Jan. 2014,Feb. 2014,Mar. 2014,Apr. 2014,May 2014,Jun. 2014,Jul. 2014,Aug. 2014,Sep. 2014,Oct. 2014,Nov. 2014,Dec. 2014,TOTAL,
"442,443","Furniture, home furn, electronics, and appliance stores","14,847","14,857","16,023","14,762","15,810","15,238","16,039","16,656","16,302","16,252","19,334","23,377","1,99,497",
442,Furniture and home furnishings stores,"7,071","7,100","7,966","7,654","8,244","7,749","8,261","8,591","8,235","8,301","8,799","10,053","98,024",
4421,Furniture stores,"3,873","4,037","4,554","4,126","4,573","4,156","4,407","4,672","4,563","4,458","4,714","4,807","52,940",
4422,Home furnishings stores,"3,198","3,063","3,412","3,528","3,671","3,593","3,854","3,919","3,672","3,843","4,085","5,246","45,084",
44221,Floor covering stores,"1,226","1,194","1,351","1,467","1,483","1,524","1,533","1,586","1,511","1,609","1,394","1,394","17,272",
442299,All other home furnishings stores,"1,882","1,778","1,957","1,947","2,083","1,963","2,211","2,222","2,056","2,132","2,593","3,764","26,588",
443,Electronics and appliance stores,"7,776","7,757","8,057","7,108","7,566","7,489","7,778","8,065","8,067","7,951","10,535","13,324","1,01,473",
443141,Household appliance stores,"1,242","1,256","1,384","1,274","1,423","1,422","1,453","1,439","1,423","1,435","1,578","1,605","16,934",
443142,Electronics stores,"6,534","6,501","6,673","5,834","6,143","6,067","6,325","6,626","6,644","6,516","8,957","11,719","84,539",
444,Building mat. and garden equip. and supplies dealers,"19,547","18,662","23,924","29,909","33,169","29,840","28,424","26,241","25,990","27,110","24,633","23,867","3,11,316",
4441,Building mat. and supplies dealers,"17,407","16,569","20,410","24,196","26,878","25,181","25,117","23,409","23,271","23,893","21,536","20,639","2,68,506",
44412,Paint and wallpaper stores,620,614,789,887,954,964,"1,032",972,955,939,718,694,"10,138",
44413,Hardware stores,"1,637","1,545","1,835","1,937","2,153","1,994","1,970","1,911","1,869","2,032","1,888","1,897","22,668",
445,Food and beverage stores,"53,531","49,409","53,759","53,617","57,158","54,668","56,785","56,694","53,744","56,272","56,345","60,481","6,62,463",
4451,Grocery stores,"48,986","44,951","48,848","48,545","51,589","49,284","51,201","51,140","48,699","50,889","50,870","52,837","5,97,839",
44511,Supermarkets and other grocery (except convenience) stores,"47,266","43,229","46,918","46,564","49,436","47,161","48,964","48,887","46,638","48,865","48,968","51,009","5,73,905",
4453,"Beer, wine, and liquor stores","3,213","3,143","3,466","3,511","3,947","3,822","4,014","3,988","3,601","3,857","3,865","5,245","45,672",
446,Health and personal care stores,"23,507","22,121","23,897","23,685","24,377","23,641","24,005","24,008","23,966","24,825","23,411","28,115","2,89,558",
44611,Pharmacies and drug stores,"20,279","18,797","20,107","20,223","20,646","19,995","20,458","20,168","20,216","21,154","19,703","23,427","2,45,173",
447,Gasoline stations,"42,544","40,578","46,289","47,262","50,559","48,610","49,788","49,348","46,161","46,147","40,887","37,656","5,45,829",
448,Clothing and clothing access. stores,"14,828","17,106","19,639","19,889","21,094","18,536","19,413","21,528","18,243","19,790","22,985","31,870","2,44,921",
4481,Clothing stores,"10,839","11,841","14,549","14,701","15,331","13,751","14,391","15,565","13,608","14,919","17,463","22,234","1,79,192",
44811,Men's clothing stores,579,644,712,795,812,714,666,704,706,773,819,"1,091","9,015",
44812,Women's clothing stores,"2,399","2,742","3,446","3,497","3,662","3,087","3,082","3,349","3,148","3,377","3,742","4,805","40,336",
44814,Family clothing stores,"5,669","6,218","7,745","7,880","8,235","7,445","8,085","8,501","7,389","8,249","9,811","12,220","97,447",
44819,Other clothing stores,"1,091","1,045","1,205","1,114","1,170","1,175","1,093","1,243",980,"1,069","1,360","1,819","14,364",
4482,Shoe stores,"2,002","2,594","2,861","2,824","2,809","2,509","2,780","3,614","2,474","2,577","2,866","3,771","33,681",
44831,Jewelry stores,"1,805","2,479","2,050","2,190","2,732","2,099","2,069","2,172","1,991","2,125","2,473","5,503","29,688",
451,"Sporting goods, hobby, musical instrument, and book stores","5,707","5,122","5,979","5,910","6,144","6,185","6,225","7,775","6,389","6,129","7,346","11,261","80,172",
45111,Sporting goods stores,"2,630","2,710","3,434","3,403","3,559","3,805","3,717","4,243","3,405","3,324","3,776","5,649","43,655",
45112,"Hobby, toy, and game stores",977,"1,046","1,171","1,155","1,130","1,044","1,139","1,143","1,206","1,306","2,059","3,374","16,750",
451211,Book stores,"1,426",699,655,654,759,671,675,"1,631","1,026",698,700,"1,283","10,877",
452,General merchandise stores,"47,870","49,267","54,290","53,063","57,227","54,295","54,156","57,421","51,138","55,095","61,667","73,616","6,69,105",
4522,Department stores,"8,533","9,255","10,466","10,224","10,826","9,931","9,602","10,576","8,951","9,593","12,090","16,923","1,26,970",
45221,Department stores,"8,533","9,255","10,466","10,224","10,826","9,931","9,602","10,576","8,951","9,593","12,090","16,923","1,26,970",
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"39,337","40,012","43,824","42,839","46,401","44,364","44,554","46,845","42,187","45,502","49,577","56,693","5,42,135",
452311,Warehouse clubs and supercenters,"34,868","35,214","38,730","37,616","40,790","39,059","39,250","41,579","37,160","40,028","43,839","49,553","4,77,686",
452319,All other gen. merchandise stores,"4,469","4,798","5,094","5,223","5,611","5,305","5,304","5,266","5,027","5,474","5,738","7,140","64,449",
453,Miscellaneous store retailers,"7,240","7,294","7,967","7,992","9,373","8,603","8,772","9,041","8,619","9,373","8,553","9,938","1,02,765",
4532,"Office supplies, stationery, and gift stores","2,355","2,273","2,321","2,303","2,405","2,268","2,552","2,999","2,613","3,053","2,389","3,299","30,830",
45321,Office supplies and stationery stores,"1,447","1,255","1,311","1,226","1,170","1,060","1,217","1,645","1,348","1,209","1,126","1,346","15,360",
45322,"Gift, novelty, and souvenir stores",908,"1,018","1,010","1,077","1,235","1,208","1,335","1,354","1,265","1,844","1,263","1,953","15,470",
45330,Used merchandise stores,968,"1,009","1,166","1,159","1,181","1,139","1,228","1,248","1,198","1,300","1,156","1,141","13,893",
454,Nonstore retailers,"35,664","33,110","35,640","33,966","33,810","33,235","33,913","33,908","34,641","36,862","40,521","54,643","4,39,913",
4541,Electronic shopping and mail-order houses,"26,968","25,236","28,527","28,501","28,906","28,813","29,441","29,445","29,918","31,407","34,805","48,119","3,70,086",
45431,Fuel dealers,"6,533","5,758","4,808","3,061","2,297","1,976","2,015","2,047","2,304","2,865","3,385","4,149","41,198",
722,Food services and drinking places,"42,050","41,996","48,380","46,667","49,905","46,827","47,645","49,020","46,043","49,066","46,659","49,774","5,64,032",
7224,Drinking places,"1,517","1,501","1,750","1,597","1,748","1,616","1,605","1,674","1,589","1,721","1,593","1,636","19,547",
7225,Restaurants and other eating places,"37,121","36,887","42,689","40,953","43,854","41,589","42,450","43,528","39,935","42,574","40,864","44,196","4,96,640",
722511,Full service restaurants,"19,386","19,432","22,219","20,703","22,319","20,685","21,052","21,886","19,924","21,331","20,860","23,075","2,52,872",
"722513, 722514, 722515",Limited service eating places,"17,735","17,455","20,470","20,250","21,535","20,904","21,398","21,642","20,011","21,243","20,004","21,121","2,43,768",
,ADJUSTED(2),,,,,,,,,,,,,,
,"Retail and food services sales, total","4,11,561","4,16,736","4,21,230","4,25,546","4,26,253","4,27,305","4,28,079","4,31,379","4,30,189","4,31,903","4,33,113","4,30,110",,
,Retail sales and food services excl motor vehicle and parts,"3,33,704","3,36,741","3,38,208","3,41,148","3,41,774","3,42,562","3,42,903","3,45,426","3,45,318","3,46,551","3,46,656","3,44,219",,
,Retail sales and food services excl gasoline stations,"3,64,551","3,69,332","3,74,426","3,78,566","3,79,526","3,81,662","3,82,402","3,85,559","3,84,889","3,87,488","3,89,570","3,89,707",,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"2,86,694","2,89,337","2,91,404","2,94,168","2,95,047","2,96,919","2,97,226","2,99,606","3,00,018","3,02,136","3,03,113","3,03,816",,
,"Retail sales, total","3,66,684","3,71,335","3,75,285","3,79,432","3,79,787","3,80,618","3,81,045","3,84,017","3,82,277","3,83,323","3,84,459","3,80,682",,
,"Retail sales, total (excl. motor vehicle and parts dealers)","2,88,827","2,91,340","2,92,263","2,95,034","2,95,308","2,95,875","2,95,869","2,98,064","2,97,406","2,97,971","2,98,002","2,94,791",,
,GAFO(1),"99,396","1,00,748","1,01,115","1,02,269","1,01,598","1,01,777","1,02,066","1,02,877","1,02,538","1,03,147","1,03,668","1,03,380",,
441,Motor vehicle and parts dealers,"77,857","79,995","83,022","84,398","84,479","84,743","85,176","85,953","84,871","85,352","86,457","85,891",,
"4411,4412",Automobile and other motor vehicle dealers,"70,828","72,886","75,910","77,298","77,484","77,830","78,257","78,972","77,904","78,362","79,073","78,933",,
4413,"Automotive parts, acc., and tire stores","7,029","7,109","7,112","7,100","6,995","6,913","6,919","6,981","6,967","6,990","7,384","6,958",,
"442,443","Furniture, home furn, electronics, and appliance stores","16,008","16,319","16,484","16,582","16,434","16,360","16,463","16,675","16,752","16,753","17,182","17,153",,
442,Furniture and home furnishings stores,"7,620","7,906","8,030","8,160","8,138","8,148","8,171","8,309","8,243","8,276","8,388","8,512",,
443,Electronics and appliance stores,"8,388","8,413","8,454","8,422","8,296","8,212","8,292","8,366","8,509","8,477","8,794","8,641",,
444,Building mat. and garden equip. and supplies dealers,"24,776","24,673","25,071","25,942","26,221","26,434","25,902","26,423","26,300","26,338","26,397","26,103",,
4441,Building mat. and supplies dealers,"21,385","21,297","21,507","22,178","22,568","22,768","22,486","22,905","22,905","22,799","22,741","22,556",,
445,Food and beverage stores,"54,153","54,102","54,177","54,557","54,837","55,269","55,461","55,669","55,786","56,103","56,093","56,343",,
4451,Grocery stores,"48,839","48,860","48,897","49,234","49,510","49,832","50,050","50,236","50,413","50,636","50,667","50,805",,
4453,"Beer, wine and liquor stores","3,771","3,720","3,735","3,767","3,763","3,853","3,827","3,835","3,815","3,869","3,808","3,891",,
446,Health and personal care stores,"23,344","23,458","23,590","23,780","24,112","24,297","24,321","24,398","24,505","24,410","24,514","24,662",,
44611,Pharmacies and drug stores,"19,823","19,933","20,047","20,203","20,401","20,592","20,602","20,664","20,734","20,558","20,675","20,898",,
447,Gasoline stations,"47,010","47,404","46,804","46,980","46,727","45,643","45,677","45,820","45,300","44,415","43,543","40,403",,
448,Clothing and clothing access. stores,"20,093","20,044","20,152","20,650","20,270","20,308","20,380","20,544","20,279","20,629","20,827","20,722",,
4481,Clothing stores,"14,585","14,510","14,683","15,096","14,797","14,808","14,870","15,015","14,873","15,113","15,342","15,327",,
44811,Men's clothing stores,743,783,766,758,746,735,744,747,742,753,776,756,,
44812,Women's clothing stores,"3,304","3,340","3,336","3,346","3,344","3,305","3,343","3,397","3,353","3,360","3,405","3,464",,
4482,Shoe stores,"2,769","2,820","2,780","2,850","2,792","2,819","2,819","2,806","2,764","2,819","2,846","2,806",,
44831,Jewelry stores,"2,524","2,491","2,491","2,509","2,481","2,484","2,505","2,534","2,449","2,509","2,451","2,392",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,203","6,508","6,506","6,611","6,578","6,665","6,644","6,893","6,768","6,871","6,853","6,780",,
452,General merchandise stores,"54,546","55,278","55,364","55,871","55,826","55,902","55,993","56,148","56,141","56,244","56,279","56,228",,
4522,Department stores,"11,039","11,273","11,099","11,398","10,980","10,725","10,657","10,502","10,195","10,077","10,000","9,868",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"43,507","44,005","44,265","44,473","44,846","45,177","45,336","45,646","45,946","46,167","46,279","46,360",,
452311,Warehouse clubs and supercenters,"38,274","38,697","39,003","39,143","39,487","39,775","39,929","40,212","40,523","40,720","40,856","40,885",,
452319,All other gen. merchandise stores,"5,233","5,308","5,262","5,330","5,359","5,402","5,407","5,434","5,423","5,447","5,423","5,475",,
453,Miscellaneous stores retailers,"8,234","8,362","8,442","8,357","8,503","8,537","8,581","8,683","8,660","8,825","8,763","8,726",,
454,Nonstore retailers,"34,460","35,192","35,673","35,704","35,800","36,460","36,447","36,811","36,915","37,383","37,551","37,671",,
4541,Electronic shopping and mail order houses,"28,239","28,907","29,623","29,875","30,110","30,882","30,828","31,093","31,328","31,918","31,873","32,382",,
45431,Fuel dealers,"3,900","3,947","3,745","3,490","3,249","3,203","3,224","3,270","3,148","3,022","3,255","2,949",,
722,Food services and drinking places,"44,877","45,401","45,945","46,114","46,466","46,687","47,034","47,362","47,912","48,580","48,654","49,428",,
,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
