Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2010,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2010,Feb. 2010,Mar. 2010,Apr. 2010,May 2010,Jun. 2010,Jul. 2010,Aug. 2010,Sep. 2010,Oct. 2010,Nov. 2010,Dec. 2010,TOTAL,,
44413,Hardware stores,"1,250","1,206","1,487","1,701","1,793","1,686","1,587","1,477","1,431","1,500","1,604","1,673","18,395",,
445,Food and beverage stores,"46,449","43,667","47,450","46,377","48,957","47,135","49,035","47,673","46,812","47,895","48,162","52,731","5,72,343",,
4451,Grocery stores,"42,647","39,751","43,092","41,902","44,262","42,544","44,220","43,092","42,318","43,210","43,410","46,328","5,16,776",,
44511,Supermarkets and other grocery (except convenience) stores,"41,020","38,246","41,375","40,192","42,488","40,782","42,430","41,196","40,552","41,430","41,737","44,598","4,96,046",,
4453,"Beer, wine, and liquor stores","2,754","2,790","3,076","3,168","3,319","3,292","3,503","3,307","3,222","3,349","3,374","4,484","39,638",,
446,Health and personal care stores,"20,478","19,874","22,208","21,206","21,083","21,207","21,079","21,335","21,028","21,527","21,607","24,642","2,57,274",,
44611,Pharmacies and drug stores,"17,852","17,151","19,192","18,319","18,275","18,351","18,149","18,306","18,101","18,587","18,699","20,979","2,21,961",,
447,Gasoline stations,"34,036","31,787","37,119","38,181","39,051","38,096","38,942","38,434","37,070","38,380","36,982","39,001","4,47,079",,
448,Clothing and clothing access. stores,"12,866","14,432","16,972","16,632","17,284","15,740","16,444","17,522","15,853","17,008","19,537","27,815","2,08,105",,
4481,Clothing stores,"9,663","10,332","12,842","12,623","12,840","11,898","12,410","12,900","12,064","12,899","14,802","19,652","1,54,925",,
44811,Men's clothing stores,462,457,551,611,609,581,528,502,548,616,650,961,"7,076",,
44812,Women's clothing stores,"2,256","2,429","3,225","3,265","3,241","2,936","2,792","2,904","3,003","3,155","3,391","4,359","36,956",,
44814,Family clothing stores,"4,942","5,561","6,836","6,686","6,837","6,298","6,909","7,240","6,348","6,905","8,290","11,183","84,035",,
44819,Other clothing stores,865,795,861,858,907,900,857,821,767,850,946,"1,277","10,704",,
4482,Shoe stores,"1,688","2,020","2,321","2,200","2,194","2,005","2,169","2,776","2,065","2,152","2,296","3,077","26,963",,
44831,Jewelry stores,"1,408","1,971","1,679","1,690","2,115","1,698","1,712","1,708","1,588","1,799","2,258","4,803","24,429",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,021","4,791","5,780","5,429","5,645","5,986","5,850","7,105","5,871","5,407","6,691","10,515","75,091",,
45111,Sporting goods stores,"2,289","2,221","3,009","2,896","2,971","3,296","3,152","3,298","2,730","2,521","3,001","4,727","36,111",,
45112,"Hobby, toy, and game stores",920,965,"1,115","1,023",996,989,"1,033","1,004","1,037","1,211","1,922","2,958","15,173",,
451211,Book stores,"2,101",927,926,839,993,997,979,"2,085","1,367",883,953,"1,831","14,881",,
452,General merchandise stores,"43,762","44,644","48,524","47,613","50,348","48,168","48,506","49,209","45,565","48,925","55,460","71,559","6,02,283",,
4522,Department stores,"12,322","12,833","14,654","14,187","14,937","14,287","13,971","14,722","13,514","14,381","18,393","26,554","1,84,755",,
45221,Department stores,"12,322","12,833","14,654","14,187","14,937","14,287","13,971","14,722","13,514","14,381","18,393","26,554","1,84,755",,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"31,440","31,811","33,870","33,426","35,411","33,881","34,535","34,487","32,051","34,544","37,067","45,005","4,17,528",,
452311,Warehouse clubs and supercenters,"28,155","28,241","29,834","29,333","31,254","29,821","30,548","30,574","28,175","30,389","32,492","39,177","3,67,993",,
452319,All other gen. merchandise stores,"3,285","3,570","4,036","4,093","4,157","4,060","3,987","3,913","3,876","4,155","4,575","5,828","49,535",,
453,Miscellaneous store retailers,"6,517","6,603","7,569","7,364","8,045","8,180","7,765","7,875","7,859","8,145","7,814","9,315","93,051",,
4532,"Office supplies, stationery, and gift stores","2,516","2,405","2,562","2,430","2,524","2,489","2,522","2,951","2,758","2,844","2,788","3,682","32,471",,
45321,Office supplies and stationery stores,"1,710","1,524","1,600","1,455","1,387","1,370","1,393","1,854","1,659","1,423","1,437","1,646","18,458",,
45322,"Gift, novelty, and souvenir stores",806,881,962,975,"1,137","1,119","1,129","1,097","1,099","1,421","1,351","2,036","14,013",,
45330,Used merchandise stores,720,759,888,845,875,775,857,854,855,966,890,"1,068","10,352",,
454,Nonstore retailers,"26,019","24,378","27,144","24,951","24,054","25,190","23,718","25,615","25,603","25,968","30,282","39,560","3,22,482",,
4541,Electronic shopping and mail-order houses,"19,343","18,207","21,372","20,143","19,784","20,771","19,623","21,323","21,029","21,070","24,915","32,522","2,60,102",,
45431,Fuel dealers,"4,669","4,083","3,271","2,422","2,044","1,993","1,853","1,956","2,208","2,627","3,185","4,729","35,040",,
722,Food services and drinking places,"34,709","34,512","38,460","38,443","39,773","38,421","40,011","39,311","37,357","39,132","36,546","38,789","4,55,464",,
7224,Drinking places,"1,419","1,444","1,596","1,524","1,554","1,545","1,642","1,605","1,538","1,611","1,514","1,576","18,568",,
7225,Restaurants and other eating places,"30,481","30,076","33,645","33,287","34,623","33,595","35,062","34,358","31,780","33,607","31,563","33,849","3,95,926",,
722511,Full service restaurants,"15,254","14,971","16,828","16,712","17,345","16,451","17,270","16,716","15,466","16,310","15,319","16,958","1,95,600",,
"722513, 722514, 722515",Limited service eating places,"15,227","15,105","16,817","16,575","17,278","17,144","17,792","17,642","16,314","17,297","16,244","16,891","2,00,326",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","3,39,093","3,39,580","3,46,974","3,49,869","3,46,858","3,46,516","3,47,612","3,49,188","3,52,179","3,56,215","3,59,450","3,61,979",,,
,Retail sales and food services excl motor vehicle and parts,"2,83,647","2,85,191","2,87,536","2,89,522","2,86,736","2,86,504","2,86,354","2,88,079","2,90,362","2,92,801","2,95,658","2,98,168",,,
,Retail sales and food services excl gasoline stations,"3,01,814","3,02,704","3,09,929","3,12,800","3,10,328","3,10,979","3,11,951","3,13,134","3,14,960","3,17,835","3,20,316","3,20,795",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"2,46,368","2,48,315","2,50,491","2,52,453","2,50,206","2,50,967","2,50,693","2,52,025","2,53,143","2,54,421","2,56,524","2,56,984",,,
,"Retail sales, total","3,02,325","3,02,310","3,09,525","3,12,143","3,09,158","3,08,588","3,09,543","3,10,761","3,13,785","3,17,699","3,20,695","3,23,421",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","2,46,879","2,47,921","2,50,087","2,51,796","2,49,036","2,48,576","2,48,285","2,49,652","2,51,968","2,54,285","2,56,903","2,59,610",,,
,GAFO(1),"90,560","91,401","91,554","91,489","91,101","91,164","91,020","91,305","91,521","91,738","93,224","92,671",,,
441,Motor vehicle and parts dealers,"55,446","54,389","59,438","60,347","60,122","60,012","61,258","61,109","61,817","63,414","63,792","63,811",,,
"4411,4412",Automobile and other motor vehicle dealers,"49,532","48,348","53,299","54,048","53,884","53,741","54,964","54,652","55,353","56,938","57,262","57,224",,,
4413,"Automotive parts, acc., and tire stores","5,914","6,041","6,139","6,299","6,238","6,271","6,294","6,457","6,464","6,476","6,530","6,587",,,
"442,443","Furniture, home furn, electronics, and appliance stores","14,911","15,294","15,026","15,070","15,147","15,234","15,121","15,125","15,172","14,947","14,826","15,003",,,
442,Furniture and home furnishings stores,"6,813","6,929","7,020","6,930","6,905","6,875","6,898","6,923","6,898","6,846","6,900","6,863",,,
443,Electronics and appliance stores,"8,098","8,365","8,006","8,140","8,242","8,359","8,223","8,202","8,274","8,101","7,926","8,140",,,
444,Building mat. and garden equip. and supplies dealers,"20,400","20,267","21,691","23,358","21,533","21,337","21,300","21,070","21,184","21,884","21,745","22,003",,,
4441,Building mat. and supplies dealers,"17,727","17,580","19,060","19,941","18,883","18,655","18,471","18,249","18,344","18,723","18,795","19,146",,,
445,Food and beverage stores,"47,197","48,009","47,578","47,522","47,511","47,181","47,289","47,564","47,989","47,885","48,457","48,485",,,
4451,Grocery stores,"42,690","43,396","42,963","42,845","42,931","42,587","42,725","42,920","43,314","43,167","43,760","43,830",,,
4453,"Beer, wine and liquor stores","3,244","3,302","3,300","3,342","3,270","3,285","3,256","3,324","3,325","3,349","3,334","3,302",,,
446,Health and personal care stores,"20,917","20,942","21,090","21,206","21,146","21,400","21,487","21,594","21,634","21,833","21,914","22,002",,,
44611,Pharmacies and drug stores,"18,087","18,092","18,243","18,319","18,312","18,555","18,501","18,585","18,603","18,718","18,907","18,951",,,
447,Gasoline stations,"37,279","36,876","37,045","37,069","36,530","35,537","35,661","36,054","37,219","38,380","39,134","41,184",,,
448,Clothing and clothing access. stores,"16,917","16,956","17,446","17,286","17,229","17,070","17,154","17,218","17,289","17,599","17,987","17,760",,,
4481,Clothing stores,"12,580","12,597","12,966","12,907","12,861","12,745","12,731","12,807","12,935","13,007","13,339","13,251",,,
44811,Men's clothing stores,576,584,601,588,588,586,576,567,577,600,613,608,,,
44812,Women's clothing stores,"2,996","2,955","3,086","3,063","3,043","3,049","3,038","3,067","3,115","3,149","3,169","3,152",,,
4482,Shoe stores,"2,181","2,205","2,298","2,216","2,227","2,208","2,220","2,244","2,242","2,289","2,312","2,303",,,
44831,Jewelry stores,"2,020","2,019","2,045","2,029","2,005","1,974","2,058","2,021","1,958","2,139","2,167","2,037",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,265","6,150","6,249","6,162","6,238","6,248","6,263","6,194","6,206","6,317","6,409","6,334",,,
452,General merchandise stores,"49,771","50,355","50,094","50,264","49,799","49,902","49,824","50,085","50,146","50,163","51,213","50,895",,,
4522,Department stores,"15,617","15,499","15,673","15,488","15,367","15,445","15,252","15,256","15,201","15,154","15,640","15,314",,,
4523,Gen. merchandise stores incl. warehouse clubs & supercenters,"34,154","34,856","34,421","34,776","34,432","34,457","34,572","34,829","34,945","35,009","35,573","35,581",,,
452311,Warehouse clubs and supercenters,"30,177","30,831","30,319","30,587","30,344","30,368","30,457","30,697","30,759","30,820","31,333","31,367",,,
452319,All other gen. merchandise stores,"3,977","4,025","4,102","4,189","4,088","4,089","4,115","4,132","4,186","4,189","4,240","4,214",,,
453,Miscellaneous stores retailers,"7,480","7,375","7,747","7,681","7,708","7,851","7,689","7,715","7,824","7,957","7,942","7,921",,,
454,Nonstore retailers,"25,742","25,697","26,121","26,178","26,195","26,816","26,497","27,033","27,305","27,320","27,276","28,023",,,
4541,Electronic shopping and mail order houses,"20,426","20,434","21,119","21,159","21,114","21,614","21,446","21,915","22,113","22,132","22,127","22,429",,,
45431,Fuel dealers,"3,022","2,976","2,662","2,691","2,835","2,905","2,795","2,814","2,886","2,948","2,952","3,326",,,
722,Food services and drinking places,"36,768","37,270","37,449","37,726","37,700","37,928","38,069","38,427","38,394","38,516","38,755","38,558",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Estimates include data only for businesses with paid employees. Prior to the benchmark report released in April 2025, the Monthly Retail Trade Survey estimates included nonemployers.",,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
